participant,quarter,stimulusSet,item,rank,truthRank,session
206,W2023,Q11 0 GROUP,Australia,4,,1
206,W2023,Q11 0 GROUP,Brazil,5,,1
206,W2023,Q11 0 GROUP,United States,6,,1
206,W2023,Q11 0 GROUP,India,7,,1
206,W2023,Q11 0 GROUP,Argentina,8,,1
206,W2023,Q11 0 GROUP,Kazakhstan,9,,1
206,W2023,Q12 0 GROUP,Nile,1,,1
206,W2023,Q12 0 GROUP,Yellow River,2,,1
206,W2023,Q12 0 GROUP,Amazon,3,,1
206,W2023,Q12 0 GROUP,Mississippi,4,,1
206,W2023,Q12 1 GROUP,Congo,1,,1
206,W2023,Q12 1 GROUP,Yenisey-Angara,2,,1
206,W2023,Q12 1 GROUP,Parana,3,,1
206,W2023,Q12 1 GROUP,Yangtze,4,,1
206,W2023,Q12 1 GROUP,Ob-Irtysh,5,,1
206,W2023,Q12 1 GROUP,Mekong,6,,1
206,W2023,Q13 0 GROUP,Finger nail,1,,1
206,W2023,Q13 0 GROUP,Graphite,2,,1
206,W2023,Q13 0 GROUP,Quartz,3,,1
206,W2023,Q13 0 GROUP,Copper,4,,1
206,W2023,Q13 0 GROUP,Window glass,5,,1
206,W2023,Q13 0 GROUP,Steel,6,,1
206,W2023,Q13 0 GROUP,Platinum,7,,1
206,W2023,Q13 0 GROUP,Titanium,8,,1
206,W2023,Q13 0 GROUP,Diamond,9,,1
206,W2023,Q14 0 GROUP,Freedom of speech and religion,1,,1
206,W2023,Q14 0 GROUP,No quartering of soldiers,2,,1
206,W2023,Q14 0 GROUP,No unreasonable searches,3,,1
206,W2023,Q14 0 GROUP,Right to bear arms,4,,1
206,W2023,Q14 0 GROUP,Trial by jury,5,,1
206,W2023,Q14 0 GROUP,Civil trial by jury,6,,1
206,W2023,Q14 0 GROUP,Due process,7,,1
206,W2023,Q14 0 GROUP,No cruel punishment,8,,1
206,W2023,Q14 0 GROUP,Power for the states and people,9,,1
206,W2023,Q14 0 GROUP,Right to non-specified rights,10,,1
206,W2023,Q6 0 GROUP,George Washington,1,,1
206,W2023,Q6 0 GROUP,John Adams,2,,1
206,W2023,Q6 0 GROUP,Thomas Jefferson,3,,1
206,W2023,Q6 0 GROUP,James Madison,4,,1
206,W2023,Q6 0 GROUP,Franklin D. Roosevelt,5,,1
206,W2023,Q6 0 GROUP,Abraham Lincoln,6,,1
206,W2023,Q6 0 GROUP,Andrew Jackson,7,,1
206,W2023,Q6 0 GROUP,Theodore Roosevelt,8,,1
206,W2023,Q6 0 GROUP,Dwight Eisenhower,9,,1
206,W2023,Q6 0 GROUP,Ulysses S. Grant,10,,1
206,W2023,Q6 0 GROUP,William Howard Taft,11,,1
206,W2023,Q6 0 GROUP,Herbert Hoover,12,,1
206,W2023,Q6 0 GROUP,Lyndon B. Johnson,13,,1
206,W2023,Q6 0 GROUP,Harry S. Truman,14,,1
206,W2023,Q6 0 GROUP,Richard Nixon,15,,1
206,W2023,Q6 0 GROUP,John F. Kennedy,16,,1
206,W2023,Q6 0 GROUP,Ronald Reagan,17,,1
206,W2023,Q6 0 GROUP,William Clinton,18,,1
206,W2023,Q6 0 GROUP,George W. Bush,19,,1
206,W2023,Q6 0 GROUP,George H.W. Bush,20,,1
206,W2023,Q6 0 GROUP,Barack Obama,21,,1
206,W2023,Q6 1 GROUP,Benjamin Harrison,1,,1
206,W2023,Q6 1 GROUP,James Garfield,2,,1
206,W2023,Q6 1 GROUP,James Knox Polk,3,,1
206,W2023,Q6 1 GROUP,William McKinley,4,,1
206,W2023,Q6 1 GROUP,Chester Arthur,5,,1
206,W2023,Q6 1 GROUP,Millard Fillmore,6,,1
206,W2023,Q6 1 GROUP,Warren Harding,7,,1
206,W2023,Q6 1 GROUP,William Henry Harrison,8,,1
206,W2023,Q6 1 GROUP,Grover Cleveland 2,9,,1
206,W2023,Q6 1 GROUP,Woodrow Wilson,10,,1
206,W2023,Q6 1 GROUP,Gerald Ford,11,,1
206,W2023,Q6 1 GROUP,James Monroe,12,,1
206,W2023,Q6 1 GROUP,Andrew Johnson,13,,1
206,W2023,Q6 1 GROUP,Rutherford B. Hayes,14,,1
206,W2023,Q6 1 GROUP,John Tyler,15,,1
206,W2023,Q6 1 GROUP,Martin Van Buren,16,,1
206,W2023,Q6 1 GROUP,James Buchanan,17,,1
206,W2023,Q6 1 GROUP,Grover Cleveland 1,18,,1
206,W2023,Q6 1 GROUP,Franklin Pierce,19,,1
206,W2023,Q6 1 GROUP,Zachary Taylor,20,,1
206,W2023,Q6 1 GROUP,James Carter,21,,1
206,W2023,Q6 1 GROUP,Calvin Coolidge,22,,1
206,W2023,Q6 1 GROUP,John Quincy Adams,23,,1
489,W2023,Q1 0 GROUP,Shanghai,1,,1
489,W2023,Q1 0 GROUP,New York,2,,1
489,W2023,Q1 0 GROUP,Mexico City,3,,1
489,W2023,Q1 0 GROUP,Tokyo,4,,1
489,W2023,Q1 1 GROUP,Sao Paulo,1,,1
489,W2023,Q1 1 GROUP,Buenos Aires,2,,1
489,W2023,Q1 1 GROUP,Dhaka,3,,1
489,W2023,Q1 1 GROUP,Mumbai,4,,1
489,W2023,Q1 1 GROUP,Delhi,5,,1
489,W2023,Q1 1 GROUP,Kolkata,6,,1
489,W2023,Q9 0 GROUP,India,1,,1
489,W2023,Q9 0 GROUP,China,2,,1
489,W2023,Q9 0 GROUP,United States,3,,1
489,W2023,Q9 0 GROUP,Brazil,4,,1
489,W2023,Q9 0 GROUP,Indonesia,5,,1
489,W2023,Q9 0 GROUP,Russia,6,,1
489,W2023,Q9 0 GROUP,Nigeria,7,,1
489,W2023,Q9 0 GROUP,Bangladesh,8,,1
489,W2023,Q9 0 GROUP,Pakistan,9,,1
489,W2023,Q9 0 GROUP,Japan,10,,1
489,W2023,Q7 0 GROUP,Los Angeles,1,,1
489,W2023,Q7 0 GROUP,Chicago,2,,1
489,W2023,Q7 0 GROUP,New York,3,,1
489,W2023,Q7 0 GROUP,Philadelphia,4,,1
489,W2023,Q7 1 GROUP,San Jose,1,,1
489,W2023,Q7 1 GROUP,Phoenix,2,,1
489,W2023,Q7 1 GROUP,San Antonio,3,,1
489,W2023,Q7 1 GROUP,Dallas,4,,1
489,W2023,Q7 1 GROUP,San Diego,5,,1
489,W2023,Q7 1 GROUP,Houston,6,,1
489,W2023,Q8 0 GROUP,Budapest,1,,1
489,W2023,Q8 0 GROUP,London,2,,1
489,W2023,Q8 0 GROUP,Paris,3,,1
489,W2023,Q8 0 GROUP,Berlin,4,,1
489,W2023,Q8 0 GROUP,Madrid,5,,1
489,W2023,Q8 0 GROUP,Rome,6,,1
489,W2023,Q8 0 GROUP,Hamburg,7,,1
489,W2023,Q8 0 GROUP,Warsaw,8,,1
489,W2023,Q8 0 GROUP,Vienna,9,,1
489,W2023,Q10 0 GROUP,Alabama,1,,1
489,W2023,Q10 0 GROUP,Oregon,2,,1
489,W2023,Q10 0 GROUP,Utah,3,,1
489,W2023,Q10 0 GROUP,Iowa,4,,1
489,W2023,Q10 0 GROUP,Connecticut,5,,1
489,W2023,Q10 0 GROUP,Nebraska,6,,1
489,W2023,Q10 0 GROUP,Ohio,7,,1
489,W2023,Q10 0 GROUP,Delaware,8,,1
489,W2023,Q10 0 GROUP,Virginia,9,,1
489,W2023,Q10 0 GROUP,Maine,10,,1
489,W2023,Q11 0 GROUP,United States,1,,1
489,W2023,Q11 0 GROUP,Russia,2,,1
489,W2023,Q11 0 GROUP,Canada,3,,1
489,W2023,Q11 0 GROUP,China,4,,1
489,W2023,Q11 1 GROUP,Brazil,1,,1
489,W2023,Q11 1 GROUP,India,2,,1
489,W2023,Q11 1 GROUP,Argentina,3,,1
489,W2023,Q11 1 GROUP,Kazakhstan,4,,1
489,W2023,Q11 1 GROUP,Sudan,5,,1
489,W2023,Q11 1 GROUP,Australia,6,,1
489,W2023,Q12 0 GROUP,Amazon,1,,1
489,W2023,Q12 0 GROUP,Nile,2,,1
489,W2023,Q12 0 GROUP,Yellow River,3,,1
489,W2023,Q12 1 GROUP,Parana,1,,1
489,W2023,Q12 1 GROUP,Mississippi,2,,1
489,W2023,Q12 1 GROUP,Congo,3,,1
489,W2023,Q12 1 GROUP,Ob-Irtysh,4,,1
489,W2023,Q12 1 GROUP,Yangtze,5,,1
489,W2023,Q12 1 GROUP,Yenisey-Angara,6,,1
489,W2023,Q12 1 GROUP,Mekong,7,,1
489,W2023,Q13 0 GROUP,Finger nail,1,,1
489,W2023,Q13 0 GROUP,Graphite,2,,1
489,W2023,Q13 0 GROUP,Window glass,3,,1
489,W2023,Q13 0 GROUP,Steel,4,,1
489,W2023,Q13 0 GROUP,Diamond,5,,1
489,W2023,Q13 0 GROUP,Copper,6,,1
489,W2023,Q13 0 GROUP,Titanium,7,,1
489,W2023,Q13 0 GROUP,Platinum,8,,1
489,W2023,Q13 0 GROUP,Topaz,9,,1
489,W2023,Q13 0 GROUP,Quartz,10,,1
489,W2023,Q14 0 GROUP,Power for the states and people,1,,1
489,W2023,Q14 0 GROUP,Freedom of speech and religion,2,,1
489,W2023,Q14 0 GROUP,Right to non-specified rights,3,,1
489,W2023,Q14 0 GROUP,Right to bear arms,4,,1
489,W2023,Q14 0 GROUP,Due process,5,,1
489,W2023,Q14 0 GROUP,No unreasonable searches,6,,1
489,W2023,Q14 0 GROUP,No quartering of soldiers,7,,1
489,W2023,Q14 0 GROUP,Trial by jury,8,,1
489,W2023,Q14 0 GROUP,Civil trial by jury,9,,1
489,W2023,Q14 0 GROUP,No cruel punishment,10,,1
489,W2023,Q6 0 GROUP,George Washington,1,,1
489,W2023,Q6 0 GROUP,Thomas Jefferson,2,,1
489,W2023,Q6 0 GROUP,Abraham Lincoln,3,,1
489,W2023,Q6 0 GROUP,Theodore Roosevelt,4,,1
489,W2023,Q6 0 GROUP,John F. Kennedy,5,,1
489,W2023,Q6 0 GROUP,William Clinton,6,,1
489,W2023,Q6 0 GROUP,George W. Bush,7,,1
489,W2023,Q6 0 GROUP,Barack Obama,8,,1
489,W2023,Q6 1 GROUP,John Adams,1,,1
489,W2023,Q6 1 GROUP,Franklin D. Roosevelt,2,,1
489,W2023,Q6 1 GROUP,Benjamin Harrison,3,,1
489,W2023,Q6 1 GROUP,George H.W. Bush,4,,1
489,W2023,Q6 1 GROUP,Zachary Taylor,5,,1
489,W2023,Q6 1 GROUP,Martin Van Buren,6,,1
489,W2023,Q6 1 GROUP,Richard Nixon,7,,1
489,W2023,Q6 1 GROUP,William Howard Taft,8,,1
489,W2023,Q6 1 GROUP,John Tyler,9,,1
489,W2023,Q6 1 GROUP,Lyndon B. Johnson,10,,1
489,W2023,Q6 1 GROUP,Dwight Eisenhower,11,,1
489,W2023,Q6 1 GROUP,Ronald Reagan,12,,1
489,W2023,Q6 1 GROUP,Calvin Coolidge,13,,1
489,W2023,Q6 1 GROUP,William McKinley,14,,1
489,W2023,Q6 1 GROUP,Harry S. Truman,15,,1
489,W2023,Q6 1 GROUP,John Quincy Adams,16,,1
489,W2023,Q6 1 GROUP,James Madison,17,,1
489,W2023,Q6 1 GROUP,James Monroe,18,,1
489,W2023,Q6 1 GROUP,Gerald Ford,19,,1
489,W2023,Q6 1 GROUP,Andrew Jackson,20,,1
489,W2023,Q6 1 GROUP,Warren Harding,21,,1
489,W2023,Q6 1 GROUP,Ulysses S. Grant,22,,1
489,W2023,Q6 1 GROUP,Grover Cleveland 1,23,,1
489,W2023,Q6 1 GROUP,Millard Fillmore,24,,1
489,W2023,Q6 1 GROUP,Grover Cleveland 2,25,,1
489,W2023,Q6 1 GROUP,Woodrow Wilson,26,,1
489,W2023,Q6 1 GROUP,James Garfield,27,,1
489,W2023,Q6 1 GROUP,James Knox Polk,28,,1
489,W2023,Q6 1 GROUP,William Henry Harrison,29,,1
489,W2023,Q6 1 GROUP,Herbert Hoover,30,,1
489,W2023,Q6 1 GROUP,Chester Arthur,31,,1
489,W2023,Q6 1 GROUP,Franklin Pierce,32,,1
489,W2023,Q6 1 GROUP,James Buchanan,33,,1
489,W2023,Q6 1 GROUP,Rutherford B. Hayes,34,,1
489,W2023,Q6 1 GROUP,Andrew Johnson,35,,1
489,W2023,Q6 1 GROUP,James Carter,36,,1
145,W2023,Q1 0 GROUP,New York,1,,1
145,W2023,Q1 0 GROUP,Mexico City,2,,1
145,W2023,Q1 0 GROUP,Dhaka,3,,1
145,W2023,Q1 1 GROUP,Sao Paulo,1,,1
145,W2023,Q1 1 GROUP,Delhi,2,,1
145,W2023,Q1 1 GROUP,Tokyo,3,,1
145,W2023,Q1 1 GROUP,Buenos Aires,4,,1
145,W2023,Q1 1 GROUP,Kolkata,5,,1
145,W2023,Q1 1 GROUP,Mumbai,6,,1
145,W2023,Q1 1 GROUP,Shanghai,7,,1
145,W2023,Q9 0 GROUP,China,1,,1
145,W2023,Q9 0 GROUP,India,2,,1
145,W2023,Q9 0 GROUP,United States,3,,1
145,W2023,Q9 0 GROUP,Japan,4,,1
145,W2023,Q9 0 GROUP,Nigeria,5,,1
145,W2023,Q9 1 GROUP,Russia,1,,1
145,W2023,Q9 1 GROUP,Indonesia,2,,1
145,W2023,Q9 1 GROUP,Bangladesh,3,,1
145,W2023,Q9 1 GROUP,Pakistan,4,,1
145,W2023,Q9 1 GROUP,Brazil,5,,1
145,W2023,Q7 0 GROUP,New York,1,,1
145,W2023,Q7 0 GROUP,Los Angeles,2,,1
145,W2023,Q7 0 GROUP,San Diego,3,,1
145,W2023,Q7 0 GROUP,San Antonio,4,,1
145,W2023,Q7 1 GROUP,Philadelphia,1,,1
145,W2023,Q7 1 GROUP,Chicago,2,,1
145,W2023,Q7 1 GROUP,Phoenix,3,,1
145,W2023,Q7 1 GROUP,Houston,4,,1
145,W2023,Q7 1 GROUP,San Jose,5,,1
145,W2023,Q7 1 GROUP,Dallas,6,,1
145,W2023,Q8 0 GROUP,London,1,,1
145,W2023,Q8 0 GROUP,Madrid,2,,1
145,W2023,Q8 0 GROUP,Bucharest,3,,1
145,W2023,Q8 1 GROUP,Paris,1,,1
145,W2023,Q8 1 GROUP,Hamburg,2,,1
145,W2023,Q8 1 GROUP,Budapest,3,,1
145,W2023,Q8 1 GROUP,Warsaw,4,,1
145,W2023,Q8 1 GROUP,Vienna,5,,1
145,W2023,Q8 1 GROUP,Rome,6,,1
145,W2023,Q8 1 GROUP,Berlin,7,,1
145,W2023,Q10 0 GROUP,Oregon,1,,1
145,W2023,Q10 0 GROUP,Utah,2,,1
145,W2023,Q10 0 GROUP,Ohio,3,,1
145,W2023,Q10 0 GROUP,Connecticut,4,,1
145,W2023,Q10 0 GROUP,Maine,5,,1
145,W2023,Q10 1 GROUP,Virginia,1,,1
145,W2023,Q10 1 GROUP,Iowa,2,,1
145,W2023,Q10 1 GROUP,Delaware,3,,1
145,W2023,Q10 1 GROUP,Alabama,4,,1
145,W2023,Q10 1 GROUP,Nebraska,5,,1
145,W2023,Q11 0 GROUP,Russia,1,,1
145,W2023,Q11 0 GROUP,Canada,2,,1
145,W2023,Q11 0 GROUP,United States,3,,1
145,W2023,Q11 0 GROUP,China,4,,1
145,W2023,Q11 0 GROUP,India,5,,1
145,W2023,Q11 0 GROUP,Brazil,6,,1
145,W2023,Q11 1 GROUP,Sudan,1,,1
145,W2023,Q11 1 GROUP,Kazakhstan,2,,1
145,W2023,Q11 1 GROUP,Argentina,3,,1
145,W2023,Q11 1 GROUP,Australia,4,,1
145,W2023,Q12 0 GROUP,Nile,1,,1
145,W2023,Q12 0 GROUP,Mississippi,2,,1
145,W2023,Q12 0 GROUP,Parana,3,,1
145,W2023,Q12 1 GROUP,Amazon,1,,1
145,W2023,Q12 1 GROUP,Yangtze,2,,1
145,W2023,Q12 1 GROUP,Yellow River,3,,1
145,W2023,Q12 1 GROUP,Congo,4,,1
145,W2023,Q12 1 GROUP,Yenisey-Angara,5,,1
145,W2023,Q12 1 GROUP,Ob-Irtysh,6,,1
145,W2023,Q12 1 GROUP,Mekong,7,,1
145,W2023,Q13 0 GROUP,Finger nail,1,,1
145,W2023,Q13 0 GROUP,Window glass,2,,1
145,W2023,Q13 0 GROUP,Platinum,3,,1
145,W2023,Q13 0 GROUP,Quartz,4,,1
145,W2023,Q13 0 GROUP,Diamond,5,,1
145,W2023,Q13 1 GROUP,Copper,1,,1
145,W2023,Q13 1 GROUP,Topaz,2,,1
145,W2023,Q13 1 GROUP,Titanium,3,,1
145,W2023,Q13 1 GROUP,Graphite,4,,1
145,W2023,Q13 1 GROUP,Steel,5,,1
145,W2023,Q14 0 GROUP,Freedom of speech and religion,1,,1
145,W2023,Q14 0 GROUP,Due process,2,,1
145,W2023,Q14 0 GROUP,Civil trial by jury,3,,1
145,W2023,Q14 1 GROUP,No cruel punishment,1,,1
145,W2023,Q14 1 GROUP,Trial by jury,2,,1
145,W2023,Q14 1 GROUP,Power for the states and people,3,,1
145,W2023,Q14 1 GROUP,No quartering of soldiers,4,,1
145,W2023,Q14 1 GROUP,Right to bear arms,5,,1
145,W2023,Q14 1 GROUP,No unreasonable searches,6,,1
145,W2023,Q14 1 GROUP,Right to non-specified rights,7,,1
145,W2023,Q6 0 GROUP,George Washington,1,,1
145,W2023,Q6 0 GROUP,John Adams,2,,1
145,W2023,Q6 0 GROUP,Thomas Jefferson,3,,1
145,W2023,Q6 0 GROUP,Andrew Jackson,4,,1
145,W2023,Q6 0 GROUP,James Madison,5,,1
145,W2023,Q6 0 GROUP,Abraham Lincoln,6,,1
145,W2023,Q6 0 GROUP,John F. Kennedy,7,,1
145,W2023,Q6 0 GROUP,George H.W. Bush,8,,1
145,W2023,Q6 0 GROUP,George W. Bush,9,,1
145,W2023,Q6 0 GROUP,Barack Obama,10,,1
145,W2023,Q6 1 GROUP,Franklin D. Roosevelt,1,,1
145,W2023,Q6 1 GROUP,Ronald Reagan,2,,1
145,W2023,Q6 1 GROUP,Herbert Hoover,3,,1
145,W2023,Q6 1 GROUP,James Carter,4,,1
145,W2023,Q6 1 GROUP,John Tyler,5,,1
145,W2023,Q6 1 GROUP,Benjamin Harrison,6,,1
145,W2023,Q6 1 GROUP,James Garfield,7,,1
145,W2023,Q6 1 GROUP,Andrew Johnson,8,,1
145,W2023,Q6 1 GROUP,Woodrow Wilson,9,,1
145,W2023,Q6 1 GROUP,Grover Cleveland 2,10,,1
145,W2023,Q6 1 GROUP,Calvin Coolidge,11,,1
145,W2023,Q6 1 GROUP,Gerald Ford,12,,1
145,W2023,Q6 1 GROUP,Grover Cleveland 1,13,,1
145,W2023,Q6 1 GROUP,Rutherford B. Hayes,14,,1
145,W2023,Q6 1 GROUP,James Buchanan,15,,1
145,W2023,Q6 1 GROUP,Richard Nixon,16,,1
145,W2023,Q6 1 GROUP,Theodore Roosevelt,17,,1
145,W2023,Q6 1 GROUP,Warren Harding,18,,1
145,W2023,Q6 1 GROUP,Lyndon B. Johnson,19,,1
145,W2023,Q6 1 GROUP,William Clinton,20,,1
145,W2023,Q6 1 GROUP,William McKinley,21,,1
145,W2023,Q6 1 GROUP,Zachary Taylor,22,,1
145,W2023,Q6 1 GROUP,Millard Fillmore,23,,1
145,W2023,Q6 1 GROUP,William Henry Harrison,24,,1
145,W2023,Q6 1 GROUP,William Howard Taft,25,,1
145,W2023,Q6 1 GROUP,Dwight Eisenhower,26,,1
145,W2023,Q6 1 GROUP,John Quincy Adams,27,,1
145,W2023,Q6 1 GROUP,Harry S. Truman,28,,1
145,W2023,Q6 1 GROUP,Ulysses S. Grant,29,,1
145,W2023,Q6 1 GROUP,James Knox Polk,30,,1
145,W2023,Q6 1 GROUP,James Monroe,31,,1
145,W2023,Q6 1 GROUP,Franklin Pierce,32,,1
145,W2023,Q6 1 GROUP,Chester Arthur,33,,1
145,W2023,Q6 1 GROUP,Martin Van Buren,34,,1
540,W2023,Q1 0 GROUP,Shanghai,1,,1
540,W2023,Q1 0 GROUP,Sao Paulo,2,,1
540,W2023,Q1 1 GROUP,Mexico City,1,,1
540,W2023,Q1 1 GROUP,New York,2,,1
540,W2023,Q1 1 GROUP,Tokyo,3,,1
540,W2023,Q1 1 GROUP,Mumbai,4,,1
540,W2023,Q1 1 GROUP,Buenos Aires,5,,1
540,W2023,Q1 1 GROUP,Delhi,6,,1
540,W2023,Q1 1 GROUP,Dhaka,7,,1
540,W2023,Q1 1 GROUP,Kolkata,8,,1
540,W2023,Q9 0 GROUP,India,1,,1
540,W2023,Q9 0 GROUP,United States,2,,1
540,W2023,Q9 0 GROUP,Japan,3,,1
540,W2023,Q9 1 GROUP,Bangladesh,1,,1
540,W2023,Q9 1 GROUP,Nigeria,2,,1
540,W2023,Q9 1 GROUP,Brazil,3,,1
540,W2023,Q9 1 GROUP,China,4,,1
540,W2023,Q9 1 GROUP,Indonesia,5,,1
540,W2023,Q9 1 GROUP,Pakistan,6,,1
540,W2023,Q9 1 GROUP,Russia,7,,1
540,W2023,Q7 0 GROUP,Los Angeles,1,,1
540,W2023,Q7 0 GROUP,San Diego,2,,1
540,W2023,Q7 0 GROUP,Philadelphia,3,,1
540,W2023,Q7 1 GROUP,New York,1,,1
540,W2023,Q7 1 GROUP,Dallas,2,,1
540,W2023,Q7 1 GROUP,San Jose,3,,1
540,W2023,Q7 1 GROUP,San Antonio,4,,1
540,W2023,Q7 1 GROUP,Phoenix,5,,1
540,W2023,Q7 1 GROUP,Houston,6,,1
540,W2023,Q7 1 GROUP,Chicago,7,,1
540,W2023,Q8 0 GROUP,London,1,,1
540,W2023,Q8 0 GROUP,Bucharest,2,,1
540,W2023,Q8 1 GROUP,Warsaw,1,,1
540,W2023,Q8 1 GROUP,Paris,2,,1
540,W2023,Q8 1 GROUP,Berlin,3,,1
540,W2023,Q8 1 GROUP,Rome,4,,1
540,W2023,Q8 1 GROUP,Budapest,5,,1
540,W2023,Q8 1 GROUP,Hamburg,6,,1
540,W2023,Q8 1 GROUP,Vienna,7,,1
540,W2023,Q8 1 GROUP,Madrid,8,,1
540,W2023,Q10 0 GROUP,Oregon,1,,1
540,W2023,Q10 0 GROUP,Utah,2,,1
540,W2023,Q10 0 GROUP,Ohio,3,,1
540,W2023,Q10 0 GROUP,Virginia,4,,1
540,W2023,Q10 0 GROUP,Maine,5,,1
540,W2023,Q10 1 GROUP,Connecticut,1,,1
540,W2023,Q10 1 GROUP,Nebraska,2,,1
540,W2023,Q10 1 GROUP,Iowa,3,,1
540,W2023,Q10 1 GROUP,Alabama,4,,1
540,W2023,Q10 1 GROUP,Delaware,5,,1
540,W2023,Q11 0 GROUP,United States,1,,1
540,W2023,Q11 0 GROUP,Brazil,2,,1
540,W2023,Q11 0 GROUP,Sudan,3,,1
540,W2023,Q11 1 GROUP,Russia,1,,1
540,W2023,Q11 1 GROUP,Canada,2,,1
540,W2023,Q11 1 GROUP,China,3,,1
540,W2023,Q11 1 GROUP,Argentina,4,,1
540,W2023,Q11 1 GROUP,Kazakhstan,5,,1
540,W2023,Q11 1 GROUP,India,6,,1
540,W2023,Q11 1 GROUP,Australia,7,,1
540,W2023,Q12 0 GROUP,Nile,1,,1
540,W2023,Q12 0 GROUP,Parana,2,,1
540,W2023,Q12 1 GROUP,Amazon,1,,1
540,W2023,Q12 1 GROUP,Congo,2,,1
540,W2023,Q12 1 GROUP,Mississippi,3,,1
540,W2023,Q12 1 GROUP,Yellow River,4,,1
540,W2023,Q12 1 GROUP,Mekong,5,,1
540,W2023,Q12 1 GROUP,Yenisey-Angara,6,,1
540,W2023,Q12 1 GROUP,Yangtze,7,,1
540,W2023,Q12 1 GROUP,Ob-Irtysh,8,,1
540,W2023,Q13 0 GROUP,Titanium,1,,1
540,W2023,Q13 0 GROUP,Window glass,2,,1
540,W2023,Q13 0 GROUP,Finger nail,3,,1
540,W2023,Q13 1 GROUP,Diamond,1,,1
540,W2023,Q13 1 GROUP,Quartz,2,,1
540,W2023,Q13 1 GROUP,Topaz,3,,1
540,W2023,Q13 1 GROUP,Platinum,4,,1
540,W2023,Q13 1 GROUP,Graphite,5,,1
540,W2023,Q13 1 GROUP,Copper,6,,1
540,W2023,Q13 1 GROUP,Steel,7,,1
540,W2023,Q14 0 GROUP,Freedom of speech and religion,1,,1
540,W2023,Q14 0 GROUP,Right to bear arms,2,,1
540,W2023,Q14 0 GROUP,No cruel punishment,3,,1
540,W2023,Q14 0 GROUP,No quartering of soldiers,4,,1
540,W2023,Q14 1 GROUP,Civil trial by jury,1,,1
540,W2023,Q14 1 GROUP,Due process,2,,1
540,W2023,Q14 1 GROUP,Right to non-specified rights,3,,1
540,W2023,Q14 1 GROUP,Trial by jury,4,,1
540,W2023,Q14 1 GROUP,Power for the states and people,5,,1
540,W2023,Q14 1 GROUP,No unreasonable searches,6,,1
540,W2023,Q6 0 GROUP,George Washington,1,,1
540,W2023,Q6 0 GROUP,John Adams,2,,1
540,W2023,Q6 0 GROUP,Thomas Jefferson,3,,1
540,W2023,Q6 1 GROUP,James Garfield,1,,1
540,W2023,Q6 1 GROUP,Woodrow Wilson,2,,1
540,W2023,Q6 1 GROUP,Harry S. Truman,3,,1
540,W2023,Q6 1 GROUP,Chester Arthur,4,,1
540,W2023,Q6 1 GROUP,Lyndon B. Johnson,5,,1
540,W2023,Q6 1 GROUP,Barack Obama,6,,1
540,W2023,Q6 1 GROUP,Benjamin Harrison,7,,1
540,W2023,Q6 1 GROUP,John Quincy Adams,8,,1
540,W2023,Q6 1 GROUP,Abraham Lincoln,9,,1
540,W2023,Q6 1 GROUP,William McKinley,10,,1
540,W2023,Q6 1 GROUP,Andrew Jackson,11,,1
540,W2023,Q6 1 GROUP,Ronald Reagan,12,,1
540,W2023,Q6 1 GROUP,Richard Nixon,13,,1
540,W2023,Q6 1 GROUP,Herbert Hoover,14,,1
540,W2023,Q6 1 GROUP,John F. Kennedy,15,,1
540,W2023,Q6 1 GROUP,John Tyler,16,,1
540,W2023,Q6 1 GROUP,Gerald Ford,17,,1
540,W2023,Q6 1 GROUP,Zachary Taylor,18,,1
540,W2023,Q6 1 GROUP,Grover Cleveland 2,19,,1
540,W2023,Q6 1 GROUP,Andrew Johnson,20,,1
540,W2023,Q6 1 GROUP,Franklin Pierce,21,,1
540,W2023,Q6 1 GROUP,Calvin Coolidge,22,,1
540,W2023,Q6 1 GROUP,William Howard Taft,23,,1
540,W2023,Q6 1 GROUP,James Monroe,24,,1
540,W2023,Q6 1 GROUP,Millard Fillmore,25,,1
540,W2023,Q6 1 GROUP,James Buchanan,26,,1
540,W2023,Q6 1 GROUP,Grover Cleveland 1,27,,1
540,W2023,Q6 1 GROUP,George H.W. Bush,28,,1
540,W2023,Q6 1 GROUP,George W. Bush,29,,1
540,W2023,Q6 1 GROUP,Theodore Roosevelt,30,,1
540,W2023,Q6 1 GROUP,James Carter,31,,1
540,W2023,Q6 1 GROUP,James Madison,32,,1
540,W2023,Q6 1 GROUP,Dwight Eisenhower,33,,1
540,W2023,Q6 1 GROUP,Franklin D. Roosevelt,34,,1
540,W2023,Q6 1 GROUP,Warren Harding,35,,1
540,W2023,Q6 1 GROUP,James Knox Polk,36,,1
540,W2023,Q6 1 GROUP,Rutherford B. Hayes,37,,1
540,W2023,Q6 1 GROUP,William Henry Harrison,38,,1
540,W2023,Q6 1 GROUP,Martin Van Buren,39,,1
540,W2023,Q6 1 GROUP,Ulysses S. Grant,40,,1
540,W2023,Q6 1 GROUP,William Clinton,41,,1
254,W2023,Q1 0 GROUP,Tokyo,1,,1
254,W2023,Q1 0 GROUP,Shanghai,2,,1
254,W2023,Q1 0 GROUP,Mexico City,3,,1
254,W2023,Q1 0 GROUP,Buenos Aires,4,,1
254,W2023,Q1 1 GROUP,Kolkata,1,,1
254,W2023,Q1 1 GROUP,Dhaka,2,,1
254,W2023,Q1 1 GROUP,Sao Paulo,3,,1
