participant,problemSize,problem,step,point
44,30,1,10,17
44,30,1,11,26
44,30,1,12,20
44,30,1,13,6
44,30,1,14,27
44,30,1,15,15
44,30,1,16,13
44,30,1,17,18
44,30,1,18,19
44,30,1,19,25
44,30,1,20,30
44,30,1,21,29
44,30,1,22,14
44,30,1,23,24
44,30,1,24,8
44,30,1,25,4
44,30,1,26,12
44,30,1,27,1
44,30,1,28,11
44,30,1,29,16
44,30,1,30,22
44,30,2,1,11
44,30,2,2,28
44,30,2,3,25
44,30,2,4,30
44,30,2,5,4
44,30,2,6,19
44,30,2,7,22
44,30,2,8,12
44,30,2,9,7
44,30,2,10,2
44,30,2,11,9
44,30,2,12,5
44,30,2,13,8
44,30,2,14,13
44,30,2,15,29
44,30,2,16,24
44,30,2,17,3
44,30,2,18,6
44,30,2,19,26
44,30,2,20,21
44,30,2,21,14
44,30,2,22,27
44,30,2,23,17
44,30,2,24,16
44,30,2,25,23
44,30,2,26,15
44,30,2,27,1
44,30,2,28,18
44,30,2,29,10
44,30,2,30,20
44,30,3,1,11
44,30,3,2,22
44,30,3,3,6
44,30,3,4,10
44,30,3,5,21
44,30,3,6,3
44,30,3,7,27
44,30,3,8,2
44,30,3,9,29
44,30,3,10,16
44,30,3,11,5
44,30,3,12,9
44,30,3,13,19
44,30,3,14,17
44,30,3,15,26
44,30,3,16,23
44,30,3,17,25
44,30,3,18,7
44,30,3,19,14
44,30,3,20,20
44,30,3,21,15
44,30,3,22,28
44,30,3,23,13
44,30,3,24,30
44,30,3,25,12
44,30,3,26,24
44,30,3,27,18
44,30,3,28,8
44,30,3,29,4
44,30,3,30,1
44,30,4,1,15
44,30,4,2,27
44,30,4,3,29
44,30,4,4,17
44,30,4,5,22
44,30,4,6,6
44,30,4,7,25
44,30,4,8,19
44,30,4,9,9
44,30,4,10,2
44,30,4,11,16
44,30,4,12,3
44,30,4,13,11
44,30,4,14,30
44,30,4,15,12
44,30,4,16,28
44,30,4,17,10
44,30,4,18,20
44,30,4,19,24
44,30,4,20,7
44,30,4,21,13
44,30,4,22,21
44,30,4,23,26
44,30,4,24,18
44,30,4,25,14
44,30,4,26,8
44,30,4,27,4
44,30,4,28,1
44,30,4,29,5
44,30,4,30,23
44,30,5,1,26
44,30,5,2,25
44,30,5,3,3
44,30,5,4,28
44,30,5,5,23
44,30,5,6,13
44,30,5,7,22
44,30,5,8,2
44,30,5,9,17
44,30,5,10,14
44,30,5,11,30
44,30,5,12,10
44,30,5,13,15
44,30,5,14,18
44,30,5,15,11
44,30,5,16,19
44,30,5,17,9
44,30,5,18,7
44,30,5,19,8
44,30,5,20,12
44,30,5,21,24
44,30,5,22,1
44,30,5,23,4
44,30,5,24,6
44,30,5,25,16
44,30,5,26,21
44,30,5,27,5
44,30,5,28,20
44,30,5,29,27
44,30,5,30,29
44,30,6,1,6
44,30,6,2,5
44,30,6,3,23
44,30,6,4,25
44,30,6,5,14
44,30,6,6,4
44,30,6,7,13
44,30,6,8,16
44,30,6,9,8
44,30,6,10,20
44,30,6,11,10
44,30,6,12,30
44,30,6,13,17
44,30,6,14,27
44,30,6,15,18
44,30,6,16,28
44,30,6,17,19
44,30,6,18,21
44,30,6,19,15
44,30,6,20,9
44,30,6,21,2
44,30,6,22,12
44,30,6,23,26
44,30,6,24,24
44,30,6,25,1
44,30,6,26,7
44,30,6,27,3
44,30,6,28,29
44,30,6,29,22
44,30,6,30,11
44,30,7,1,15
44,30,7,2,12
44,30,7,3,5
44,30,7,4,29
44,30,7,5,9
44,30,7,6,25
44,30,7,7,10
44,30,7,8,30
44,30,7,9,8
44,30,7,10,23
44,30,7,11,27
44,30,7,12,18
44,30,7,13,4
44,30,7,14,11
44,30,7,15,1
44,30,7,16,3
44,30,7,17,26
44,30,7,18,6
44,30,7,19,7
44,30,7,20,20
44,30,7,21,22
44,30,7,22,14
44,30,7,23,24
44,30,7,24,13
44,30,7,25,16
44,30,7,26,19
44,30,7,27,17
44,30,7,28,21
44,30,7,29,28
44,30,7,30,2
44,30,8,1,20
44,30,8,2,28
44,30,8,3,8
44,30,8,4,7
44,30,8,5,24
44,30,8,6,29
44,30,8,7,15
44,30,8,8,25
44,30,8,9,17
44,30,8,10,6
44,30,8,11,1
44,30,8,12,12
44,30,8,13,4
44,30,8,14,14
44,30,8,15,9
44,30,8,16,10
44,30,8,17,19
44,30,8,18,11
44,30,8,19,18
44,30,8,20,22
44,30,8,21,3
44,30,8,22,26
44,30,8,23,27
44,30,8,24,21
44,30,8,25,30
44,30,8,26,23
44,30,8,27,5
44,30,8,28,16
44,30,8,29,13
44,30,8,30,2
44,30,9,1,1
44,30,9,2,6
44,30,9,3,21
44,30,9,4,28
44,30,9,5,18
44,30,9,6,17
44,30,9,7,11
44,30,9,8,14
44,30,9,9,12
44,30,9,10,19
44,30,9,11,25
44,30,9,12,29
44,30,9,13,27
44,30,9,14,23
44,30,9,15,9
44,30,9,16,15
44,30,9,17,10
44,30,9,18,3
44,30,9,19,4
44,30,9,20,8
44,30,9,21,13
44,30,9,22,2
44,30,9,23,20
44,30,9,24,16
44,30,9,25,26
44,30,9,26,30
44,30,9,27,5
44,30,9,28,7
44,30,9,29,24
44,30,9,30,22
45,30,1,1,8
45,30,1,2,24
45,30,1,3,5
45,30,1,4,7
45,30,1,5,17
45,30,1,6,26
45,30,1,7,20
45,30,1,8,6
45,30,1,9,9
45,30,1,10,3
45,30,1,11,21
45,30,1,12,23
45,30,1,13,30
45,30,1,14,19
45,30,1,15,27
45,30,1,16,15
45,30,1,17,18
45,30,1,18,13
45,30,1,19,25
45,30,1,20,10
45,30,1,21,22
45,30,1,22,28
45,30,1,23,16
45,30,1,24,2
45,30,1,25,11
45,30,1,26,1
45,30,1,27,12
45,30,1,28,4
45,30,1,29,14
45,30,1,30,29
45,30,2,1,16
45,30,2,2,23
45,30,2,3,15
45,30,2,4,1
45,30,2,5,18
45,30,2,6,10
45,30,2,7,20
45,30,2,8,25
45,30,2,9,30
45,30,2,10,4
45,30,2,11,19
45,30,2,12,22
45,30,2,13,12
45,30,2,14,7
45,30,2,15,2
45,30,2,16,9
45,30,2,17,5
45,30,2,18,8
45,30,2,19,13
45,30,2,20,29
45,30,2,21,24
45,30,2,22,17
45,30,2,23,27
45,30,2,24,3
45,30,2,25,14
45,30,2,26,6
45,30,2,27,28
45,30,2,28,26
45,30,2,29,11
45,30,2,30,21
45,30,3,1,28
45,30,3,2,13
45,30,3,3,1
45,30,3,4,11
45,30,3,5,22
45,30,3,6,10
45,30,3,7,6
45,30,3,8,4
45,30,3,9,8
45,30,3,10,12
45,30,3,11,30
45,30,3,12,24
45,30,3,13,20
45,30,3,14,15
45,30,3,15,14
45,30,3,16,18
45,30,3,17,2
45,30,3,18,27
45,30,3,19,3
45,30,3,20,21
45,30,3,21,29
45,30,3,22,16
45,30,3,23,5
45,30,3,24,9
45,30,3,25,26
45,30,3,26,23
45,30,3,27,25
45,30,3,28,17
45,30,3,29,19
45,30,3,30,7
45,30,4,1,21
45,30,4,2,20
45,30,4,3,10
45,30,4,4,30
45,30,4,5,11
45,30,4,6,3
45,30,4,7,16
45,30,4,8,2
45,30,4,9,12
45,30,4,10,28
45,30,4,11,29
45,30,4,12,19
45,30,4,13,9
45,30,4,14,25
45,30,4,15,17
45,30,4,16,22
45,30,4,17,6
45,30,4,18,27
45,30,4,19,15
45,30,4,20,23
45,30,4,21,5
45,30,4,22,1
45,30,4,23,8
45,30,4,24,4
45,30,4,25,18
45,30,4,26,14
45,30,4,27,24
45,30,4,28,7
45,30,4,29,13
45,30,4,30,26
45,30,5,1,11
45,30,5,2,19
45,30,5,3,9
45,30,5,4,16
45,30,5,5,21
45,30,5,6,6
45,30,5,7,4
45,30,5,8,1
45,30,5,9,8
45,30,5,10,24
45,30,5,11,12
45,30,5,12,29
45,30,5,13,27
45,30,5,14,20
45,30,5,15,5
45,30,5,16,28
45,30,5,17,7
45,30,5,18,26
45,30,5,19,25
45,30,5,20,3
45,30,5,21,23
45,30,5,22,13
45,30,5,23,22
45,30,5,24,2
45,30,5,25,17
45,30,5,26,14
45,30,5,27,30
45,30,5,28,10
45,30,5,29,15
45,30,5,30,18
45,30,6,1,30
45,30,6,2,28
45,30,6,3,19
45,30,6,4,21
45,30,6,5,15
45,30,6,6,18
45,30,6,7,9
45,30,6,8,12
45,30,6,9,26
45,30,6,10,24
45,30,6,11,1
45,30,6,12,7
45,30,6,13,2
45,30,6,14,29
45,30,6,15,3
45,30,6,16,27
45,30,6,17,6
45,30,6,18,5
45,30,6,19,23
45,30,6,20,25
45,30,6,21,11
45,30,6,22,14
45,30,6,23,4
45,30,6,24,13
45,30,6,25,22
45,30,6,26,8
45,30,6,27,16
45,30,6,28,20
45,30,6,29,17
45,30,6,30,10
45,30,7,1,17
45,30,7,2,16
45,30,7,3,13
45,30,7,4,24
45,30,7,5,14
45,30,7,6,6
45,30,7,7,22
45,30,7,8,7
45,30,7,9,20
45,30,7,10,27
45,30,7,11,23
45,30,7,12,8
45,30,7,13,18
45,30,7,14,30
45,30,7,15,4
45,30,7,16,11
45,30,7,17,10
45,30,7,18,25
45,30,7,19,9
45,30,7,20,29
45,30,7,21,1
45,30,7,22,5
45,30,7,23,26
45,30,7,24,3
45,30,7,25,12
45,30,7,26,19
45,30,7,27,15
45,30,7,28,21
45,30,7,29,28
45,30,7,30,2
45,30,8,1,5
45,30,8,2,16
45,30,8,3,13
45,30,8,4,2
45,30,8,5,20
45,30,8,6,8
45,30,8,7,7
45,30,8,8,24
45,30,8,9,29
45,30,8,10,28
45,30,8,11,15
45,30,8,12,25
45,30,8,13,17
45,30,8,14,19
45,30,8,15,10
45,30,8,16,9
45,30,8,17,6
45,30,8,18,14
45,30,8,19,4
45,30,8,20,12
45,30,8,21,1
45,30,8,22,11
45,30,8,23,18
45,30,8,24,22
45,30,8,25,3
45,30,8,26,21
45,30,8,27,30
45,30,8,28,23
45,30,8,29,26
45,30,8,30,27
45,30,9,1,11
45,30,9,2,17
45,30,9,3,5
45,30,9,4,30
45,30,9,5,26
45,30,9,6,16
45,30,9,7,7
45,30,9,8,24
45,30,9,9,22
45,30,9,10,20
45,30,9,11,8
45,30,9,12,4
45,30,9,13,13
45,30,9,14,3
45,30,9,15,2
45,30,9,16,9
45,30,9,17,23
45,30,9,18,10
45,30,9,19,15
45,30,9,20,6
45,30,9,21,27
45,30,9,22,29
45,30,9,23,25
45,30,9,24,19
45,30,9,25,1
45,30,9,26,12
45,30,9,27,21
45,30,9,28,28
45,30,9,29,14
45,30,9,30,18
46,30,1,1,13
46,30,1,2,25
46,30,1,3,18
46,30,1,4,15
46,30,1,5,27
46,30,1,6,19
46,30,1,7,6
46,30,1,8,20
46,30,1,9,26
46,30,1,10,17
46,30,1,11,7
46,30,1,12,5
46,30,1,13,9
46,30,1,14,3
46,30,1,15,21
46,30,1,16,23
46,30,1,17,29
46,30,1,18,14
46,30,1,19,24
46,30,1,20,8
46,30,1,21,4
46,30,1,22,12
46,30,1,23,1
46,30,1,24,11
46,30,1,25,16
46,30,1,26,2
46,30,1,27,28
46,30,1,28,22
46,30,1,29,10
46,30,1,30,30
46,30,2,1,16
46,30,2,2,23
46,30,2,3,15
46,30,2,4,1
46,30,2,5,10
46,30,2,6,18
46,30,2,7,20
46,30,2,8,21
46,30,2,9,11
46,30,2,10,28
46,30,2,11,25
46,30,2,12,30
46,30,2,13,4
46,30,2,14,19
46,30,2,15,22
46,30,2,16,12
46,30,2,17,7
46,30,2,18,2
46,30,2,19,9
46,30,2,20,5
46,30,2,21,8
46,30,2,22,13
46,30,2,23,29
46,30,2,24,24
46,30,2,25,3
46,30,2,26,6
46,30,2,27,26
46,30,2,28,14
46,30,2,29,27
46,30,2,30,17
46,30,3,1,10
46,30,3,2,6
46,30,3,3,22
46,30,3,4,11
46,30,3,5,1
46,30,3,6,4
46,30,3,7,8
46,30,3,8,18
46,30,3,9,24
46,30,3,10,12
46,30,3,11,30
46,30,3,12,20
46,30,3,13,13
46,30,3,14,15
46,30,3,15,28
46,30,3,16,14
46,30,3,17,7
46,30,3,18,25
46,30,3,19,23
46,30,3,20,26
46,30,3,21,17
46,30,3,22,19
46,30,3,23,9
46,30,3,24,5
46,30,3,25,21
46,30,3,26,3
46,30,3,27,16
46,30,3,28,29
46,30,3,29,2
46,30,3,30,27
46,30,4,1,21
46,30,4,2,13
46,30,4,3,26
46,30,4,4,14
46,30,4,5,8
46,30,4,6,4
46,30,4,7,1
46,30,4,8,5
46,30,4,9,23
46,30,4,10,18
46,30,4,11,15
46,30,4,12,27
46,30,4,13,22
46,30,4,14,6
46,30,4,15,25
46,30,4,16,19
46,30,4,17,9
46,30,4,18,17
46,30,4,19,29
46,30,4,20,2
46,30,4,21,16
46,30,4,22,3
46,30,4,23,11
46,30,4,24,30
46,30,4,25,12
46,30,4,26,28
46,30,4,27,10
46,30,4,28,20
46,30,4,29,24
46,30,4,30,7
46,30,5,1,25
46,30,5,2,3
46,30,5,3,23
46,30,5,4,13
46,30,5,5,22
46,30,5,6,2
46,30,5,7,17
46,30,5,8,14
46,30,5,9,30
46,30,5,10,10
46,30,5,11,15
46,30,5,12,18
46,30,5,13,11
46,30,5,14,19
46,30,5,15,21
46,30,5,16,16
46,30,5,17,6
46,30,5,18,4
46,30,5,19,1
46,30,5,20,9
46,30,5,21,8
46,30,5,22,24
46,30,5,23,27
46,30,5,24,5
46,30,5,25,20
46,30,5,26,29
46,30,5,27,12
46,30,5,28,7
46,30,5,29,26
46,30,5,30,28
46,30,6,1,21
46,30,6,2,19
46,30,6,3,28
46,30,6,4,18
46,30,6,5,30
46,30,6,6,10
46,30,6,7,17
46,30,6,8,27
46,30,6,9,2
46,30,6,10,29
46,30,6,11,6
46,30,6,12,22
46,30,6,13,20
46,30,6,14,8
46,30,6,15,16
46,30,6,16,13
46,30,6,17,11
46,30,6,18,4
46,30,6,19,14
46,30,6,20,25
46,30,6,21,23
46,30,6,22,5
46,30,6,23,3
46,30,6,24,7
46,30,6,25,1
46,30,6,26,24
46,30,6,27,26
46,30,6,28,12
46,30,6,29,9
46,30,6,30,15
46,30,7,1,17
46,30,7,2,21
46,30,7,3,28
46,30,7,4,2
46,30,7,5,15
46,30,7,6,12
46,30,7,7,5
46,30,7,8,1
46,30,7,9,29
46,30,7,10,9
46,30,7,11,25
46,30,7,12,10
46,30,7,13,30
46,30,7,14,11
46,30,7,15,4
46,30,7,16,18
46,30,7,17,8
46,30,7,18,23
46,30,7,19,27
46,30,7,20,20
46,30,7,21,7
46,30,7,22,22
46,30,7,23,24
46,30,7,24,14
46,30,7,25,6
46,30,7,26,13
46,30,7,27,16
46,30,7,28,26
46,30,7,29,3
46,30,7,30,19
46,30,8,1,30
46,30,8,2,19
46,30,8,3,10
46,30,8,4,9
46,30,8,5,6
46,30,8,6,14
46,30,8,7,11
46,30,8,8,18
46,30,8,9,22
46,30,8,10,3
46,30,8,11,23
46,30,8,12,21
46,30,8,13,26
46,30,8,14,27
46,30,8,15,5
46,30,8,16,16
46,30,8,17,13
46,30,8,18,2
46,30,8,19,20
46,30,8,20,1
46,30,8,21,28
46,30,8,22,8
46,30,8,23,7
46,30,8,24,24
46,30,8,25,29
46,30,8,26,25
46,30,8,27,15
46,30,8,28,17
46,30,8,29,4
46,30,8,30,12
46,30,9,1,11
46,30,9,2,14
46,30,9,3,19
46,30,9,4,25
46,30,9,5,29
46,30,9,6,27
46,30,9,7,23
46,30,9,8,9
46,30,9,9,3
46,30,9,10,4
46,30,9,11,6
46,30,9,12,10
46,30,9,13,15
46,30,9,14,2
46,30,9,15,13
46,30,9,16,8
46,30,9,17,16
46,30,9,18,20
46,30,9,19,7
46,30,9,20,26
46,30,9,21,30
46,30,9,22,5
46,30,9,23,24
46,30,9,24,22
46,30,9,25,21
46,30,9,26,1
46,30,9,27,12
46,30,9,28,28
46,30,9,29,18
46,30,9,30,17
47,30,1,1,8
47,30,1,2,4
47,30,1,3,12
47,30,1,4,1
47,30,1,5,2
47,30,1,6,11
47,30,1,7,16
47,30,1,8,28
47,30,1,9,22
47,30,1,10,10
47,30,1,11,30
47,30,1,12,25
47,30,1,13,13
47,30,1,14,18
47,30,1,15,19
47,30,1,16,15
47,30,1,17,27
47,30,1,18,6
47,30,1,19,20
47,30,1,20,26
47,30,1,21,17
47,30,1,22,7
47,30,1,23,5
47,30,1,24,9
47,30,1,25,3
47,30,1,26,21
47,30,1,27,23
47,30,1,28,29
47,30,1,29,14
47,30,1,30,24
47,30,2,1,13
47,30,2,2,29
47,30,2,3,24
47,30,2,4,8
47,30,2,5,5
47,30,2,6,9
47,30,2,7,2
47,30,2,8,7
47,30,2,9,12
47,30,2,10,22
47,30,2,11,19
47,30,2,12,4
47,30,2,13,25
47,30,2,14,30
47,30,2,15,28
47,30,2,16,3
47,30,2,17,6
47,30,2,18,26
47,30,2,19,11
47,30,2,20,21
47,30,2,21,14
47,30,2,22,20
47,30,2,23,18
47,30,2,24,1
47,30,2,25,10
47,30,2,26,23
47,30,2,27,15
47,30,2,28,16
47,30,2,29,17
47,30,2,30,27
47,30,3,1,11
47,30,3,2,22
47,30,3,3,6
47,30,3,4,8
47,30,3,5,4
47,30,3,6,1
47,30,3,7,12
47,30,3,8,24
47,30,3,9,18
47,30,3,10,14
47,30,3,11,30
47,30,3,12,20
47,30,3,13,15
47,30,3,14,13
47,30,3,15,28
47,30,3,16,7
47,30,3,17,25
47,30,3,18,23
47,30,3,19,26
47,30,3,20,17
47,30,3,21,19
47,30,3,22,9
47,30,3,23,5
47,30,3,24,16
47,30,3,25,29
47,30,3,26,2
47,30,3,27,27
47,30,3,28,3
47,30,3,29,21
47,30,3,30,10
47,30,4,1,21
47,30,4,2,4
47,30,4,3,8
47,30,4,4,1
47,30,4,5,5
47,30,4,6,14
47,30,4,7,26
47,30,4,8,13
47,30,4,9,7
47,30,4,10,24
47,30,4,11,18
47,30,4,12,23
47,30,4,13,15
47,30,4,14,6
47,30,4,15,25
47,30,4,16,19
47,30,4,17,9
47,30,4,18,17
47,30,4,19,22
47,30,4,20,27
47,30,4,21,29
47,30,4,22,16
47,30,4,23,3
47,30,4,24,11
47,30,4,25,30
47,30,4,26,12
47,30,4,27,2
47,30,4,28,28
47,30,4,29,10
47,30,4,30,20
47,30,5,1,23
47,30,5,2,13
47,30,5,3,22
47,30,5,4,2
47,30,5,5,17
47,30,5,6,14
47,30,5,7,30
47,30,5,8,10
47,30,5,9,18
47,30,5,10,15
47,30,5,11,21
47,30,5,12,16
47,30,5,13,11
47,30,5,14,19
47,30,5,15,6
47,30,5,16,4
47,30,5,17,1
47,30,5,18,24
47,30,5,19,5
47,30,5,20,20
47,30,5,21,27
47,30,5,22,29
47,30,5,23,12
47,30,5,24,8
47,30,5,25,9
47,30,5,26,7
47,30,5,27,26
47,30,5,28,28
47,30,5,29,25
47,30,5,30,3
47,30,6,1,30
47,30,6,2,19
47,30,6,3,21
47,30,6,4,15
47,30,6,5,28
47,30,6,6,18
47,30,6,7,17
47,30,6,8,27
47,30,6,9,2
47,30,6,10,9
47,30,6,11,12
47,30,6,12,1
47,30,6,13,24
47,30,6,14,26
47,30,6,15,29
47,30,6,16,7
47,30,6,17,3
47,30,6,18,6
47,30,6,19,5
47,30,6,20,23
47,30,6,21,25
47,30,6,22,14
47,30,6,23,4
47,30,6,24,13
47,30,6,25,11
47,30,6,26,22
47,30,6,27,8
47,30,6,28,16
47,30,6,29,20
47,30,6,30,10
47,30,7,1,10
47,30,7,2,25
47,30,7,3,9
47,30,7,4,11
47,30,7,5,4
47,30,7,6,30
47,30,7,7,18
47,30,7,8,8
47,30,7,9,23
47,30,7,10,27
47,30,7,11,20
47,30,7,12,7
47,30,7,13,22
47,30,7,14,14
47,30,7,15,24
47,30,7,16,6
47,30,7,17,13
47,30,7,18,16
47,30,7,19,26
47,30,7,20,3
47,30,7,21,19
47,30,7,22,17
47,30,7,23,21
47,30,7,24,15
47,30,7,25,12
47,30,7,26,1
47,30,7,27,5
47,30,7,28,29
47,30,7,29,28
47,30,7,30,2
47,30,8,1,20
47,30,8,2,2
47,30,8,3,13
47,30,8,4,16
47,30,8,5,5
47,30,8,6,27
47,30,8,7,26
47,30,8,8,18
47,30,8,9,11
47,30,8,10,19
47,30,8,11,10
47,30,8,12,9
47,30,8,13,6
47,30,8,14,14
47,30,8,15,4
47,30,8,16,22
47,30,8,17,3
47,30,8,18,21
47,30,8,19,23
47,30,8,20,30
47,30,8,21,1
47,30,8,22,12
47,30,8,23,17
47,30,8,24,25
47,30,8,25,15
47,30,8,26,29
47,30,8,27,24
47,30,8,28,7
47,30,8,29,8
47,30,8,30,28
47,30,9,1,11
47,30,9,2,17
47,30,9,3,18
47,30,9,4,14
47,30,9,5,28
47,30,9,6,21
47,30,9,7,1
47,30,9,8,12
47,30,9,9,19
47,30,9,10,25
47,30,9,11,29
47,30,9,12,27
47,30,9,13,6
47,30,9,14,23
47,30,9,15,9
47,30,9,16,3
47,30,9,17,4
47,30,9,18,10
47,30,9,19,15
47,30,9,20,2
47,30,9,21,13
47,30,9,22,8
47,30,9,23,20
47,30,9,24,16
47,30,9,25,26
47,30,9,26,30
47,30,9,27,5
47,30,9,28,7
47,30,9,29,24
47,30,9,30,22
48,30,1,1,23
48,30,1,2,21
48,30,1,3,3
48,30,1,4,9
48,30,1,5,5
48,30,1,6,24
48,30,1,7,8
48,30,1,8,14
48,30,1,9,4
48,30,1,10,12
48,30,1,11,29
48,30,1,12,11
48,30,1,13,1
48,30,1,14,2
48,30,1,15,16
48,30,1,16,28
48,30,1,17,22
48,30,1,18,10
48,30,1,19,30
48,30,1,20,25
48,30,1,21,13
48,30,1,22,18
48,30,1,23,19
48,30,1,24,15
48,30,1,25,27
48,30,1,26,6
48,30,1,27,20
48,30,1,28,26
48,30,1,29,17
48,30,1,30,7
48,30,2,1,5
48,30,2,2,13
48,30,2,3,29
48,30,2,4,8
48,30,2,5,24
48,30,2,6,17
48,30,2,7,27
48,30,2,8,16
48,30,2,9,15
48,30,2,10,23
48,30,2,11,1
48,30,2,12,10
48,30,2,13,18
48,30,2,14,20
48,30,2,15,14
48,30,2,16,21
48,30,2,17,3
48,30,2,18,6
48,30,2,19,26
48,30,2,20,11
48,30,2,21,28
48,30,2,22,25
48,30,2,23,30
48,30,2,24,4
48,30,2,25,19
48,30,2,26,22
48,30,2,27,12
48,30,2,28,7
48,30,2,29,2
48,30,2,30,9
48,30,3,1,10
48,30,3,2,21
48,30,3,3,3
48,30,3,4,27
48,30,3,5,2
48,30,3,6,29
48,30,3,7,16
48,30,3,8,5
48,30,3,9,9
48,30,3,10,19
48,30,3,11,17
48,30,3,12,26
48,30,3,13,23
48,30,3,14,25
48,30,3,15,18
48,30,3,16,14
48,30,3,17,7
48,30,3,18,28
48,30,3,19,15
48,30,3,20,20
48,30,3,21,13
48,30,3,22,30
48,30,3,23,24
48,30,3,24,12
48,30,3,25,1
48,30,3,26,4
48,30,3,27,8
48,30,3,28,6
48,30,3,29,11
48,30,3,30,22
48,30,4,1,20
48,30,4,2,21
48,30,4,3,7
48,30,4,4,24
48,30,4,5,13
48,30,4,6,26
48,30,4,7,14
48,30,4,8,8
48,30,4,9,4
48,30,4,10,1
48,30,4,11,5
48,30,4,12,18
48,30,4,13,15
48,30,4,14,23
48,30,4,15,27
48,30,4,16,22
48,30,4,17,6
48,30,4,18,25
48,30,4,19,19
48,30,4,20,9
48,30,4,21,17
48,30,4,22,29
48,30,4,23,28
48,30,4,24,2
48,30,4,25,16
48,30,4,26,3
48,30,4,27,12
48,30,4,28,11
48,30,4,29,30
48,30,4,30,10
48,30,5,1,3
48,30,5,2,23
48,30,5,3,13
48,30,5,4,22
48,30,5,5,2
48,30,5,6,17
48,30,5,7,14
48,30,5,8,30
48,30,5,9,10
48,30,5,10,15
48,30,5,11,18
48,30,5,12,11
48,30,5,13,19
48,30,5,14,16
48,30,5,15,21
48,30,5,16,6
48,30,5,17,4
48,30,5,18,1
48,30,5,19,9
48,30,5,20,8
48,30,5,21,24
48,30,5,22,12
48,30,5,23,27
48,30,5,24,5
48,30,5,25,20
48,30,5,26,29
48,30,5,27,7
48,30,5,28,26
48,30,5,29,28
48,30,5,30,25
48,30,6,1,14
48,30,6,2,4
48,30,6,3,13
48,30,6,4,11
48,30,6,5,22
48,30,6,6,16
48,30,6,7,8
48,30,6,8,20
48,30,6,9,10
48,30,6,10,30
48,30,6,11,17
48,30,6,12,27
48,30,6,13,18
48,30,6,14,28
48,30,6,15,19
48,30,6,16,21
48,30,6,17,15
48,30,6,18,2
48,30,6,19,9
48,30,6,20,12
48,30,6,21,26
48,30,6,22,24
48,30,6,23,1
48,30,6,24,29
48,30,6,25,7
48,30,6,26,3
48,30,6,27,6
48,30,6,28,5
48,30,6,29,23
48,30,6,30,25
48,30,7,1,17
48,30,7,2,19
48,30,7,3,21
48,30,7,4,28
48,30,7,5,2
48,30,7,6,15
48,30,7,7,12
48,30,7,8,5
48,30,7,9,3
48,30,7,10,26
48,30,7,11,1
48,30,7,12,29
48,30,7,13,9
48,30,7,14,25
48,30,7,15,10
48,30,7,16,11
48,30,7,17,4
48,30,7,18,30
48,30,7,19,18
48,30,7,20,8
48,30,7,21,23
48,30,7,22,27
48,30,7,23,20
48,30,7,24,7
48,30,7,25,22
48,30,7,26,14
48,30,7,27,24
48,30,7,28,6
48,30,7,29,13
48,30,7,30,16
48,30,8,1,4
48,30,8,2,14
48,30,8,3,6
48,30,8,4,9
48,30,8,5,10
48,30,8,6,19
48,30,8,7,11
48,30,8,8,18
48,30,8,9,26
48,30,8,10,27
48,30,8,11,5
48,30,8,12,16
48,30,8,13,13
48,30,8,14,2
48,30,8,15,23
48,30,8,16,3
48,30,8,17,22
48,30,8,18,21
48,30,8,19,12
48,30,8,20,1
48,30,8,21,30
48,30,8,22,20
48,30,8,23,8
48,30,8,24,7
48,30,8,25,24
48,30,8,26,29
48,30,8,27,28
48,30,8,28,15
48,30,8,29,25
48,30,8,30,17
48,30,9,1,28
48,30,9,2,21
48,30,9,3,12
48,30,9,4,19
48,30,9,5,25
48,30,9,6,29
48,30,9,7,1
48,30,9,8,27
48,30,9,9,6
48,30,9,10,23
48,30,9,11,9
48,30,9,12,3
48,30,9,13,4
48,30,9,14,8
48,30,9,15,13
48,30,9,16,2
48,30,9,17,10
48,30,9,18,15
48,30,9,19,20
48,30,9,20,16
48,30,9,21,26
48,30,9,22,30
48,30,9,23,5
48,30,9,24,11
48,30,9,25,17
48,30,9,26,18
48,30,9,27,14
48,30,9,28,22
48,30,9,29,24
48,30,9,30,7
49,30,1,1,7
49,30,1,2,17
49,30,1,3,26
49,30,1,4,20
49,30,1,5,6
49,30,1,6,27
49,30,1,7,15
49,30,1,8,13
49,30,1,9,18
49,30,1,10,19
49,30,1,11,25
49,30,1,12,30
49,30,1,13,10
49,30,1,14,22
49,30,1,15,28
49,30,1,16,16
49,30,1,17,2
49,30,1,18,1
49,30,1,19,11
49,30,1,20,12
49,30,1,21,29
49,30,1,22,23
49,30,1,23,21
49,30,1,24,3
49,30,1,25,9
49,30,1,26,5
49,30,1,27,14
49,30,1,28,4
49,30,1,29,8
49,30,1,30,24
49,30,2,1,5
49,30,2,2,9
49,30,2,3,2
49,30,2,4,7
49,30,2,5,12
49,30,2,6,22
49,30,2,7,19
49,30,2,8,4
49,30,2,9,30
49,30,2,10,25
49,30,2,11,28
49,30,2,12,8
49,30,2,13,13
49,30,2,14,29
49,30,2,15,24
49,30,2,16,3
49,30,2,17,6
49,30,2,18,26
49,30,2,19,11
49,30,2,20,21
49,30,2,21,14
49,30,2,22,27
49,30,2,23,17
49,30,2,24,16
49,30,2,25,15
49,30,2,26,10
49,30,2,27,20
