participant,itemA,itemB,recognizedA,recognizedB,aLarger,choiceA
39,31,10,0,1,0,0
39,45,11,0,1,0,0
39,5,49,1,0,1,1
39,43,24,1,0,0,1
39,46,12,0,1,0,0
39,4,17,1,0,1,1
39,30,20,0,1,0,0
39,34,15,0,1,0,0
39,53,51,0,0,0,1
39,29,50,0,0,1,1
39,36,33,1,0,0,1
39,21,38,0,0,1,0
39,3,52,1,0,1,1
39,42,6,0,1,0,0
39,23,44,0,0,1,0
39,8,7,0,1,0,0
39,25,41,1,0,1,1
39,22,48,0,0,1,0
39,47,13,0,0,0,0
40,9,1,0,1,0,1
40,32,16,0,0,0,0
40,18,37,0,0,1,0
40,40,39,0,0,0,1
40,26,27,1,0,1,0
40,19,28,0,0,1,0
40,2,14,1,0,1,1
40,31,10,0,0,0,1
40,45,11,0,0,0,1
40,5,49,1,0,1,1
40,43,24,1,0,0,1
40,46,12,0,0,0,1
40,4,17,1,1,1,0
40,30,20,0,0,0,1
40,34,15,0,1,0,1
40,53,51,1,0,0,1
40,29,50,0,0,1,1
40,36,33,1,0,0,1
40,21,38,0,0,1,0
40,3,52,0,0,1,0
40,42,6,0,0,0,1
40,23,44,0,0,1,0
40,8,7,1,0,0,1
40,25,41,0,0,1,1
40,22,48,0,0,1,0
40,47,13,0,0,0,1
41,9,1,1,1,0,1
41,32,16,1,0,0,1
41,18,37,0,0,1,1
41,40,39,1,0,0,1
41,26,27,1,1,1,0
41,19,28,1,1,1,1
41,2,14,1,0,1,1
41,31,10,1,1,0,0
41,45,11,0,1,0,0
41,5,49,1,0,1,1
41,43,24,1,0,0,1
41,46,12,0,1,0,0
41,4,17,1,1,1,1
41,30,20,0,1,0,0
41,34,15,1,1,0,0
41,53,51,1,0,0,1
41,29,50,0,0,1,0
41,36,33,1,0,0,1
41,21,38,0,0,1,1
41,3,52,1,0,1,1
41,42,6,0,1,0,0
41,23,44,0,1,1,0
41,8,7,1,1,0,1
41,25,41,1,0,1,1
41,22,48,0,0,1,0
41,47,13,0,1,0,0
42,9,1,0,0,0,0
42,32,16,1,0,0,0
42,18,37,0,0,1,1
42,40,39,0,0,0,1
42,26,27,0,1,1,1
42,19,28,0,0,1,0
42,2,14,1,0,1,0
42,31,10,0,0,0,1
42,45,11,0,0,0,0
42,5,49,1,0,1,0
42,43,24,0,0,0,1
42,46,12,0,0,0,1
42,4,17,1,0,1,0
42,30,20,0,0,0,1
42,34,15,0,1,0,0
42,53,51,0,0,0,1
42,29,50,0,0,1,0
42,36,33,0,0,0,0
42,21,38,0,0,1,0
42,3,52,0,0,1,0
42,42,6,0,0,0,0
42,23,44,0,0,1,1
42,8,7,0,0,0,0
42,25,41,0,0,1,0
42,22,48,0,0,1,1
42,47,13,0,0,0,1
43,9,1,0,0,0,0
43,32,16,0,0,0,1
43,18,37,0,0,1,1
43,40,39,0,0,0,0
43,26,27,1,0,1,1
43,19,28,1,0,1,1
43,2,14,1,0,1,0
43,31,10,0,1,0,0
43,45,11,0,1,0,0
43,5,49,1,0,1,1
43,43,24,0,0,0,1
43,46,12,0,1,0,0
43,4,17,1,1,1,0
43,30,20,0,0,0,1
43,34,15,0,0,0,0
43,53,51,1,0,0,1
43,29,50,0,0,1,0
43,36,33,1,0,0,1
43,21,38,1,0,1,1
43,3,52,1,0,1,1
43,42,6,0,1,0,0
43,23,44,0,1,1,0
43,8,7,1,0,0,1
43,25,41,0,1,1,0
43,22,48,0,0,1,0
43,47,13,0,0,0,0
44,6,34,1,0,1,1
44,24,21,0,0,0,1
44,15,45,1,1,1,0
44,10,44,1,0,1,1
44,18,25,0,0,1,0
44,32,1,1,1,0,1
44,47,49,0,0,1,0
44,13,16,0,0,1,1
44,46,11,0,1,0,1
44,41,26,0,1,0,0
44,22,51,0,0,1,1
44,8,9,1,1,1,1
44,28,7,1,1,0,0
44,48,39,0,0,0,1
44,35,38,0,0,1,1
44,36,27,0,0,0,1
44,20,23,0,0,1,1
44,52,19,0,0,0,0
44,14,43,1,1,1,1
44,3,5,1,1,1,0
44,33,53,1,0,1,0
44,37,40,0,0,1,0
44,4,29,1,0,1,1
44,42,30,0,0,0,0
44,50,12,0,1,0,0
44,17,2,1,1,0,0
45,6,34,1,0,1,1
45,24,21,1,0,0,1
45,15,45,1,0,1,1
45,10,44,1,0,1,1
45,18,25,0,1,1,0
45,32,1,1,1,0,1
45,47,49,0,0,1,0
45,13,16,0,0,1,1
45,46,11,0,1,0,1
45,41,26,0,0,0,0
45,22,51,0,0,1,1
45,8,9,0,0,1,1
45,28,7,0,1,0,0
45,48,39,0,0,0,1
45,35,38,0,0,1,1
45,36,27,0,0,0,1
45,20,23,1,0,1,1
45,52,19,0,0,0,1
45,14,43,0,0,1,0
45,3,5,1,1,1,1
45,33,53,0,0,1,1
45,37,40,0,0,1,0
45,4,29,1,0,1,1
45,42,30,0,0,0,1
45,50,12,0,1,0,0
45,17,2,1,1,0,1
46,6,34,1,1,1,1
46,24,21,0,1,0,0
46,15,45,0,1,1,1
46,10,44,0,0,1,1
46,18,25,1,1,1,1
46,32,1,0,1,0,1
46,47,49,0,0,1,0
46,13,16,0,0,1,0
46,46,11,1,0,0,0
46,41,26,1,1,0,1
46,22,51,1,0,1,1
46,8,9,0,0,1,0
46,28,7,0,0,0,1
46,48,39,1,1,0,1
46,35,38,1,1,1,0
46,36,27,1,1,0,0
46,20,23,0,0,1,0
46,52,19,1,0,0,1
46,14,43,0,0,1,1
46,3,5,1,0,1,0
46,33,53,1,1,1,0
46,37,40,0,1,1,1
46,4,29,0,0,1,0
46,42,30,1,0,0,1
46,50,12,1,1,0,0
46,17,2,0,0,0,1
47,6,34,1,1,1,0
47,24,21,0,0,0,0
47,15,45,1,0,1,0
47,10,44,1,0,1,1
47,18,25,0,1,1,0
47,32,1,1,1,0,1
47,47,49,0,0,1,0
47,13,16,0,0,1,1
47,46,11,0,1,0,0
47,41,26,0,1,0,0
47,22,51,1,0,1,1
47,8,9,1,1,1,1
47,28,7,1,1,0,0
47,48,39,0,0,0,0
47,35,38,0,0,1,1
47,36,27,1,0,0,1
47,20,23,1,0,1,1
47,52,19,0,1,0,0
47,14,43,1,1,1,0
47,3,5,1,1,1,0
47,33,53,1,1,1,0
47,37,40,0,0,1,1
47,4,29,1,0,1,1
47,42,30,0,0,0,0
47,50,12,0,1,0,0
47,17,2,1,1,0,0
48,6,34,1,0,1,1
48,24,21,1,0,0,1
48,15,45,1,0,1,1
48,10,44,1,1,1,0
48,18,25,0,1,1,0
48,32,1,1,1,0,1
48,47,49,0,0,1,0
48,13,16,0,0,1,0
48,46,11,0,1,0,1
48,41,26,0,1,0,0
48,22,51,0,0,1,0
48,8,9,1,0,1,1
48,28,7,1,1,0,1
48,48,39,0,0,0,0
48,35,38,0,0,1,0
48,36,27,1,0,0,1
48,20,23,1,0,1,1
48,52,19,0,1,0,0
48,14,43,1,0,1,0
48,3,5,1,1,1,0
48,33,53,0,1,1,0
48,37,40,0,0,1,0
48,4,29,1,0,1,0
48,42,30,0,0,0,1
48,50,12,0,1,0,0
48,17,2,1,1,0,0
49,6,34,1,1,1,1
49,24,21,1,1,0,0
49,15,45,1,0,1,0
49,10,44,1,1,1,1
49,18,25,0,1,1,0
49,32,1,1,1,0,1
49,47,49,0,0,1,0
49,13,16,0,0,1,1
49,46,11,0,1,0,1
49,41,26,0,1,0,0
49,22,51,1,0,1,1
49,8,9,1,1,1,1
49,28,7,1,1,0,0
49,48,39,0,0,0,1
49,35,38,0,1,1,1
49,36,27,1,1,0,1
49,20,23,1,0,1,1
49,52,19,0,0,0,0
49,14,43,1,1,1,1
49,3,5,1,1,1,0
49,33,53,0,1,1,0
49,37,40,0,0,1,0
49,4,29,1,0,1,1
49,42,30,0,0,0,0
49,50,12,0,1,0,0
49,17,2,1,1,0,0
50,6,34,1,0,1,1
50,24,21,1,0,0,1
50,15,45,1,0,1,0
50,10,44,0,0,1,0
50,18,25,0,1,1,0
50,32,1,1,0,0,1
50,47,49,0,0,1,0
50,13,16,0,0,1,0
50,46,11,0,0,0,1
50,41,26,0,1,0,1
50,22,51,0,0,1,1
50,8,9,1,1,1,1
50,28,7,0,1,0,1
50,48,39,0,0,0,0
50,35,38,0,0,1,1
50,36,27,1,0,0,1
50,20,23,1,1,1,1
50,52,19,0,0,0,1
50,14,43,0,0,1,0
50,3,5,1,1,1,1
50,33,53,0,1,1,0
50,37,40,0,0,1,1
50,4,29,0,0,1,0
50,42,30,0,0,0,0
50,50,12,0,1,0,1
50,17,2,1,1,0,1
51,6,34,1,0,1,1
51,24,21,0,0,0,0
51,15,45,1,0,1,1
51,10,44,1,0,1,1
51,18,25,0,1,1,0
51,32,1,1,1,0,0
51,47,49,0,0,1,1
51,13,16,0,0,1,1
51,46,11,0,1,0,0
51,41,26,0,1,0,0
51,22,51,0,0,1,1
51,8,9,1,1,1,0
51,28,7,1,1,0,0
51,48,39,0,0,0,0
51,35,38,0,0,1,0
51,36,27,1,0,0,1
51,20,23,1,0,1,1
51,52,19,0,0,0,1
51,14,43,0,0,1,0
51,3,5,1,1,1,1
51,33,53,0,0,1,0
51,37,40,0,0,1,0
51,4,29,1,0,1,1
51,42,30,0,0,0,1
51,50,12,0,1,0,0
51,17,2,1,1,0,0
52,6,34,1,0,1,1
52,24,21,0,1,0,0
52,15,45,1,0,1,1
52,10,44,1,0,1,1
52,18,25,0,0,1,0
52,32,1,0,0,0,0
52,47,49,0,0,1,1
52,13,16,0,0,1,1
52,46,11,0,1,0,0
52,41,26,0,0,0,1
52,22,51,0,0,1,1
52,8,9,0,0,1,0
52,28,7,0,0,0,0
52,48,39,0,0,0,1
52,35,38,0,0,1,1
52,36,27,1,0,0,1
52,20,23,0,0,1,1
52,52,19,0,0,0,0
52,14,43,0,0,1,1
52,3,5,1,1,1,0
52,33,53,0,0,1,0
52,37,40,0,0,1,0
52,4,29,1,0,1,1
52,42,30,0,0,0,0
52,50,12,0,0,0,0
52,17,2,0,1,0,0
53,6,34,1,0,1,1
53,24,21,0,0,0,1
53,15,45,1,0,1,1
53,10,44,1,1,1,0
53,18,25,0,1,1,0
53,32,1,1,0,0,0
53,47,49,0,0,1,0
53,13,16,0,0,1,1
53,46,11,0,1,0,0
53,41,26,0,1,0,0
53,22,51,0,0,1,1
53,8,9,0,1,1,1
53,28,7,1,0,0,1
53,48,39,0,0,0,1
53,35,38,0,0,1,1
53,36,27,1,0,0,1
53,20,23,1,0,1,1
53,52,19,0,0,0,1
53,14,43,0,0,1,1
53,3,5,1,0,1,1
53,33,53,1,0,1,1
53,37,40,0,0,1,0
53,4,29,1,0,1,1
53,42,30,0,0,0,0
53,50,12,1,1,0,0
53,17,2,1,1,0,0
54,39,2,0,1,0,0
54,16,18,0,0,1,0
54,38,32,0,1,0,0
54,12,48,1,0,1,1
54,8,10,0,1,1,0
54,28,44,1,0,1,1
54,11,26,0,0,1,0
54,4,9,1,1,1,1
54,45,51,0,0,1,0
54,27,6,0,1,0,0
54,52,35,0,0,0,0
54,25,41,1,0,1,1
54,22,34,1,0,1,1
54,14,53,0,1,1,0
54,13,36,0,1,1,0
54,3,23,1,1,1,1
54,31,19,0,1,0,0
54,30,15,0,1,0,0
54,42,21,0,0,0,0
54,1,43,1,0,1,1
54,47,49,0,0,1,0
54,40,50,1,0,1,1
54,7,20,0,0,1,0
54,17,5,0,1,0,0
54,29,46,1,0,1,1
54,24,37,1,0,1,1
55,39,2,0,1,0,0
55,16,18,0,0,1,1
55,38,32,1,1,0,0
55,12,48,1,0,1,1
55,8,10,1,1,1,1
55,28,44,0,1,1,0
55,11,26,1,1,1,0
55,4,9,1,0,1,1
55,45,51,0,0,1,1
55,27,6,0,1,0,1
55,52,35,0,0,0,1
55,25,41,1,0,1,1
55,22,34,1,0,1,1
55,14,53,0,1,1,0
55,13,36,0,1,1,0
55,3,23,1,1,1,1
55,31,19,0,1,0,0
55,30,15,1,1,0,0
55,42,21,0,1,0,0
55,1,43,1,1,1,0
55,47,49,0,0,1,1
55,40,50,0,0,1,0
55,7,20,1,1,1,0
55,17,5,1,1,0,0
55,29,46,0,0,1,1
55,24,37,0,0,1,1
56,39,2,0,1,0,0
56,16,18,0,0,1,0
56,38,32,0,1,0,0
56,12,48,1,0,1,1
56,8,10,1,1,1,0
56,28,44,1,1,1,0
56,11,26,1,1,1,0
56,4,9,1,1,1,1
56,45,51,0,0,1,0
56,27,6,0,1,0,0
56,52,35,0,0,0,0
56,25,41,1,0,1,1
56,22,34,1,1,1,0
56,14,53,1,1,1,0
56,13,36,0,1,1,0
56,3,23,1,1,1,1
56,31,19,1,1,0,0
56,30,15,1,1,0,1
56,42,21,0,1,0,0
56,1,43,1,0,1,1
56,47,49,0,0,1,1
56,40,50,0,0,1,0
56,7,20,0,0,1,1
56,17,5,1,1,0,0
56,29,46,0,1,1,0
56,24,37,1,0,1,1
57,39,2,1,1,0,1
57,16,18,0,0,1,1
57,38,32,0,0,0,0
57,12,48,0,0,1,0
57,8,10,0,0,1,0
57,28,44,0,0,1,1
57,11,26,0,0,1,1
57,4,9,1,0,1,1
57,45,51,0,0,1,0
57,27,6,0,1,0,0
57,52,35,0,0,0,1
57,25,41,1,0,1,1
57,22,34,0,0,1,1
57,14,53,1,0,1,1
57,13,36,0,1,1,0
57,3,23,1,1,1,1
57,31,19,0,0,0,0
57,30,15,0,0,0,0
57,42,21,0,0,0,1
57,1,43,0,0,1,0
57,47,49,0,0,1,1
57,40,50,1,0,1,1
57,7,20,0,0,1,1
57,17,5,0,1,0,0
57,29,46,0,0,1,0
57,24,37,0,0,1,1
58,39,2,0,1,0,0
58,16,18,0,0,1,0
58,38,32,1,1,0,1
58,12,48,1,0,1,1
58,8,10,1,1,1,1
58,28,44,1,1,1,1
58,11,26,1,1,1,1
58,4,9,1,1,1,0
58,45,51,0,0,1,1
58,27,6,0,1,0,0
58,52,35,0,0,0,1
58,25,41,1,0,1,1
58,22,34,0,0,1,1
58,14,53,0,1,1,0
58,13,36,0,0,1,0
58,3,23,1,1,1,1
58,31,19,0,1,0,0
58,30,15,1,1,0,0
58,42,21,0,1,0,0
58,1,43,1,1,1,1
58,47,49,0,0,1,1
58,40,50,0,1,1,0
58,7,20,1,1,1,1
58,17,5,1,1,0,0
58,29,46,0,1,1,0
58,24,37,0,0,1,1
59,39,2,0,1,0,0
59,16,18,0,0,1,1
59,38,32,0,1,0,0
59,12,48,1,0,1,1
59,8,10,1,1,1,1
59,28,44,1,1,1,1
59,11,26,1,1,1,0
59,4,9,1,1,1,1
59,45,51,1,0,1,1
59,27,6,1,1,0,0
59,52,35,1,1,0,1
59,25,41,1,0,1,0
59,22,34,1,0,1,1
59,14,53,1,1,1,0
59,13,36,0,1,1,0
59,3,23,1,1,1,1
59,31,19,0,1,0,0
59,30,15,0,1,0,0
59,42,21,0,0,0,1
59,1,43,1,0,1,1
59,47,49,0,0,1,1
59,40,50,0,1,1,0
59,7,20,1,1,1,0
59,17,5,1,1,0,0
59,29,46,0,0,1,0
59,24,37,0,0,1,1
60,39,2,0,1,0,0
60,16,18,0,0,1,0
60,38,32,1,1,0,0
60,12,48,1,0,1,1
60,8,10,1,1,1,0
60,28,44,1,1,1,1
60,11,26,1,1,1,0
60,4,9,1,1,1,1
60,45,51,0,0,1,0
60,27,6,0,1,0,0
60,52,35,0,0,0,1
60,25,41,1,0,1,1
60,22,34,0,1,1,0
60,14,53,1,1,1,0
60,13,36,0,1,1,0
60,3,23,1,0,1,1
60,31,19,0,1,0,0
60,30,15,0,1,0,1
60,42,21,0,0,0,0
60,1,43,1,1,1,0
60,47,49,0,0,1,0
60,40,50,0,0,1,1
60,7,20,0,0,1,0
60,17,5,1,1,0,0
60,29,46,0,0,1,1
60,24,37,0,0,1,1
61,39,2,0,0,0,0
61,16,18,0,1,1,1
61,38,32,0,0,0,0
61,12,48,1,1,1,1
61,8,10,1,0,1,1
61,28,44,1,1,1,1
61,11,26,1,1,1,0
61,4,9,1,1,1,1
61,45,51,0,1,1,1
61,27,6,1,0,0,0
61,52,35,0,1,0,1
61,25,41,1,0,1,1
61,22,34,0,1,1,0
61,14,53,0,1,1,0
61,13,36,0,1,1,0
61,3,23,1,0,1,1
61,31,19,0,1,0,0
61,30,15,0,1,0,1
61,42,21,0,1,0,0
61,1,43,1,0,1,1
61,47,49,0,0,1,1
61,40,50,0,0,1,1
61,7,20,1,1,1,0
61,17,5,1,1,0,0
61,29,46,0,0,1,1
61,24,37,0,0,1,1
62,39,2,0,1,0,0
62,16,18,0,0,1,0
62,38,32,0,0,0,0
62,12,48,1,0,1,1
62,8,10,0,1,1,0
62,28,44,1,0,1,1
62,11,26,0,1,1,0
62,4,9,1,0,1,1
62,45,51,0,0,1,1
62,27,6,0,1,0,0
62,52,35,0,0,0,1
62,25,41,1,0,1,1
62,22,34,0,0,1,0
62,14,53,0,0,1,1
62,13,36,0,1,1,0
62,3,23,1,0,1,1
62,31,19,0,1,0,0
62,30,15,0,1,0,0
62,42,21,0,1,0,0
62,1,43,1,0,1,1
62,47,49,0,0,1,1
62,40,50,0,0,1,0
62,7,20,0,0,1,1
62,17,5,0,1,0,0
62,29,46,0,0,1,0
62,24,37,0,0,1,0
63,39,2,0,1,0,0
63,16,18,0,0,1,1
63,38,32,0,0,0,1
63,12,48,0,0,1,0
63,8,10,1,1,1,1
63,28,44,0,0,1,0
63,11,26,1,0,1,1
63,4,9,1,0,1,0
63,45,51,0,0,1,1
63,27,6,0,1,0,0
63,52,35,0,0,0,1
63,25,41,0,1,1,1
63,22,34,0,0,1,1
63,14,53,1,1,1,0
63,13,36,0,1,1,0
63,3,23,1,0,1,1
63,31,19,0,0,0,1
63,30,15,0,0,0,1
63,42,21,0,0,0,0
63,1,43,1,1,1,0
63,47,49,0,0,1,1
63,40,50,0,0,1,1
63,7,20,0,0,1,1
63,17,5,0,1,0,0
63,29,46,0,0,1,0
63,24,37,0,0,1,1
64,39,2,0,1,0,0
64,16,18,0,0,1,1
64,38,32,0,1,0,0
64,12,48,1,0,1,1
64,8,10,1,1,1,0
64,28,44,0,0,1,0
64,11,26,1,0,1,1
64,4,9,1,1,1,1
64,45,51,0,0,1,1
64,27,6,0,0,0,1
64,52,35,0,0,0,1
64,25,41,1,0,1,1
64,22,34,0,0,1,1
64,14,53,0,0,1,0
64,13,36,0,1,1,0
64,3,23,1,0,1,1
64,31,19,0,1,0,0
64,30,15,0,1,0,0
64,42,21,0,1,0,0
64,1,43,1,0,1,1
64,47,49,0,0,1,1
64,40,50,0,0,1,0
64,7,20,1,0,1,1
64,17,5,1,1,0,0
64,29,46,0,0,1,1
64,24,37,0,0,1,1
65,39,2,0,1,0,0
65,16,18,0,0,1,0
65,38,32,0,1,0,0
65,12,48,1,0,1,1
65,8,10,1,1,1,0
65,28,44,1,0,1,1
65,11,26,1,1,1,0
65,4,9,1,1,1,1
65,45,51,0,0,1,1
65,27,6,0,1,0,0
65,52,35,0,0,0,0
65,25,41,1,0,1,1
65,22,34,0,1,1,0
65,14,53,1,1,1,1
65,13,36,0,1,1,0
65,3,23,1,1,1,1
65,31,19,0,0,0,1
65,30,15,1,1,0,0
65,42,21,0,1,0,0
65,1,43,1,1,1,1
65,47,49,0,0,1,1
65,40,50,0,0,1,0
65,7,20,0,0,1,1
65,17,5,1,1,0,0
65,29,46,0,0,1,0
65,24,37,0,0,1,1
66,39,2,0,1,0,0
66,16,18,0,0,1,1
66,38,32,1,0,0,1
66,12,48,0,0,1,0
66,8,10,0,1,1,0
66,28,44,1,1,1,0
66,11,26,0,0,1,1
66,4,9,1,1,1,1
66,45,51,0,0,1,0
66,27,6,1,1,0,1
66,52,35,0,1,0,0
66,25,41,1,1,1,1
66,22,34,0,0,1,0
66,14,53,1,0,1,1
66,13,36,0,1,1,0
66,3,23,1,0,1,1
66,31,19,0,0,0,0
66,30,15,0,1,0,0
66,42,21,1,1,0,1
66,1,43,0,1,1,0
66,47,49,1,0,1,1
66,40,50,1,0,1,1
66,7,20,1,1,1,1
66,17,5,1,1,0,0
66,29,46,0,1,1,0
66,24,37,0,0,1,1
67,9,40,1,0,1,1
67,32,51,1,0,1,1
67,50,53,1,1,1,1
67,45,49,0,0,1,0
67,20,11,1,1,0,1
67,2,46,1,0,1,1
67,37,48,0,0,1,0
67,36,8,1,1,0,1
67,43,24,1,1,0,0
67,22,16,1,0,0,1
67,44,3,1,1,0,0
67,34,15,0,1,0,0
67,33,6,1,1,0,0
67,12,1,1,1,0,0
67,27,42,1,0,1,1
67,18,30,0,0,1,0
67,13,26,1,0,1,0
67,31,39,0,0,1,0
67,17,25,1,0,1,1
67,4,52,1,0,1,1
67,19,29,1,0,1,1
67,5,21,1,1,1,1
67,10,38,1,0,1,1
67,35,28,0,1,0,1
67,23,7,0,1,0,0
67,47,14,0,1,0,0
68,9,40,1,0,1,1
68,32,51,1,0,1,1
68,50,53,0,1,1,0
68,45,49,1,0,1,1
68,20,11,1,1,0,1
68,2,46,1,1,1,1
68,37,48,0,0,1,0
68,36,8,1,1,0,0
68,43,24,1,1,0,1
68,22,16,1,0,0,1
68,44,3,0,1,0,0
68,34,15,1,1,0,0
68,33,6,1,1,0,0
68,12,1,1,1,0,1
68,27,42,0,0,1,1
68,18,30,0,0,1,0
68,13,26,0,1,1,0
68,31,39,1,0,1,1
68,17,25,1,1,1,0
68,4,52,1,1,1,1
68,19,29,1,0,1,1
68,5,21,1,1,1,1
68,10,38,1,1,1,1
68,35,28,0,1,0,0
68,23,7,1,1,0,0
68,47,14,0,1,0,0
69,9,40,1,0,1,1
69,32,51,1,0,1,1
69,50,53,0,2,1,0
69,45,49,0,1,1,0
69,20,11,1,1,0,1
69,2,46,1,2,1,1
69,37,48,0,0,1,0
69,36,8,1,1,0,1
69,43,24,1,1,0,1
69,22,16,0,0,0,0
69,44,3,1,1,0,0
69,34,15,1,1,0,1
69,33,6,1,1,0,0
69,12,1,1,1,0,1
69,27,42,0,0,1,0
69,18,30,0,0,1,1
69,13,26,0,1,1,0
69,31,39,0,0,1,1
69,17,25,1,1,1,0
69,4,52,1,0,1,1
69,19,29,1,0,1,1
69,5,21,1,1,1,1
69,10,38,1,1,1,1
69,35,28,1,1,0,0
69,23,7,1,1,0,0
69,47,14,0,1,0,0
70,9,40,1,0,1,1
70,32,51,1,0,1,1
70,50,53,0,1,1,0
70,45,49,0,0,1,0
70,20,11,1,1,0,1
70,2,46,1,0,1,0
70,37,48,0,0,1,0
70,36,8,1,1,0,0
70,43,24,1,0,0,1
70,22,16,0,0,0,1
70,44,3,0,1,0,0
70,34,15,1,1,0,1
70,33,6,1,1,0,1
70,12,1,1,1,0,1
70,27,42,0,0,1,0
70,18,30,0,1,1,0
70,13,26,0,1,1,0
70,31,39,0,0,1,1
70,17,25,1,1,1,0
70,4,52,1,0,1,1
70,19,29,1,0,1,1
70,5,21,1,0,1,1
70,10,38,1,1,1,1
70,35,28,0,1,0,0
70,23,7,0,1,0,0
70,47,14,0,1,0,0
71,9,40,1,0,1,1
71,32,51,1,0,1,1
71,50,53,0,1,1,0
71,45,49,1,0,1,1
71,20,11,1,0,0,1
71,2,46,1,1,1,1
71,37,48,0,0,1,0
71,36,8,1,1,0,1
71,43,24,0,1,0,0
71,22,16,0,0,0,1
71,44,3,1,1,0,0
71,34,15,1,1,0,1
71,33,6,0,1,0,0
71,12,1,1,1,0,1
71,27,42,0,0,1,1
71,18,30,0,0,1,1
71,13,26,0,1,1,0
71,31,39,1,0,1,1
71,17,25,1,1,1,0
71,4,52,1,0,1,1
71,19,29,0,0,1,1
71,5,21,1,1,1,1
71,10,38,1,0,1,1
71,35,28,0,1,0,0
71,23,7,0,1,0,0
71,47,14,0,0,0,1
72,9,40,1,0,1,1
72,32,51,1,0,1,1
72,50,53,0,0,1,0
72,45,49,0,0,1,1
72,20,11,0,1,0,0
72,2,46,1,0,1,1
72,37,48,0,0,1,0
72,36,8,1,0,0,1
72,43,24,0,1,0,0
72,22,16,1,0,0,1
72,44,3,0,1,0,0
72,34,15,0,1,0,0
72,33,6,1,1,0,0
72,12,1,1,1,0,1
72,27,42,0,0,1,1
72,18,30,0,0,1,0
72,13,26,0,0,1,0
72,31,39,0,0,1,1
72,17,25,0,1,1,1
72,4,52,1,0,1,1
72,19,29,0,0,1,1
72,5,21,1,0,1,1
72,10,38,1,1,1,1
72,35,28,0,1,0,0
72,23,7,0,0,0,1
72,47,14,0,0,0,0
73,9,40,1,0,1,0
73,32,51,1,0,1,1
73,50,53,1,1,1,0
73,45,49,0,0,1,1
73,20,11,0,0,0,1
73,2,46,1,0,1,0
73,37,48,0,0,1,0
73,36,8,1,1,0,1
73,43,24,1,1,0,1
73,22,16,0,0,0,1
73,44,3,0,1,0,0
73,34,15,1,0,0,1
73,33,6,0,0,0,0
73,12,1,1,1,0,1
73,27,42,0,0,1,0
73,18,30,0,0,1,0
73,13,26,0,0,1,1
73,31,39,1,0,1,1
73,17,25,1,0,1,0
73,4,52,1,0,1,1
73,19,29,1,0,1,1
73,5,21,1,0,1,1
73,10,38,1,0,1,1
73,35,28,0,0,0,0
73,23,7,0,0,0,0
73,47,14,0,1,0,0
74,9,40,1,0,1,1
74,32,51,1,0,1,1
74,50,53,0,1,1,0
74,45,49,1,1,1,1
74,20,11,1,1,0,1
74,2,46,1,0,1,1
74,37,48,0,0,1,0
74,36,8,1,1,0,1
74,43,24,0,1,0,0
74,22,16,1,0,0,1
74,44,3,0,1,0,0
74,34,15,0,1,0,0
74,33,6,1,1,0,0
74,12,1,1,1,0,0
74,27,42,1,0,1,1
74,18,30,0,0,1,0
74,13,26,0,1,1,0
74,31,39,0,0,1,1
74,17,25,1,1,1,0
74,4,52,1,0,1,1
74,19,29,0,0,1,1
74,5,21,1,0,1,1
74,10,38,1,0,1,1
74,35,28,1,0,0,1
74,23,7,0,1,0,0
74,47,14,0,1,0,0
75,49,24,1,0,0,1
75,22,39,0,0,1,0
75,10,31,1,1,1,0
75,8,34,1,1,1,1
75,32,18,1,0,0,1
75,36,38,1,1,1,1
75,20,19,1,1,0,0
75,3,45,1,0,1,1
75,30,29,0,0,0,0
75,33,51,1,0,1,1
75,15,25,1,1,1,0
75,6,4,1,1,0,0
75,48,1,0,1,0,1
75,42,52,0,0,1,1
75,17,47,0,0,1,0
75,23,53,1,0,1,0
75,21,16,0,0,0,0
75,35,46,0,1,1,0
75,40,26,0,1,0,0
75,43,5,0,1,0,0
75,14,11,0,1,0,1
75,2,41,1,0,1,1
75,50,9,0,1,0,1
75,13,37,0,0,1,1
75,27,12,0,1,0,0
75,28,44,1,0,1,1
76,49,24,0,1,0,0
76,22,39,1,0,1,1
76,10,31,1,0,1,1
76,8,34,1,0,1,1
76,32,18,1,0,0,1
76,36,38,1,0,1,1
76,20,19,1,1,0,1
76,3,45,1,0,1,1
76,30,29,0,0,0,0
76,33,51,1,0,1,1
76,15,25,1,1,1,0
76,6,4,1,1,0,1
76,48,1,0,1,0,0
76,42,52,0,0,1,0
76,17,47,1,0,1,1
76,23,53,0,1,1,0
76,21,16,0,0,0,1
76,35,46,0,0,1,1
76,40,26,0,1,0,0
76,43,5,0,1,0,0
76,14,11,0,1,0,0
76,2,41,1,0,1,1
76,50,9,0,1,0,0
76,13,37,0,0,1,0
76,27,12,1,1,0,0
76,28,44,0,0,1,0
77,49,24,0,0,0,1
77,22,39,0,0,1,1
77,10,31,1,0,1,1
77,8,34,0,0,1,1
77,32,18,0,0,0,1
77,36,38,0,0,1,1
77,20,19,1,0,0,0
77,3,45,0,0,1,1
77,30,29,0,0,0,0
77,33,51,0,0,1,0
77,15,25,1,0,1,0
77,6,4,1,0,0,1
77,48,1,1,0,0,1
77,42,52,0,0,1,0
77,17,47,0,0,1,1
77,23,53,0,0,1,0
