participant,game,trial,choice,reward,rewardRateChosen
68,19,6,2,0,0.4979
68,19,7,1,1,0.7029
68,19,8,2,0,0.4979
68,19,9,1,0,0.7029
68,19,10,1,0,0.7029
68,19,11,2,0,0.4979
68,19,12,3,1,0.5602
68,19,13,4,0,0.0978
68,19,14,3,0,0.5602
68,19,15,2,1,0.4979
68,20,1,4,1,0.3705
68,20,2,3,1,0.8425
68,20,3,4,1,0.3705
68,20,4,3,1,0.8425
68,20,5,4,1,0.3705
68,20,6,3,1,0.8425
68,20,7,4,1,0.3705
68,20,8,3,0,0.8425
68,20,9,4,1,0.3705
68,20,10,4,1,0.3705
68,20,11,4,1,0.3705
68,20,12,4,1,0.3705
68,20,13,4,1,0.3705
68,20,14,4,0,0.3705
68,20,15,4,1,0.3705
69,1,1,2,0,0.6017
69,1,2,2,1,0.6017
69,1,3,1,1,0.5613
69,1,4,3,0,0.4699
69,1,5,3,1,0.4699
69,1,6,4,1,0.5235
69,1,7,1,0,0.5613
69,1,8,1,1,0.5613
69,1,9,1,1,0.5613
69,1,10,2,0,0.6017
69,1,11,2,0,0.6017
69,1,12,2,0,0.6017
69,1,13,2,0,0.6017
69,1,14,3,0,0.4699
69,1,15,4,1,0.5235
69,2,1,2,1,0.6904
69,2,2,2,1,0.6904
69,2,3,2,0,0.6904
69,2,4,1,0,0.8168
69,2,5,3,0,0.3914
69,2,6,3,1,0.3914
69,2,7,3,1,0.3914
69,2,8,3,1,0.3914
69,2,9,3,1,0.3914
69,2,10,3,1,0.3914
69,2,11,3,1,0.3914
69,2,12,3,1,0.3914
69,2,13,3,1,0.3914
69,2,14,3,1,0.3914
69,2,15,3,1,0.3914
69,3,1,4,1,0.8499
69,3,2,4,1,0.8499
69,3,3,4,0,0.8499
69,3,4,3,0,0.1646
69,3,5,3,1,0.1646
69,3,6,3,0,0.1646
69,3,7,2,0,0.5009
69,3,8,2,1,0.5009
69,3,9,2,0,0.5009
69,3,10,1,0,0.2483
69,3,11,1,1,0.2483
69,3,12,2,1,0.5009
69,3,13,2,1,0.5009
69,3,14,2,0,0.5009
69,3,15,3,0,0.1646
69,4,1,4,1,0.2789
69,4,2,4,1,0.2789
69,4,3,4,1,0.2789
69,4,4,4,1,0.2789
69,4,5,4,1,0.2789
69,4,6,4,1,0.2789
69,4,7,4,1,0.2789
69,4,8,4,1,0.2789
69,4,9,4,1,0.2789
69,4,10,4,1,0.2789
69,4,11,4,1,0.2789
69,4,12,4,1,0.2789
69,4,13,4,1,0.2789
69,4,14,4,1,0.2789
69,4,15,4,1,0.2789
69,5,1,4,1,0.8834
69,5,2,4,1,0.8834
69,5,3,4,1,0.8834
69,5,4,4,1,0.8834
69,5,5,4,0,0.8834
69,5,6,3,1,0.5408
69,5,7,3,0,0.5408
69,5,8,3,1,0.5408
69,5,9,3,1,0.5408
69,5,10,3,1,0.5408
69,5,11,3,1,0.5408
69,5,12,3,1,0.5408
69,5,13,3,1,0.5408
69,5,14,3,1,0.5408
69,5,15,3,1,0.5408
69,6,1,4,0,0.3413
69,6,2,4,0,0.3413
69,6,3,3,1,0.9207
69,6,4,3,0,0.9207
69,6,5,3,0,0.9207
69,6,6,2,1,0.4032
69,6,7,2,1,0.4032
69,6,8,2,1,0.4032
69,6,9,2,0,0.4032
69,6,10,1,1,0.5227
69,6,11,1,1,0.5227
69,6,12,1,0,0.5227
69,6,13,1,1,0.5227
69,6,14,1,0,0.5227
69,6,15,1,1,0.5227
69,7,1,3,1,0.5923
69,7,2,3,1,0.5923
69,7,3,3,0,0.5923
69,7,4,3,1,0.5923
69,7,5,3,0,0.5923
69,7,6,2,0,0.7912
69,7,7,2,1,0.7912
69,7,8,2,1,0.7912
69,7,9,2,1,0.7912
69,7,10,2,1,0.7912
69,7,11,2,0,0.7912
69,7,12,2,0,0.7912
69,7,13,1,0,0.4639
69,7,14,1,0,0.4639
69,7,15,4,0,0.9397
69,8,1,2,0,0.2735
69,8,2,2,0,0.2735
69,8,3,3,0,0.5196
69,8,4,3,0,0.5196
69,8,5,4,0,0.5523
69,8,6,4,1,0.5523
69,8,7,4,0,0.5523
69,8,8,4,1,0.5523
69,8,9,4,0,0.5523
69,8,10,1,0,0.3714
69,8,11,1,0,0.3714
69,8,12,2,0,0.2735
69,8,13,4,1,0.5523
69,8,14,4,1,0.5523
69,8,15,4,0,0.5523
69,9,1,4,0,0.2732
69,9,2,4,1,0.2732
69,9,3,4,1,0.2732
69,9,4,4,1,0.2732
69,9,5,4,1,0.2732
69,9,6,4,1,0.2732
69,9,7,4,1,0.2732
69,9,8,4,1,0.2732
69,9,9,4,0,0.2732
69,9,10,4,1,0.2732
69,9,11,4,0,0.2732
69,9,12,4,0,0.2732
69,9,13,3,0,0.7376
69,9,14,3,1,0.7376
69,9,15,3,0,0.7376
69,10,1,2,1,0.5876
69,10,2,2,1,0.5876
69,10,3,2,0,0.5876
69,10,4,2,0,0.5876
69,10,5,2,0,0.5876
69,10,6,1,1,0.6305
69,10,7,1,1,0.6305
69,10,8,1,1,0.6305
69,10,9,1,1,0.6305
69,10,10,1,0,0.6305
69,10,11,1,1,0.6305
69,10,12,1,1,0.6305
69,10,13,1,1,0.6305
69,10,14,1,0,0.6305
69,10,15,1,1,0.6305
69,11,1,3,0,0.2288
69,11,2,3,1,0.2288
69,11,3,3,0,0.2288
69,11,4,2,0,0.2503
69,11,5,1,0,0.4748
69,11,6,1,0,0.4748
69,11,7,2,0,0.2503
69,11,8,4,1,0.7858
69,11,9,4,0,0.7858
69,11,10,4,0,0.7858
69,11,11,3,1,0.2288
69,11,12,3,0,0.2288
69,11,13,3,1,0.2288
69,11,14,3,1,0.2288
69,11,15,3,1,0.2288
69,12,1,2,0,0.7601
69,12,2,2,0,0.7601
69,12,3,2,0,0.7601
69,12,4,1,0,0.5961
69,12,5,1,1,0.5961
69,12,6,1,1,0.5961
69,12,7,1,0,0.5961
69,12,8,1,0,0.5961
69,12,9,3,1,0.5496
69,12,10,3,0,0.5496
69,12,11,3,0,0.5496
69,12,12,4,1,0.1921
69,12,13,4,0,0.1921
69,12,14,4,1,0.1921
69,12,15,4,1,0.1921
69,13,1,4,1,0.7757
69,13,2,4,1,0.7757
69,13,3,4,0,0.7757
69,13,4,4,0,0.7757
69,13,5,3,0,0.0672
69,13,6,2,1,0.2587
69,13,7,2,0,0.2587
69,13,8,2,0,0.2587
69,13,9,1,1,0.1332
69,13,10,1,0,0.1332
69,13,11,1,1,0.1332
69,13,12,1,1,0.1332
69,13,13,1,0,0.1332
69,13,14,1,1,0.1332
69,13,15,1,0,0.1332
69,14,1,3,1,0.4284
69,14,2,3,1,0.4284
69,14,3,3,1,0.4284
69,14,4,3,1,0.4284
69,14,5,3,1,0.4284
69,14,6,3,1,0.4284
69,14,7,3,1,0.4284
69,14,8,3,1,0.4284
69,14,9,3,1,0.4284
69,14,10,3,1,0.4284
69,14,11,3,1,0.4284
69,14,12,3,0,0.4284
69,14,13,3,1,0.4284
69,14,14,3,1,0.4284
69,14,15,3,1,0.4284
69,15,1,3,1,0.7124
69,15,2,3,1,0.7124
69,15,3,3,1,0.7124
69,15,4,3,0,0.7124
69,15,5,3,0,0.7124
69,15,6,2,1,0.1321
69,15,7,2,0,0.1321
69,15,8,2,0,0.1321
69,15,9,1,0,0.2633
69,15,10,4,0,0.7755
69,15,11,4,0,0.7755
69,15,12,4,0,0.7755
69,15,13,3,0,0.7124
69,15,14,3,1,0.7124
69,15,15,3,0,0.7124
69,16,1,2,1,0.5459
69,16,2,2,1,0.5459
69,16,3,2,1,0.5459
69,16,4,2,0,0.5459
69,16,5,2,1,0.5459
69,16,6,2,1,0.5459
69,16,7,2,1,0.5459
69,16,8,2,1,0.5459
69,16,9,2,1,0.5459
69,16,10,2,1,0.5459
69,16,11,2,1,0.5459
69,16,12,2,1,0.5459
69,16,13,2,1,0.5459
69,16,14,2,1,0.5459
69,16,15,2,1,0.5459
69,17,1,3,0,0.9504
69,17,2,3,0,0.9504
69,17,3,1,0,0.5268
69,17,4,1,0,0.5268
69,17,5,2,0,0.9461
69,17,6,2,0,0.9461
69,17,7,2,1,0.9461
69,17,8,2,0,0.9461
69,17,9,4,0,0.6231
69,17,10,4,0,0.6231
69,17,11,4,0,0.6231
69,17,12,3,0,0.9504
69,17,13,2,0,0.9461
69,17,14,2,0,0.9461
69,17,15,2,1,0.9461
69,18,1,2,0,0.121
69,18,2,2,1,0.121
69,18,3,2,0,0.121
69,18,4,2,1,0.121
69,18,5,2,1,0.121
69,18,6,2,0,0.121
69,18,7,2,0,0.121
69,18,8,1,1,0.6255
69,18,9,1,0,0.6255
69,18,10,1,1,0.6255
69,18,11,1,1,0.6255
69,18,12,1,1,0.6255
69,18,13,1,0,0.6255
69,18,14,1,0,0.6255
69,18,15,1,0,0.6255
69,19,1,4,1,0.0978
69,19,2,4,1,0.0978
69,19,3,4,1,0.0978
69,19,4,4,1,0.0978
69,19,5,4,1,0.0978
69,19,6,4,1,0.0978
69,19,7,4,1,0.0978
69,19,8,4,1,0.0978
69,19,9,4,1,0.0978
69,19,10,4,1,0.0978
69,19,11,4,1,0.0978
69,19,12,4,1,0.0978
69,19,13,4,1,0.0978
69,19,14,4,1,0.0978
69,19,15,4,1,0.0978
69,20,1,1,1,0.4391
69,20,2,1,1,0.4391
69,20,3,1,1,0.4391
69,20,4,1,1,0.4391
69,20,5,1,1,0.4391
69,20,6,1,1,0.4391
69,20,7,1,1,0.4391
69,20,8,1,1,0.4391
69,20,9,1,1,0.4391
69,20,10,1,1,0.4391
69,20,11,1,0,0.4391
69,20,12,1,0,0.4391
69,20,13,1,1,0.4391
69,20,14,1,1,0.4391
69,20,15,1,0,0.4391
70,1,1,2,1,0.6017
70,1,2,2,1,0.6017
70,1,3,2,0,0.6017
70,1,4,2,0,0.6017
70,1,5,2,1,0.6017
70,1,6,2,1,0.6017
70,1,7,2,1,0.6017
70,1,8,2,1,0.6017
70,1,9,2,0,0.6017
70,1,10,2,0,0.6017
70,1,11,2,1,0.6017
70,1,12,2,0,0.6017
70,1,13,2,0,0.6017
70,1,14,2,0,0.6017
70,1,15,2,0,0.6017
70,2,1,4,0,0.5137
70,2,2,4,1,0.5137
70,2,3,4,0,0.5137
70,2,4,4,0,0.5137
70,2,5,3,1,0.3914
70,2,6,3,0,0.3914
70,2,7,3,1,0.3914
70,2,8,3,1,0.3914
70,2,9,3,1,0.3914
70,2,10,3,1,0.3914
70,2,11,3,0,0.3914
70,2,12,3,1,0.3914
70,2,13,3,1,0.3914
70,2,14,3,1,0.3914
70,2,15,3,1,0.3914
70,3,1,3,1,0.1646
70,3,2,3,0,0.1646
70,3,3,3,1,0.1646
70,3,4,3,1,0.1646
70,3,5,3,0,0.1646
70,3,6,3,1,0.1646
70,3,7,3,0,0.1646
70,3,8,3,0,0.1646
70,3,9,2,0,0.5009
70,3,10,2,1,0.5009
70,3,11,2,1,0.5009
70,3,12,2,1,0.5009
70,3,13,2,1,0.5009
70,3,14,2,1,0.5009
70,3,15,2,0,0.5009
70,4,1,1,1,0.5482
70,4,2,1,0,0.5482
70,4,3,1,0,0.5482
70,4,4,1,1,0.5482
70,4,5,1,0,0.5482
70,4,6,1,0,0.5482
70,4,7,2,1,0.6026
70,4,8,2,0,0.6026
70,4,9,2,1,0.6026
70,4,10,2,1,0.6026
70,4,11,2,1,0.6026
70,4,12,2,0,0.6026
70,4,13,2,1,0.6026
70,4,14,2,1,0.6026
70,4,15,2,1,0.6026
70,5,1,3,0,0.5408
70,5,2,3,0,0.5408
70,5,3,3,0,0.5408
70,5,4,3,1,0.5408
70,5,5,3,1,0.5408
70,5,6,3,1,0.5408
70,5,7,3,1,0.5408
70,5,8,3,0,0.5408
70,5,9,3,0,0.5408
70,5,10,3,1,0.5408
70,5,11,3,1,0.5408
70,5,12,3,1,0.5408
70,5,13,3,0,0.5408
70,5,14,3,0,0.5408
70,5,15,3,1,0.5408
70,6,1,2,1,0.4032
70,6,2,3,1,0.9207
70,6,3,1,1,0.5227
70,6,4,2,0,0.4032
70,6,5,2,1,0.4032
70,6,6,2,1,0.4032
70,6,7,2,0,0.4032
70,6,8,2,0,0.4032
70,6,9,2,1,0.4032
70,6,10,2,0,0.4032
70,6,11,2,0,0.4032
70,6,12,3,1,0.9207
70,6,13,3,1,0.9207
70,6,14,3,1,0.9207
70,6,15,3,1,0.9207
70,7,1,4,1,0.9397
70,7,2,3,1,0.5923
70,7,3,2,1,0.7912
70,7,4,1,1,0.4639
70,7,5,3,0,0.5923
70,7,6,3,0,0.5923
70,7,7,2,0,0.7912
70,7,8,2,0,0.7912
70,7,9,1,1,0.4639
70,7,10,1,1,0.4639
70,7,11,1,1,0.4639
70,7,12,1,1,0.4639
70,7,13,1,1,0.4639
70,7,14,1,1,0.4639
70,7,15,1,1,0.4639
70,8,1,1,1,0.3714
70,8,2,2,1,0.2735
70,8,3,3,0,0.5196
70,8,4,4,0,0.5523
70,8,5,3,0,0.5196
70,8,6,4,1,0.5523
70,8,7,2,1,0.2735
70,8,8,2,0,0.2735
70,8,9,1,0,0.3714
70,8,10,1,0,0.3714
70,8,11,2,1,0.2735
70,8,12,2,0,0.2735
70,8,13,2,1,0.2735
70,8,14,2,0,0.2735
70,8,15,2,0,0.2735
70,9,1,4,0,0.2732
70,9,2,3,1,0.7376
70,9,3,3,1,0.7376
70,9,4,3,1,0.7376
70,9,5,3,0,0.7376
70,9,6,3,1,0.7376
70,9,7,3,1,0.7376
70,9,8,3,1,0.7376
70,9,9,3,1,0.7376
70,9,10,3,1,0.7376
70,9,11,3,1,0.7376
70,9,12,3,1,0.7376
70,9,13,3,1,0.7376
70,9,14,3,1,0.7376
70,9,15,3,1,0.7376
70,10,1,2,0,0.5876
70,10,2,2,0,0.5876
70,10,3,1,0,0.6305
70,10,4,3,0,0.5516
70,10,5,4,1,0.4627
70,10,6,4,0,0.4627
70,10,7,4,1,0.4627
70,10,8,4,1,0.4627
70,10,9,4,1,0.4627
70,10,10,4,1,0.4627
70,10,11,4,1,0.4627
70,10,12,4,1,0.4627
70,10,13,4,1,0.4627
70,10,14,4,1,0.4627
70,10,15,4,0,0.4627
70,11,1,1,1,0.4748
70,11,2,2,0,0.2503
70,11,3,3,0,0.2288
70,11,4,4,1,0.7858
70,11,5,1,0,0.4748
70,11,6,1,1,0.4748
70,11,7,1,0,0.4748
70,11,8,1,1,0.4748
70,11,9,4,0,0.7858
70,11,10,4,0,0.7858
70,11,11,3,0,0.2288
70,11,12,2,1,0.2503
70,11,13,2,0,0.2503
70,11,14,2,0,0.2503
70,11,15,1,0,0.4748
70,12,1,2,1,0.7601
70,12,2,3,1,0.5496
70,12,3,4,0,0.1921
70,12,4,1,0,0.5961
70,12,5,2,1,0.7601
70,12,6,2,1,0.7601
70,12,7,2,1,0.7601
70,12,8,2,1,0.7601
70,12,9,2,1,0.7601
70,12,10,2,1,0.7601
70,12,11,2,1,0.7601
70,12,12,2,1,0.7601
70,12,13,2,1,0.7601
70,12,14,2,1,0.7601
70,12,15,2,1,0.7601
70,13,1,1,0,0.1332
70,13,2,2,1,0.2587
70,13,3,3,0,0.0672
70,13,4,4,1,0.7757
70,13,5,4,0,0.7757
70,13,6,4,1,0.7757
70,13,7,4,1,0.7757
70,13,8,4,0,0.7757
70,13,9,4,1,0.7757
70,13,10,4,1,0.7757
70,13,11,4,1,0.7757
70,13,12,4,1,0.7757
70,13,13,4,1,0.7757
70,13,14,4,1,0.7757
70,13,15,4,1,0.7757
70,14,1,1,0,0.1876
70,14,2,2,0,0.2856
70,14,3,3,1,0.4284
70,14,4,4,0,0.3418
70,14,5,3,1,0.4284
70,14,6,3,1,0.4284
70,14,7,3,0,0.4284
70,14,8,3,1,0.4284
70,14,9,3,1,0.4284
70,14,10,3,0,0.4284
70,14,11,3,1,0.4284
70,14,12,3,0,0.4284
70,14,13,3,1,0.4284
70,14,14,3,1,0.4284
70,14,15,3,1,0.4284
70,15,1,1,1,0.2633
70,15,2,1,1,0.2633
70,15,3,1,1,0.2633
70,15,4,1,1,0.2633
70,15,5,1,1,0.2633
70,15,6,1,0,0.2633
70,15,7,2,1,0.1321
70,15,8,2,0,0.1321
70,15,9,2,1,0.1321
70,15,10,2,1,0.1321
70,15,11,2,1,0.1321
70,15,12,2,0,0.1321
70,15,13,3,1,0.7124
70,15,14,3,0,0.7124
70,15,15,4,0,0.7755
70,16,1,1,0,0.7751
70,16,2,2,0,0.5459
70,16,3,3,1,0.8303
70,16,4,3,0,0.8303
70,16,5,3,1,0.8303
70,16,6,3,0,0.8303
70,16,7,3,0,0.8303
70,16,8,3,0,0.8303
70,16,9,4,0,0.3932
70,16,10,1,0,0.7751
70,16,11,2,0,0.5459
70,16,12,1,0,0.7751
70,16,13,2,0,0.5459
70,16,14,4,0,0.3932
70,16,15,3,0,0.8303
70,17,1,1,1,0.5268
70,17,2,1,0,0.5268
70,17,3,1,1,0.5268
70,17,4,1,0,0.5268
70,17,5,1,1,0.5268
70,17,6,1,1,0.5268
70,17,7,1,1,0.5268
70,17,8,1,0,0.5268
70,17,9,1,1,0.5268
70,17,10,1,1,0.5268
70,17,11,1,1,0.5268
70,17,12,1,1,0.5268
70,17,13,1,1,0.5268
70,17,14,1,1,0.5268
70,17,15,1,1,0.5268
70,18,1,1,0,0.6255
70,18,2,2,0,0.121
70,18,3,3,1,0.398
70,18,4,3,1,0.398
70,18,5,3,0,0.398
70,18,6,3,1,0.398
70,18,7,3,1,0.398
70,18,8,3,0,0.398
70,18,9,3,0,0.398
70,18,10,4,0,0.4216
70,18,11,4,1,0.4216
70,18,12,4,1,0.4216
70,18,13,4,1,0.4216
70,18,14,4,1,0.4216
70,18,15,4,0,0.4216
70,19,1,1,0,0.7029
70,19,2,1,0,0.7029
70,19,3,2,0,0.4979
70,19,4,3,1,0.5602
70,19,5,4,0,0.0978
70,19,6,3,1,0.5602
70,19,7,3,1,0.5602
70,19,8,3,0,0.5602
70,19,9,3,1,0.5602
70,19,10,3,1,0.5602
70,19,11,3,1,0.5602
70,19,12,3,1,0.5602
70,19,13,3,1,0.5602
70,19,14,3,1,0.5602
70,19,15,3,1,0.5602
70,20,1,1,0,0.4391
70,20,2,2,0,0.7223
70,20,3,3,1,0.8425
70,20,4,4,1,0.3705
70,20,5,4,1,0.3705
70,20,6,4,1,0.3705
70,20,7,4,1,0.3705
70,20,8,4,0,0.3705
70,20,9,4,1,0.3705
70,20,10,4,1,0.3705
70,20,11,4,0,0.3705
70,20,12,4,1,0.3705
70,20,13,4,1,0.3705
70,20,14,4,1,0.3705
70,20,15,4,0,0.3705
71,1,1,1,1,0.5613
71,1,2,1,0,0.5613
71,1,3,1,0,0.5613
71,1,4,2,0,0.6017
71,1,5,2,1,0.6017
71,1,6,2,0,0.6017
71,1,7,3,0,0.4699
71,1,8,3,0,0.4699
71,1,9,2,0,0.6017
71,1,10,1,0,0.5613
71,1,11,2,1,0.6017
71,1,12,2,1,0.6017
71,1,13,2,0,0.6017
71,1,14,1,0,0.5613
71,1,15,1,1,0.5613
71,2,1,1,0,0.8168
71,2,2,1,1,0.8168
71,2,3,2,1,0.6904
71,2,4,2,0,0.6904
71,2,5,3,0,0.3914
71,2,6,2,1,0.6904
71,2,7,2,1,0.6904
71,2,8,2,1,0.6904
71,2,9,1,0,0.8168
71,2,10,2,1,0.6904
71,2,11,1,1,0.8168
71,2,12,3,0,0.3914
71,2,13,3,0,0.3914
71,2,14,2,1,0.6904
71,2,15,1,0,0.8168
71,3,1,1,1,0.2483
71,3,2,1,0,0.2483
71,3,3,2,0,0.5009
71,3,4,2,0,0.5009
71,3,5,3,1,0.1646
71,3,6,3,1,0.1646
71,3,7,2,1,0.5009
71,3,8,1,1,0.2483
71,3,9,1,1,0.2483
71,3,10,1,1,0.2483
71,3,11,2,1,0.5009
71,3,12,3,0,0.1646
71,3,13,3,0,0.1646
71,3,14,2,0,0.5009
71,3,15,2,0,0.5009
71,4,1,1,1,0.5482
71,4,2,1,1,0.5482
71,4,3,1,1,0.5482
71,4,4,2,0,0.6026
71,4,5,2,0,0.6026
71,4,6,3,0,0.186
71,4,7,3,0,0.186
71,4,8,2,0,0.6026
71,4,9,1,1,0.5482
71,4,10,2,0,0.6026
71,4,11,1,0,0.5482
71,4,12,1,1,0.5482
71,4,13,1,1,0.5482
71,4,14,1,0,0.5482
71,4,15,1,0,0.5482
71,5,1,1,1,0.8078
71,5,2,1,1,0.8078
71,5,3,1,1,0.8078
71,5,4,1,1,0.8078
71,5,5,1,1,0.8078
71,5,6,1,0,0.8078
71,5,7,2,1,0.1436
71,5,8,2,1,0.1436
71,5,9,2,1,0.1436
71,5,10,2,1,0.1436
71,5,11,2,1,0.1436
71,5,12,2,1,0.1436
71,5,13,2,1,0.1436
71,5,14,2,1,0.1436
71,5,15,2,1,0.1436
71,6,1,1,0,0.5227
71,6,2,1,1,0.5227
71,6,3,1,0,0.5227
71,6,4,2,1,0.4032
71,6,5,2,1,0.4032
71,6,6,2,0,0.4032
71,6,7,3,0,0.9207
71,6,8,2,1,0.4032
71,6,9,2,1,0.4032
71,6,10,4,0,0.3413
71,6,11,4,1,0.3413
71,6,12,4,1,0.3413
71,6,13,4,1,0.3413
71,6,14,4,1,0.3413
71,6,15,4,0,0.3413
71,7,1,1,0,0.4639
71,7,2,4,0,0.9397
71,7,3,4,0,0.9397
71,7,4,3,0,0.5923
71,7,5,3,1,0.5923
71,7,6,3,1,0.5923
71,7,7,2,1,0.7912
71,7,8,2,1,0.7912
71,7,9,2,1,0.7912
71,7,10,2,1,0.7912
71,7,11,2,0,0.7912
71,7,12,3,1,0.5923
71,7,13,3,1,0.5923
71,7,14,1,1,0.4639
71,7,15,1,0,0.4639
71,8,1,2,1,0.2735
71,8,2,2,0,0.2735
71,8,3,2,0,0.2735
71,8,4,3,0,0.5196
71,8,5,3,1,0.5196
71,8,6,3,0,0.5196
71,8,7,4,0,0.5523
71,8,8,4,0,0.5523
71,8,9,1,1,0.3714
71,8,10,1,1,0.3714
71,8,11,1,1,0.3714
71,8,12,1,1,0.3714
71,8,13,1,1,0.3714
71,8,14,1,1,0.3714
71,8,15,1,1,0.3714
71,9,1,1,1,0.3684
71,9,2,1,1,0.3684
71,9,3,1,0,0.3684
71,9,4,2,0,0.3648
71,9,5,2,0,0.3648
71,9,6,2,0,0.3648
71,9,7,3,0,0.7376
71,9,8,3,0,0.7376
71,9,9,3,1,0.7376
71,9,10,3,1,0.7376
71,9,11,3,1,0.7376
71,9,12,3,0,0.7376
71,9,13,3,0,0.7376
71,9,14,4,1,0.2732
71,9,15,4,0,0.2732
71,10,1,1,1,0.6305
71,10,2,2,1,0.5876
71,10,3,3,0,0.5516
71,10,4,4,1,0.4627
71,10,5,3,0,0.5516
71,10,6,2,1,0.5876
71,10,7,2,1,0.5876
71,10,8,2,0,0.5876
71,10,9,2,0,0.5876
71,10,10,1,1,0.6305
71,10,11,1,0,0.6305
71,10,12,4,0,0.4627
71,10,13,3,1,0.5516
71,10,14,3,0,0.5516
71,10,15,3,1,0.5516
71,11,1,1,0,0.4748
71,11,2,1,1,0.4748
71,11,3,1,1,0.4748
71,11,4,1,0,0.4748
71,11,5,2,0,0.2503
71,11,6,2,1,0.2503
71,11,7,2,1,0.2503
71,11,8,2,0,0.2503
71,11,9,3,1,0.2288
71,11,10,3,1,0.2288
71,11,11,3,1,0.2288
71,11,12,3,0,0.2288
71,11,13,3,1,0.2288
71,11,14,3,1,0.2288
71,11,15,3,1,0.2288
71,12,1,1,1,0.5961
71,12,2,1,1,0.5961
71,12,3,1,1,0.5961
71,12,4,1,1,0.5961
71,12,5,1,1,0.5961
71,12,6,1,1,0.5961
71,12,7,1,0,0.5961
71,12,8,2,1,0.7601
71,12,9,2,0,0.7601
71,12,10,2,0,0.7601
71,12,11,3,1,0.5496
71,12,12,3,0,0.5496
71,12,13,4,0,0.1921
71,12,14,4,1,0.1921
71,12,15,4,1,0.1921
71,13,1,1,0,0.1332
71,13,2,2,0,0.2587
71,13,3,2,0,0.2587
71,13,4,3,0,0.0672
71,13,5,3,0,0.0672
71,13,6,4,1,0.7757
71,13,7,4,0,0.7757
71,13,8,4,0,0.7757
71,13,9,3,1,0.0672
71,13,10,3,1,0.0672
71,13,11,3,1,0.0672
71,13,12,3,1,0.0672
71,13,13,3,1,0.0672
71,13,14,3,1,0.0672
71,13,15,3,1,0.0672
71,14,1,1,0,0.1876
71,14,2,1,1,0.1876
71,14,3,1,1,0.1876
71,14,4,1,1,0.1876
71,14,5,1,0,0.1876
71,14,6,2,0,0.2856
71,14,7,2,0,0.2856
71,14,8,3,0,0.4284
71,14,9,3,1,0.4284
71,14,10,3,1,0.4284
71,14,11,3,1,0.4284
71,14,12,3,0,0.4284
71,14,13,4,1,0.3418
71,14,14,4,1,0.3418
71,14,15,4,1,0.3418
71,15,1,1,1,0.2633
71,15,2,1,1,0.2633
71,15,3,1,1,0.2633
71,15,4,1,1,0.2633
71,15,5,1,1,0.2633
71,15,6,1,1,0.2633
71,15,7,1,0,0.2633
71,15,8,2,0,0.1321
71,15,9,3,1,0.7124
71,15,10,3,1,0.7124
71,15,11,3,1,0.7124
71,15,12,3,0,0.7124
71,15,13,3,1,0.7124
71,15,14,3,0,0.7124
71,15,15,3,1,0.7124
71,16,1,1,1,0.7751
71,16,2,1,0,0.7751
71,16,3,1,0,0.7751
71,16,4,2,1,0.5459
71,16,5,2,1,0.5459
71,16,6,2,1,0.5459
71,16,7,2,0,0.5459
71,16,8,3,0,0.8303
71,16,9,3,1,0.8303
71,16,10,3,0,0.8303
71,16,11,4,1,0.3932
71,16,12,4,0,0.3932
71,16,13,4,0,0.3932
71,16,14,4,0,0.3932
71,16,15,3,1,0.8303
71,17,1,1,0,0.5268
71,17,2,1,0,0.5268
71,17,3,2,0,0.9461
71,17,4,2,1,0.9461
71,17,5,3,0,0.9504
71,17,6,3,0,0.9504
71,17,7,4,1,0.6231
71,17,8,4,1,0.6231
71,17,9,4,1,0.6231
71,17,10,4,1,0.6231
71,17,11,4,1,0.6231
71,17,12,4,1,0.6231
71,17,13,4,0,0.6231
71,17,14,3,0,0.9504
71,17,15,3,0,0.9504
71,18,1,1,1,0.6255
71,18,2,1,1,0.6255
71,18,3,1,1,0.6255
71,18,4,1,0,0.6255
71,18,5,1,1,0.6255
71,18,6,1,1,0.6255
71,18,7,1,1,0.6255
71,18,8,1,1,0.6255
71,18,9,1,1,0.6255
71,18,10,1,1,0.6255
71,18,11,1,0,0.6255
71,18,12,1,1,0.6255
71,18,13,1,1,0.6255
71,18,14,1,0,0.6255
71,18,15,1,0,0.6255
71,19,1,1,1,0.7029
71,19,2,1,1,0.7029
71,19,3,1,1,0.7029
71,19,4,1,0,0.7029
71,19,5,2,0,0.4979
71,19,6,3,0,0.5602
71,19,7,3,0,0.5602
71,19,8,3,0,0.5602
71,19,9,3,0,0.5602
71,19,10,4,0,0.0978
71,19,11,4,0,0.0978
71,19,12,1,1,0.7029
71,19,13,1,1,0.7029
71,19,14,1,1,0.7029
71,19,15,1,1,0.7029
71,20,1,1,0,0.4391
71,20,2,1,0,0.4391
71,20,3,2,0,0.7223
71,20,4,2,1,0.7223
71,20,5,2,1,0.7223
71,20,6,2,1,0.7223
71,20,7,2,1,0.7223
71,20,8,2,1,0.7223
71,20,9,2,1,0.7223
71,20,10,2,1,0.7223
71,20,11,2,1,0.7223
71,20,12,2,1,0.7223
71,20,13,2,0,0.7223
71,20,14,2,1,0.7223
71,20,15,2,1,0.7223
72,1,1,3,1,0.4699
72,1,2,3,0,0.4699
72,1,3,2,0,0.6017
72,1,4,1,1,0.5613
72,1,5,4,0,0.5235
72,1,6,1,1,0.5613
72,1,7,1,1,0.5613
