participant,environment,problem,problemOrder,choicePosition,value,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
8,male,2,45,6,63,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
8,male,3,34,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
8,male,4,48,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
8,male,5,22,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
8,male,6,46,5,91,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
8,male,7,29,4,79,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
8,male,8,23,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
8,male,9,24,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
8,male,10,7,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
8,male,11,17,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
8,male,12,37,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
8,male,13,49,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
8,male,14,28,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
8,male,15,42,4,69,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
8,male,16,3,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
8,male,17,16,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
8,male,18,27,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
8,male,19,8,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
8,male,20,26,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
8,male,21,9,13,60,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
8,male,22,13,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
8,male,23,15,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
8,male,24,33,5,73,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
8,male,25,44,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
8,male,26,43,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
8,male,27,38,8,85,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
8,male,28,35,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
8,male,29,2,7,71,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
8,male,30,18,7,74,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
8,male,31,20,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
8,male,32,31,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
8,male,33,6,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
8,male,34,10,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
8,male,35,11,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
8,male,36,47,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
8,male,37,39,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
8,male,38,41,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
8,male,39,5,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
8,male,40,40,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
8,male,41,50,4,63,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
8,male,42,19,3,65,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
8,male,43,14,5,71,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
8,male,44,12,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
8,male,45,4,9,79,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
8,male,46,36,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
8,male,47,1,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
8,male,48,32,8,79,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
8,male,49,30,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
8,male,50,21,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
9,female,1,47,3,76,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
9,female,2,20,2,80,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
9,female,3,18,2,76,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
9,female,4,21,2,71,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
9,female,5,33,2,74,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
9,female,6,5,2,83,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
9,female,7,30,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
9,female,8,25,1,62,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
9,female,9,31,2,70,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
9,female,10,19,3,76,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
9,female,11,14,5,79,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
9,female,12,28,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
9,female,13,24,3,94,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
9,female,14,35,2,78,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
9,female,15,27,15,30,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
9,female,16,9,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
9,female,17,39,3,89,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
9,female,18,4,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
9,female,19,2,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
9,female,20,34,2,78,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
9,female,21,42,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
9,female,22,11,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
9,female,23,8,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
9,female,24,46,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
9,female,25,1,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
9,female,26,45,2,76,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
9,female,27,40,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
9,female,28,15,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
9,female,29,50,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
9,female,30,23,2,80,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
9,female,31,41,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
9,female,32,38,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
9,female,33,17,3,79,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
9,female,34,7,15,8,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
9,female,35,26,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
9,female,36,48,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
9,female,37,3,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
9,female,38,49,8,99,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
9,female,39,32,2,73,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
9,female,40,16,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
9,female,41,6,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
9,female,42,12,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
9,female,43,22,4,76,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
9,female,44,10,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
9,female,45,37,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
9,female,46,43,2,80,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
9,female,47,44,2,65,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
9,female,48,13,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
9,female,49,29,3,99,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
9,female,50,36,2,80,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
9,male,1,21,6,89,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
9,male,2,49,7,97,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
9,male,3,47,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
9,male,4,20,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
9,male,5,2,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
9,male,6,1,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
9,male,7,34,4,79,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
9,male,8,24,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
9,male,9,45,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
9,male,10,22,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
9,male,11,12,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
9,male,12,23,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
9,male,13,27,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
9,male,14,43,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
9,male,15,19,4,69,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
9,male,16,37,4,67,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
9,male,17,5,5,62,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
9,male,18,31,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
9,male,19,25,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
9,male,20,28,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
9,male,21,48,15,4,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
9,male,22,39,7,87,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
9,male,23,29,8,99,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
9,male,24,46,5,73,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
9,male,25,36,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
9,male,26,42,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
9,male,27,7,8,85,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
9,male,28,26,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
9,male,29,40,6,69,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
9,male,30,3,8,57,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
9,male,31,9,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
9,male,32,15,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
9,male,33,38,6,84,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
9,male,34,10,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
9,male,35,50,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
9,male,36,6,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
9,male,37,11,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
9,male,38,44,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
9,male,39,14,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
9,male,40,30,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
9,male,41,32,4,63,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
9,male,42,35,4,81,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
9,male,43,17,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
9,male,44,41,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
9,male,45,8,9,79,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
9,male,46,33,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
9,male,47,16,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
9,male,48,13,6,62,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
9,male,49,4,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
9,male,50,18,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
10,female,1,23,2,65,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
10,female,2,21,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
10,female,3,44,2,76,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
10,female,4,10,1,56,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
10,female,5,45,1,56,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
10,female,6,29,1,61,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
10,female,7,40,1,53,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
10,female,8,36,1,62,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
10,female,9,39,2,70,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
10,female,10,48,2,68,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
10,female,11,25,1,63,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
10,female,12,16,1,51,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
10,female,13,49,1,49,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
10,female,14,31,1,59,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
10,female,15,11,1,46,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
10,female,16,38,1,40,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
10,female,17,30,1,58,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
10,female,18,19,1,64,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
10,female,19,26,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
10,female,20,46,1,61,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
10,female,21,5,1,55,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
10,female,22,6,2,69,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
10,female,23,9,1,57,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
10,female,24,12,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
10,female,25,28,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
10,female,26,50,1,59,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
10,female,27,34,1,50,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
10,female,28,14,2,64,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
10,female,29,13,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
10,female,30,41,2,80,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
10,female,31,2,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
10,female,32,4,1,55,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
10,female,33,43,1,65,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
10,female,34,1,1,58,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
10,female,35,47,2,65,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
10,female,36,24,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
10,female,37,7,1,52,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
10,female,38,37,1,54,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
10,female,39,32,1,54,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
10,female,40,15,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
10,female,41,8,1,48,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
10,female,42,3,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
10,female,43,17,1,48,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
10,female,44,42,1,49,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
10,female,45,27,5,99,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
10,female,46,20,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
10,female,47,35,1,35,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
10,female,48,18,1,51,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
10,female,49,33,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
10,female,50,22,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
10,male,1,5,1,37,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
10,male,2,33,2,49,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
10,male,3,6,1,33,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
10,male,4,19,1,42,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
10,male,5,39,1,39,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
10,male,6,14,1,23,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
10,male,7,30,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
10,male,8,29,1,30,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
10,male,9,32,2,27,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
10,male,10,38,1,16,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
10,male,11,9,1,24,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
10,male,12,45,3,54,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
10,male,13,7,2,39,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
10,male,14,2,4,52,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
10,male,15,4,1,20,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
10,male,16,34,1,25,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
10,male,17,24,1,20,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
10,male,18,40,1,27,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
10,male,19,23,1,47,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
10,male,20,27,1,33,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
10,male,21,12,1,27,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
10,male,22,20,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
10,male,24,44,1,23,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
10,male,25,13,2,18,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
10,male,26,37,2,33,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
10,male,27,41,1,17,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
10,male,28,18,2,41,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
10,male,29,3,1,21,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
10,male,30,25,3,56,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
10,male,31,22,1,45,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
10,male,32,43,3,42,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
10,male,33,10,1,29,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
10,male,34,26,1,34,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
10,male,35,8,3,53,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
10,male,36,47,1,22,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
10,male,37,1,2,29,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
10,male,38,11,1,21,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
10,male,39,28,1,30,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
10,male,40,48,1,28,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
10,male,41,17,1,34,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
10,male,42,21,1,48,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
10,male,43,49,2,28,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
10,male,44,15,1,38,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
10,male,45,50,1,36,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
10,male,46,31,1,23,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
10,male,47,46,1,44,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
10,male,48,42,1,42,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
10,male,49,36,1,26,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
10,male,50,35,3,51,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
11,female,1,12,2,65,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
11,female,2,13,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
11,female,3,46,2,76,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
11,female,4,8,1,56,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
11,female,5,47,1,56,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
11,female,6,17,1,61,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
11,female,7,31,1,53,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
11,female,8,6,1,62,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
11,female,9,14,1,55,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
11,female,10,42,1,51,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
11,female,11,5,1,63,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
11,female,12,15,1,51,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
11,female,13,22,1,49,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
11,female,14,32,1,59,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
11,female,15,27,1,46,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
11,female,16,4,1,40,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
11,female,17,48,1,58,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
11,female,18,43,1,64,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
11,female,19,18,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
11,female,20,35,1,61,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
11,female,21,34,1,55,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
11,female,22,49,2,69,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
11,female,23,44,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
11,female,24,30,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
11,female,25,26,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
11,female,26,2,2,76,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
11,female,27,10,1,50,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
11,female,28,19,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
11,female,29,1,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
11,female,30,41,1,59,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
11,female,31,40,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
11,female,32,37,1,55,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
11,female,33,9,1,65,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
11,female,34,33,2,71,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
11,female,35,21,1,55,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
11,female,36,28,2,67,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
11,female,37,24,1,52,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
11,female,38,20,1,54,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
11,female,39,39,1,54,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
11,female,40,50,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
11,female,41,36,1,48,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
11,female,42,38,1,48,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
11,female,43,7,1,48,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
11,female,44,25,1,49,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
11,female,45,45,1,49,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
11,female,46,29,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
11,female,47,11,1,35,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
11,female,48,23,1,51,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
11,female,49,3,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
11,female,50,16,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
11,male,1,1,1,37,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
11,male,2,10,1,36,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
11,male,3,8,2,34,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
11,male,4,44,1,42,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
11,male,5,49,1,39,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
11,male,6,17,1,23,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
11,male,7,24,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
11,male,8,16,1,30,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
11,male,9,6,1,20,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
11,male,10,42,1,16,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
11,male,11,40,1,24,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
11,male,12,33,3,54,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
11,male,13,39,2,39,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
11,male,14,37,1,9,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
11,male,15,48,1,20,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
11,male,16,47,1,25,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
11,male,17,36,1,20,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
11,male,18,22,1,27,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
11,male,19,12,2,28,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
11,male,20,38,1,33,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
11,male,21,27,1,27,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
11,male,22,31,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
11,male,23,43,1,16,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
11,male,24,50,1,23,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
11,male,25,35,1,27,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
11,male,26,14,1,31,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
11,male,27,13,1,17,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
11,male,28,34,1,19,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
11,male,29,20,1,21,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
11,male,30,2,1,28,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
11,male,31,18,1,45,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
11,male,32,30,1,25,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
11,male,33,11,3,63,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
