participant,problemLength,problem,choicePosition,confidence,presentationOrder,value1,value2,value3,value4,value5
13,10,11,3,9,20,64.13,14.49,99.28,77.71,93.54
13,10,12,3,7,32,65.29,72.92,89.05,33.29,73.82
13,10,13,10,1,35,81.78,14.59,72.99,97.31,78.06
13,10,14,4,9,13,0.17,23.8,7.96,99.58,93.74
13,10,15,4,8,9,40.71,19.05,24.62,93.17,10.68
13,10,16,7,7,2,42.53,3.29,8.78,89.55,39.7
13,10,17,5,8,6,52.74,39.65,46.45,25.38,98.62
13,10,18,10,1,29,50.8,9.5,57.14,61.64,70.72
13,10,19,3,8,31,24.82,31.31,90.76,77.18,95.78
13,10,20,5,8,21,7.2,25.71,37.72,1.71,95.72
13,10,21,1,6,24,80.74,42.22,68.02,66.19,93.73
13,10,22,1,7,12,86.9,60.3,66.28,41.9,46.05
13,10,23,6,6,26,40.81,25.04,33.45,79.89,42.57
13,10,24,6,8,37,8.42,15.41,61.44,16.83,61.97
13,10,25,10,1,33,47.11,4.8,58.31,34.88,4.52
13,10,26,7,7,28,63.58,74.62,43.79,55.12,43.72
13,10,27,2,7,30,40.93,87.82,63.91,36.57,53.41
13,10,28,7,8,19,46.51,24.55,57.43,7.71,22.49
13,10,29,8,8,38,28.45,41.14,72.02,18.18,46.1
13,10,30,2,7,14,77.26,88.45,82.63,33.84,65.52
13,10,31,10,1,3,28.0,15.36,15.88,56.86,29.52
13,10,32,8,9,25,46.01,69.99,93.61,8.95,38.69
13,10,33,9,6,8,1.7,37.5,24.16,54.02,67.98
13,10,34,10,1,16,0.34,34.73,13.02,0.62,15.46
13,10,35,9,8,11,59.21,43.91,29.47,2.21,40.21
13,10,36,9,7,34,15.27,21.13,12.35,60.78,79.66
13,10,37,7,7,18,51.05,40.37,28.69,48.66,78.66
13,10,38,1,8,22,96.21,47.58,67.49,11.64,69.56
13,10,39,2,7,39,17.39,89.04,51.56,64.15,22.18
13,10,40,4,7,17,54.81,27.94,17.51,81.86,26.83
13,20,1,1,7,15,93.43,69.55,76.24,40.54,1.33
13,20,2,1,7,8,97.8,71.89,55.65,63.55,51.07
13,20,3,2,9,3,9.72,99.6,38.46,64.12,88.29
13,20,4,2,7,17,20.72,97.49,43.45,52.29,40.97
13,20,5,1,7,11,97.76,15.01,99.28,27.23,73.15
13,20,6,20,6,12,82.96,31.73,83.36,78.58,6.0
13,20,7,1,8,22,96.11,32.42,86.46,97.04,48.62
13,20,8,20,1,13,27.12,52.37,54.95,98.17,57.6
13,20,9,20,1,36,89.67,93.07,84.17,66.51,98.49
13,20,10,5,7,14,58.91,84.11,65.89,39.98,90.96
13,20,11,20,1,29,91.79,26.14,49.55,67.2,69.6
13,20,12,6,8,10,44.17,40.94,64.34,44.25,79.64
13,20,13,7,8,21,21.59,24.9,80.31,22.85,69.47
13,20,14,20,1,20,59.53,50.09,75.56,58.22,0.9
13,20,15,20,1,16,68.55,43.56,18.79,24.64,10.8
13,20,16,20,6,34,20.82,46.86,17.68,24.76,61.38
13,20,17,3,8,25,37.98,32.41,93.61,35.63,27.62
13,20,18,20,1,18,49.9,2.85,90.19,62.37,18.35
13,20,19,5,9,30,40.57,56.42,7.34,80.88,99.02
13,20,20,10,7,19,34.28,42.0,7.38,74.76,44.48
13,20,21,20,1,28,78.92,22.84,51.44,29.98,8.11
13,20,22,11,8,23,17.11,41.51,4.22,71.77,1.91
13,20,23,12,9,7,79.89,70.4,25.35,24.43,23.83
13,20,24,20,1,33,50.37,49.56,30.66,16.09,79.86
13,20,25,8,7,9,73.07,47.78,13.37,88.04,20.16
13,20,26,8,7,37,64.2,21.53,24.27,43.41,21.9
13,20,27,14,8,40,64.88,71.61,48.43,12.84,60.69
13,20,28,5,8,35,12.86,28.53,65.68,32.97,95.83
13,20,29,2,8,6,30.15,92.27,87.04,27.3,83.97
13,20,30,15,8,39,18.24,52.96,46.35,40.77,17.54
13,20,31,2,7,1,42.74,97.58,72.16,45.9,74.95
13,20,32,16,9,2,13.31,8.8,22.28,32.06,97.62
13,20,33,8,7,32,4.16,25.91,89.1,34.11,60.06
13,20,34,8,7,38,42.37,64.56,60.08,49.57,36.07
13,20,35,18,9,31,90.39,90.32,14.05,43.16,76.99
13,20,36,20,1,27,33.11,18.54,15.94,11.25,3.96
13,20,37,19,9,5,52.55,40.33,70.04,6.43,72.41
13,20,38,3,7,26,27.75,65.46,95.24,32.93,81.65
13,20,39,7,7,24,1.91,9.68,87.84,20.77,57.67
13,20,40,15,8,4,72.35,30.84,63.31,80.41,65.47
14,5,1,5,1,3,80.64,26.12,39.64,20.99,5.54
14,5,2,5,1,13,56.79,32.83,9.16,11.21,28.59
14,5,3,1,9,2,97.57,84.66,49.56,84.79,47.7
14,5,4,5,1,35,85.57,0.93,8.29,74.34,45.3
14,5,5,1,7,25,72.53,20.53,37.3,55.41,48.34
14,5,6,1,8,12,93.65,13.72,87.13,18.5,12.63
14,5,7,1,8,8,90.6,57.93,36.22,47.47,72.58
14,5,8,5,1,15,75.33,71.0,73.57,13.4,6.67
14,5,9,5,2,6,1.6,84.14,28.73,10.6,21.34
14,5,10,5,1,23,42.62,88.69,59.69,50.12,19.12
14,5,11,5,1,5,47.82,86.43,79.5,1.09,22.96
14,5,12,2,5,4,40.69,64.4,20.55,35.77,24.26
14,5,13,2,6,14,41.56,81.14,15.1,29.74,40.65
14,5,14,2,7,21,16.7,79.29,44.57,3.28,72.47
14,5,15,2,6,34,26.96,82.33,72.0,53.6,79.91
14,5,16,2,8,1,38.94,87.86,60.85,23.82,18.41
14,5,17,3,8,38,21.58,38.91,99.33,8.09,25.73
14,5,18,5,1,40,10.19,32.5,60.65,24.1,1.96
14,5,19,5,1,28,4.28,59.75,63.31,10.15,46.28
14,5,20,3,7,24,81.06,8.23,84.36,54.35,27.14
14,5,21,3,9,26,62.95,56.27,99.72,49.44,22.11
14,5,22,3,7,7,79.27,20.71,91.32,48.54,40.19
14,5,23,3,8,11,23.29,18.97,94.04,19.48,16.74
14,5,24,5,1,33,55.75,47.9,75.58,71.25,66.86
14,5,25,4,7,16,32.2,12.46,35.46,42.2,39.75
14,5,26,4,8,31,24.08,0.51,17.78,79.51,67.9
14,5,27,3,7,22,4.06,29.95,44.94,75.46,19.64
14,5,28,4,8,10,36.77,55.08,53.56,68.71,11.83
14,5,29,4,7,36,20.1,30.46,4.03,77.66,17.1
14,5,30,4,8,39,59.93,73.74,57.24,96.09,8.58
14,5,31,4,8,17,66.99,0.61,11.28,90.36,15.49
14,5,32,4,8,20,54.21,16.72,3.2,94.74,26.35
14,5,33,5,9,32,65.68,4.26,62.89,54.59,97.3
14,5,34,5,9,19,43.71,70.63,22.08,52.41,80.06
14,5,35,4,5,9,16.26,45.62,18.84,59.7,82.0
14,5,36,5,9,30,78.69,11.41,14.97,44.7,87.95
14,5,37,5,9,27,64.86,24.37,61.51,18.96,85.23
14,5,38,5,9,29,7.95,21.81,3.95,26.67,67.8
14,5,39,5,8,18,38.87,67.67,55.2,12.99,87.42
14,5,40,5,9,37,56.89,29.93,38.25,12.07,85.33
14,10,1,1,8,27,97.47,40.22,51.55,51.02,59.36
14,10,2,10,1,12,85.56,20.49,47.81,38.13,42.42
14,10,3,1,8,9,99.55,94.77,17.22,37.31,34.97
14,10,4,10,1,16,65.85,56.09,40.85,13.95,42.12
14,10,5,10,1,26,65.09,86.18,18.31,5.58,32.32
14,10,6,2,6,8,87.5,89.26,1.7,51.66,4.18
14,10,7,2,8,21,26.17,98.8,66.31,46.15,28.85
14,10,8,2,7,28,13.03,95.84,45.74,57.76,83.81
14,10,9,10,1,2,77.08,73.87,84.07,2.58,41.25
14,10,10,10,1,17,33.25,59.52,87.56,19.9,35.55
14,10,11,3,8,25,64.13,14.49,99.28,77.71,93.54
14,10,12,3,7,36,65.29,72.92,89.05,33.29,73.82
14,10,13,4,7,40,81.78,14.59,72.99,97.31,78.06
14,10,14,4,8,38,0.17,23.8,7.96,99.58,93.74
14,10,15,4,7,6,40.71,19.05,24.62,93.17,10.68
14,10,16,4,7,3,42.53,3.29,8.78,89.55,39.7
14,10,17,5,8,30,52.74,39.65,46.45,25.38,98.62
14,10,18,10,1,32,50.8,9.5,57.14,61.64,70.72
14,10,19,5,7,33,24.82,31.31,90.76,77.18,95.78
14,10,20,5,7,13,7.2,25.71,37.72,1.71,95.72
14,10,21,5,6,39,80.74,42.22,68.02,66.19,93.73
14,10,22,10,1,1,86.9,60.3,66.28,41.9,46.05
14,10,23,6,7,18,40.81,25.04,33.45,79.89,42.57
14,10,24,6,7,11,8.42,15.41,61.44,16.83,61.97
14,10,25,10,1,29,47.11,4.8,58.31,34.88,4.52
14,10,26,10,1,4,63.58,74.62,43.79,55.12,43.72
14,10,27,7,8,20,40.93,87.82,63.91,36.57,53.41
14,10,28,7,6,31,46.51,24.55,57.43,7.71,22.49
14,10,29,6,6,37,28.45,41.14,72.02,18.18,46.1
14,10,30,8,8,15,77.26,88.45,82.63,33.84,65.52
14,10,31,10,1,5,28.0,15.36,15.88,56.86,29.52
14,10,32,3,7,34,46.01,69.99,93.61,8.95,38.69
14,10,33,9,8,35,1.7,37.5,24.16,54.02,67.98
14,10,34,6,6,22,0.34,34.73,13.02,0.62,15.46
14,10,35,7,7,19,59.21,43.91,29.47,2.21,40.21
14,10,36,5,6,23,15.27,21.13,12.35,60.78,79.66
14,10,37,5,6,14,51.05,40.37,28.69,48.66,78.66
14,10,38,1,8,10,96.21,47.58,67.49,11.64,69.56
14,10,39,10,9,7,17.39,89.04,51.56,64.15,22.18
14,10,40,10,9,24,54.81,27.94,17.51,81.86,26.83
14,20,1,1,6,39,93.43,69.55,76.24,40.54,1.33
14,20,2,1,5,23,97.8,71.89,55.65,63.55,51.07
14,20,3,20,1,18,9.72,99.6,38.46,64.12,88.29
14,20,4,2,5,12,20.72,97.49,43.45,52.29,40.97
14,20,5,1,8,2,97.76,15.01,99.28,27.23,73.15
14,20,6,20,1,37,82.96,31.73,83.36,78.58,6.0
14,20,7,1,5,27,96.11,32.42,86.46,97.04,48.62
14,20,8,4,8,20,27.12,52.37,54.95,98.17,57.6
14,20,9,5,8,40,89.67,93.07,84.17,66.51,98.49
14,20,10,5,5,10,58.91,84.11,65.89,39.98,90.96
14,20,11,1,5,26,91.79,26.14,49.55,67.2,69.6
14,20,12,6,6,24,44.17,40.94,64.34,44.25,79.64
14,20,13,20,1,19,21.59,24.9,80.31,22.85,69.47
14,20,14,20,1,13,59.53,50.09,75.56,58.22,0.9
14,20,15,20,1,7,68.55,43.56,18.79,24.64,10.8
14,20,16,20,1,38,20.82,46.86,17.68,24.76,61.38
14,20,17,3,6,14,37.98,32.41,93.61,35.63,27.62
14,20,18,3,6,25,49.9,2.85,90.19,62.37,18.35
14,20,19,5,6,3,40.57,56.42,7.34,80.88,99.02
14,20,20,10,5,32,34.28,42.0,7.38,74.76,44.48
14,20,21,11,7,21,78.92,22.84,51.44,29.98,8.11
14,20,22,11,6,16,17.11,41.51,4.22,71.77,1.91
14,20,23,12,8,35,79.89,70.4,25.35,24.43,23.83
14,20,24,20,1,22,50.37,49.56,30.66,16.09,79.86
14,20,25,8,6,4,73.07,47.78,13.37,88.04,20.16
14,20,26,13,9,15,64.2,21.53,24.27,43.41,21.9
14,20,27,14,6,31,64.88,71.61,48.43,12.84,60.69
14,20,28,5,7,36,12.86,28.53,65.68,32.97,95.83
14,20,29,15,8,30,30.15,92.27,87.04,27.3,83.97
14,20,30,14,6,11,18.24,52.96,46.35,40.77,17.54
14,20,31,2,6,34,42.74,97.58,72.16,45.9,74.95
14,20,32,5,6,29,13.31,8.8,22.28,32.06,97.62
14,20,33,8,6,9,4.16,25.91,89.1,34.11,60.06
14,20,34,9,5,17,42.37,64.56,60.08,49.57,36.07
14,20,35,1,5,33,90.39,90.32,14.05,43.16,76.99
14,20,36,20,1,6,33.11,18.54,15.94,11.25,3.96
14,20,37,19,9,8,52.55,40.33,70.04,6.43,72.41
14,20,38,3,5,1,27.75,65.46,95.24,32.93,81.65
14,20,39,14,8,28,1.91,9.68,87.84,20.77,57.67
14,20,40,20,9,5,72.35,30.84,63.31,80.41,65.47
15,5,1,1,7,18,80.64,26.12,39.64,20.99,5.54
15,5,2,5,1,17,56.79,32.83,9.16,11.21,28.59
15,5,3,1,9,27,97.57,84.66,49.56,84.79,47.7
15,5,4,1,8,10,85.57,0.93,8.29,74.34,45.3
15,5,5,1,6,38,72.53,20.53,37.3,55.41,48.34
15,5,6,1,9,23,93.65,13.72,87.13,18.5,12.63
15,5,7,1,7,3,90.6,57.93,36.22,47.47,72.58
15,5,8,3,7,37,75.33,71.0,73.57,13.4,6.67
15,5,9,2,6,14,1.6,84.14,28.73,10.6,21.34
15,5,10,2,7,9,42.62,88.69,59.69,50.12,19.12
15,5,11,2,7,21,47.82,86.43,79.5,1.09,22.96
15,5,12,5,1,2,40.69,64.4,20.55,35.77,24.26
15,5,13,5,1,35,41.56,81.14,15.1,29.74,40.65
15,5,14,5,1,34,16.7,79.29,44.57,3.28,72.47
15,5,15,2,8,36,26.96,82.33,72.0,53.6,79.91
15,5,16,2,8,4,38.94,87.86,60.85,23.82,18.41
15,5,17,3,9,16,21.58,38.91,99.33,8.09,25.73
15,5,18,5,1,20,10.19,32.5,60.65,24.1,1.96
15,5,19,5,1,13,4.28,59.75,63.31,10.15,46.28
15,5,20,1,6,25,81.06,8.23,84.36,54.35,27.14
15,5,21,3,9,31,62.95,56.27,99.72,49.44,22.11
15,5,22,1,7,1,79.27,20.71,91.32,48.54,40.19
15,5,23,3,8,24,23.29,18.97,94.04,19.48,16.74
15,5,24,3,6,6,55.75,47.9,75.58,71.25,66.86
15,5,25,5,1,7,32.2,12.46,35.46,42.2,39.75
15,5,26,4,7,39,24.08,0.51,17.78,79.51,67.9
15,5,27,4,6,8,4.06,29.95,44.94,75.46,19.64
15,5,28,4,6,12,36.77,55.08,53.56,68.71,11.83
15,5,29,4,7,19,20.1,30.46,4.03,77.66,17.1
15,5,30,2,6,29,59.93,73.74,57.24,96.09,8.58
15,5,31,4,9,5,66.99,0.61,11.28,90.36,15.49
15,5,32,4,9,33,54.21,16.72,3.2,94.74,26.35
15,5,33,3,5,26,65.68,4.26,62.89,54.59,97.3
15,5,34,5,9,22,43.71,70.63,22.08,52.41,80.06
15,5,35,5,9,15,16.26,45.62,18.84,59.7,82.0
15,5,36,5,9,28,78.69,11.41,14.97,44.7,87.95
15,5,37,5,9,40,64.86,24.37,61.51,18.96,85.23
15,5,38,5,6,32,7.95,21.81,3.95,26.67,67.8
15,5,39,5,8,11,38.87,67.67,55.2,12.99,87.42
15,5,40,5,9,30,56.89,29.93,38.25,12.07,85.33
15,10,1,1,8,1,97.47,40.22,51.55,51.02,59.36
15,10,2,1,6,24,85.56,20.49,47.81,38.13,42.42
15,10,3,1,9,18,99.55,94.77,17.22,37.31,34.97
15,10,4,10,1,21,65.85,56.09,40.85,13.95,42.12
15,10,5,10,1,10,65.09,86.18,18.31,5.58,32.32
15,10,6,10,1,2,87.5,89.26,1.7,51.66,4.18
15,10,7,2,9,12,26.17,98.8,66.31,46.15,28.85
15,10,8,2,7,20,13.03,95.84,45.74,57.76,83.81
15,10,9,10,1,23,77.08,73.87,84.07,2.58,41.25
15,10,10,10,1,30,33.25,59.52,87.56,19.9,35.55
15,10,11,3,9,6,64.13,14.49,99.28,77.71,93.54
15,10,12,9,7,7,65.29,72.92,89.05,33.29,73.82
15,10,13,4,8,39,81.78,14.59,72.99,97.31,78.06
15,10,14,4,9,36,0.17,23.8,7.96,99.58,93.74
15,10,15,4,7,26,40.71,19.05,24.62,93.17,10.68
15,10,16,4,7,22,42.53,3.29,8.78,89.55,39.7
15,10,17,5,9,8,52.74,39.65,46.45,25.38,98.62
15,10,18,1,3,4,50.8,9.5,57.14,61.64,70.72
15,10,19,3,7,31,24.82,31.31,90.76,77.18,95.78
15,10,20,5,8,28,7.2,25.71,37.72,1.71,95.72
15,10,21,5,7,29,80.74,42.22,68.02,66.19,93.73
15,10,22,6,7,37,86.9,60.3,66.28,41.9,46.05
15,10,23,6,6,15,40.81,25.04,33.45,79.89,42.57
15,10,24,10,1,25,8.42,15.41,61.44,16.83,61.97
15,10,25,10,5,5,47.11,4.8,58.31,34.88,4.52
15,10,26,10,1,27,63.58,74.62,43.79,55.12,43.72
15,10,27,2,5,17,40.93,87.82,63.91,36.57,53.41
15,10,28,7,8,32,46.51,24.55,57.43,7.71,22.49
15,10,29,8,7,34,28.45,41.14,72.02,18.18,46.1
15,10,30,8,8,33,77.26,88.45,82.63,33.84,65.52
15,10,31,10,1,11,28.0,15.36,15.88,56.86,29.52
15,10,32,3,8,14,46.01,69.99,93.61,8.95,38.69
15,10,33,10,1,16,1.7,37.5,24.16,54.02,67.98
15,10,34,10,1,9,0.34,34.73,13.02,0.62,15.46
15,10,35,7,5,3,59.21,43.91,29.47,2.21,40.21
15,10,36,9,8,13,15.27,21.13,12.35,60.78,79.66
15,10,37,7,6,40,51.05,40.37,28.69,48.66,78.66
15,10,38,1,6,19,96.21,47.58,67.49,11.64,69.56
15,10,39,6,7,35,17.39,89.04,51.56,64.15,22.18
15,10,40,10,9,38,54.81,27.94,17.51,81.86,26.83
15,20,1,1,5,37,93.43,69.55,76.24,40.54,1.33
15,20,2,1,7,13,97.8,71.89,55.65,63.55,51.07
15,20,3,2,8,18,9.72,99.6,38.46,64.12,88.29
15,20,4,2,7,35,20.72,97.49,43.45,52.29,40.97
15,20,5,1,7,16,97.76,15.01,99.28,27.23,73.15
15,20,6,20,2,40,82.96,31.73,83.36,78.58,6.0
15,20,7,1,5,28,96.11,32.42,86.46,97.04,48.62
15,20,8,4,8,3,27.12,52.37,54.95,98.17,57.6
15,20,9,5,8,7,89.67,93.07,84.17,66.51,98.49
15,20,10,5,5,24,58.91,84.11,65.89,39.98,90.96
15,20,11,6,7,12,91.79,26.14,49.55,67.2,69.6
15,20,12,6,6,32,44.17,40.94,64.34,44.25,79.64
15,20,13,7,7,11,21.59,24.9,80.31,22.85,69.47
15,20,14,20,1,15,59.53,50.09,75.56,58.22,0.9
15,20,15,20,1,19,68.55,43.56,18.79,24.64,10.8
15,20,16,20,5,8,20.82,46.86,17.68,24.76,61.38
15,20,17,20,1,10,37.98,32.41,93.61,35.63,27.62
15,20,18,20,1,38,49.9,2.85,90.19,62.37,18.35
15,20,19,5,8,9,40.57,56.42,7.34,80.88,99.02
15,20,20,10,7,25,34.28,42.0,7.38,74.76,44.48
15,20,21,11,8,23,78.92,22.84,51.44,29.98,8.11
15,20,22,11,8,20,17.11,41.51,4.22,71.77,1.91
15,20,23,12,8,34,79.89,70.4,25.35,24.43,23.83
15,20,24,20,1,29,50.37,49.56,30.66,16.09,79.86
15,20,25,12,6,17,73.07,47.78,13.37,88.04,20.16
15,20,26,8,7,2,64.2,21.53,24.27,43.41,21.9
15,20,27,14,7,6,64.88,71.61,48.43,12.84,60.69
15,20,28,5,6,36,12.86,28.53,65.68,32.97,95.83
15,20,29,15,9,14,30.15,92.27,87.04,27.3,83.97
15,20,30,1,1,26,18.24,52.96,46.35,40.77,17.54
15,20,31,2,7,33,42.74,97.58,72.16,45.9,74.95
15,20,32,5,6,27,13.31,8.8,22.28,32.06,97.62
15,20,33,8,6,4,4.16,25.91,89.1,34.11,60.06
15,20,34,17,8,31,42.37,64.56,60.08,49.57,36.07
15,20,35,2,6,21,90.39,90.32,14.05,43.16,76.99
15,20,36,14,6,30,33.11,18.54,15.94,11.25,3.96
15,20,37,19,9,1,52.55,40.33,70.04,6.43,72.41
15,20,38,3,6,22,27.75,65.46,95.24,32.93,81.65
15,20,39,14,8,5,1.91,9.68,87.84,20.77,57.67
15,20,40,4,4,39,72.35,30.84,63.31,80.41,65.47
16,5,1,5,1,34,80.64,26.12,39.64,20.99,5.54
16,5,2,5,1,4,56.79,32.83,9.16,11.21,28.59
16,5,3,5,1,30,97.57,84.66,49.56,84.79,47.7
16,5,4,1,8,22,85.57,0.93,8.29,74.34,45.3
16,5,5,5,1,24,72.53,20.53,37.3,55.41,48.34
16,5,6,1,9,39,93.65,13.72,87.13,18.5,12.63
16,5,7,1,8,37,90.6,57.93,36.22,47.47,72.58
16,5,8,5,1,7,75.33,71.0,73.57,13.4,6.67
16,5,9,5,1,32,1.6,84.14,28.73,10.6,21.34
16,5,10,2,8,36,42.62,88.69,59.69,50.12,19.12
16,5,11,2,8,23,47.82,86.43,79.5,1.09,22.96
16,5,12,5,1,29,40.69,64.4,20.55,35.77,24.26
16,5,13,2,7,11,41.56,81.14,15.1,29.74,40.65
16,5,14,2,6,20,16.7,79.29,44.57,3.28,72.47
16,5,15,5,1,5,26.96,82.33,72.0,53.6,79.91
16,5,16,2,6,12,38.94,87.86,60.85,23.82,18.41
16,5,17,3,9,33,21.58,38.91,99.33,8.09,25.73
16,5,18,5,1,38,10.19,32.5,60.65,24.1,1.96
16,5,19,3,6,35,4.28,59.75,63.31,10.15,46.28
16,5,20,5,1,21,81.06,8.23,84.36,54.35,27.14
16,5,21,3,9,2,62.95,56.27,99.72,49.44,22.11
16,5,22,5,1,27,79.27,20.71,91.32,48.54,40.19
16,5,23,3,8,1,23.29,18.97,94.04,19.48,16.74
16,5,24,3,7,19,55.75,47.9,75.58,71.25,66.86
16,5,25,5,1,14,32.2,12.46,35.46,42.2,39.75
16,5,26,4,8,40,24.08,0.51,17.78,79.51,67.9
16,5,27,4,8,15,4.06,29.95,44.94,75.46,19.64
16,5,28,4,7,31,36.77,55.08,53.56,68.71,11.83
16,5,29,4,7,3,20.1,30.46,4.03,77.66,17.1
16,5,30,4,8,10,59.93,73.74,57.24,96.09,8.58
16,5,31,4,9,6,66.99,0.61,11.28,90.36,15.49
16,5,32,4,9,28,54.21,16.72,3.2,94.74,26.35
16,5,33,3,6,17,65.68,4.26,62.89,54.59,97.3
16,5,34,5,9,8,43.71,70.63,22.08,52.41,80.06
16,5,35,5,9,26,16.26,45.62,18.84,59.7,82.0
16,5,36,5,9,16,78.69,11.41,14.97,44.7,87.95
16,5,37,5,9,25,64.86,24.37,61.51,18.96,85.23
16,5,38,5,9,9,7.95,21.81,3.95,26.67,67.8
16,5,39,5,9,13,38.87,67.67,55.2,12.99,87.42
16,5,40,5,9,18,56.89,29.93,38.25,12.07,85.33
16,10,1,1,8,30,97.47,40.22,51.55,51.02,59.36
16,10,2,10,1,38,85.56,20.49,47.81,38.13,42.42
16,10,3,1,9,21,99.55,94.77,17.22,37.31,34.97
16,10,4,8,7,11,65.85,56.09,40.85,13.95,42.12
16,10,5,2,6,8,65.09,86.18,18.31,5.58,32.32
16,10,6,10,1,25,87.5,89.26,1.7,51.66,4.18
16,10,7,2,9,7,26.17,98.8,66.31,46.15,28.85
16,10,8,2,7,35,13.03,95.84,45.74,57.76,83.81
16,10,9,10,1,6,77.08,73.87,84.07,2.58,41.25
16,10,10,3,7,5,33.25,59.52,87.56,19.9,35.55
16,10,11,10,1,40,64.13,14.49,99.28,77.71,93.54
16,10,12,3,7,26,65.29,72.92,89.05,33.29,73.82
16,10,13,4,9,23,81.78,14.59,72.99,97.31,78.06
16,10,14,4,9,32,0.17,23.8,7.96,99.58,93.74
16,10,15,10,1,28,40.71,19.05,24.62,93.17,10.68
16,10,16,4,7,9,42.53,3.29,8.78,89.55,39.7
16,10,17,10,1,14,52.74,39.65,46.45,25.38,98.62
16,10,18,10,1,18,50.8,9.5,57.14,61.64,70.72
16,10,19,3,8,34,24.82,31.31,90.76,77.18,95.78
16,10,20,5,8,10,7.2,25.71,37.72,1.71,95.72
16,10,21,5,7,15,80.74,42.22,68.02,66.19,93.73
16,10,22,10,1,29,86.9,60.3,66.28,41.9,46.05
16,10,23,6,8,33,40.81,25.04,33.45,79.89,42.57
16,10,24,6,7,12,8.42,15.41,61.44,16.83,61.97
16,10,25,10,1,19,47.11,4.8,58.31,34.88,4.52
16,10,26,7,7,1,63.58,74.62,43.79,55.12,43.72
16,10,27,7,8,37,40.93,87.82,63.91,36.57,53.41
16,10,28,7,8,2,46.51,24.55,57.43,7.71,22.49
16,10,29,8,9,31,28.45,41.14,72.02,18.18,46.1
16,10,30,8,8,16,77.26,88.45,82.63,33.84,65.52
16,10,31,8,6,4,28.0,15.36,15.88,56.86,29.52
16,10,32,3,8,13,46.01,69.99,93.61,8.95,38.69
16,10,33,10,1,36,1.7,37.5,24.16,54.02,67.98
16,10,34,6,5,22,0.34,34.73,13.02,0.62,15.46
16,10,35,7,6,20,59.21,43.91,29.47,2.21,40.21
16,10,36,9,9,27,15.27,21.13,12.35,60.78,79.66
16,10,37,7,8,17,51.05,40.37,28.69,48.66,78.66
16,10,38,1,7,3,96.21,47.58,67.49,11.64,69.56
16,10,39,6,8,39,17.39,89.04,51.56,64.15,22.18
16,10,40,4,6,24,54.81,27.94,17.51,81.86,26.83
16,20,1,1,8,30,93.43,69.55,76.24,40.54,1.33
16,20,2,1,9,37,97.8,71.89,55.65,63.55,51.07
16,20,3,20,1,12,9.72,99.6,38.46,64.12,88.29
16,20,4,2,8,7,20.72,97.49,43.45,52.29,40.97
16,20,5,1,8,15,97.76,15.01,99.28,27.23,73.15
16,20,6,20,1,9,82.96,31.73,83.36,78.58,6.0
16,20,7,1,8,19,96.11,32.42,86.46,97.04,48.62
16,20,8,4,9,18,27.12,52.37,54.95,98.17,57.6
16,20,9,1,6,8,89.67,93.07,84.17,66.51,98.49
16,20,10,5,8,3,58.91,84.11,65.89,39.98,90.96
16,20,11,20,1,2,91.79,26.14,49.55,67.2,69.6
16,20,12,7,1,31,44.17,40.94,64.34,44.25,79.64
16,20,13,7,8,32,21.59,24.9,80.31,22.85,69.47
16,20,14,20,1,39,59.53,50.09,75.56,58.22,0.9
16,20,15,20,1,27,68.55,43.56,18.79,24.64,10.8
16,20,16,20,1,21,20.82,46.86,17.68,24.76,61.38
16,20,17,3,7,23,37.98,32.41,93.61,35.63,27.62
16,20,18,3,9,33,49.9,2.85,90.19,62.37,18.35
16,20,19,5,9,35,40.57,56.42,7.34,80.88,99.02
16,20,20,10,9,20,34.28,42.0,7.38,74.76,44.48
16,20,21,11,9,14,78.92,22.84,51.44,29.98,8.11
16,20,22,7,6,36,17.11,41.51,4.22,71.77,1.91
16,20,23,8,8,34,79.89,70.4,25.35,24.43,23.83
16,20,24,12,7,13,50.37,49.56,30.66,16.09,79.86
16,20,25,12,8,22,73.07,47.78,13.37,88.04,20.16
16,20,26,8,8,40,64.2,21.53,24.27,43.41,21.9
16,20,27,20,1,10,64.88,71.61,48.43,12.84,60.69
16,20,28,20,1,17,12.86,28.53,65.68,32.97,95.83
16,20,29,2,7,16,30.15,92.27,87.04,27.3,83.97
16,20,30,1,1,1,18.24,52.96,46.35,40.77,17.54
16,20,31,2,9,4,42.74,97.58,72.16,45.9,74.95
16,20,32,6,1,38,13.31,8.8,22.28,32.06,97.62
16,20,33,8,8,25,4.16,25.91,89.1,34.11,60.06
16,20,34,17,9,5,42.37,64.56,60.08,49.57,36.07
16,20,35,1,8,26,90.39,90.32,14.05,43.16,76.99
16,20,36,14,8,6,33.11,18.54,15.94,11.25,3.96
16,20,37,19,9,28,52.55,40.33,70.04,6.43,72.41
16,20,38,3,7,29,27.75,65.46,95.24,32.93,81.65
16,20,39,14,9,24,1.91,9.68,87.84,20.77,57.67
16,20,40,15,9,11,72.35,30.84,63.31,80.41,65.47
17,5,1,5,1,23,80.64,26.12,39.64,20.99,5.54
17,5,2,5,7,34,56.79,32.83,9.16,11.21,28.59
17,5,3,1,7,39,97.57,84.66,49.56,84.79,47.7
17,5,4,5,1,26,85.57,0.93,8.29,74.34,45.3
17,5,5,5,1,14,72.53,20.53,37.3,55.41,48.34
17,5,6,1,7,16,93.65,13.72,87.13,18.5,12.63
