participant,question,questionText,truth,estimate
123,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,2.0
124,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,12.0
125,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,5.0
126,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,15.0
127,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,60.0
128,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,25.0
129,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,50.0
130,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,8.0
131,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,3.0
132,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,15.0
133,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,65.0
134,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,10.0
135,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,10.0
136,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,20.0
137,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,50.0
138,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,2.0
139,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,5.0
140,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,10.0
141,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,80.0
142,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,85.0
143,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,15.0
144,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,16.0
145,9,"A score of 3-2 at half-time, with the home team leading, occurs in what percentage of games?",0.25,30.0
1,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
2,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
3,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
4,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
5,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
6,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
7,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,15.0
8,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
9,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,0.0
10,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
11,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
12,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
13,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,6.0
14,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
15,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
16,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
17,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
18,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
19,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,55.0
20,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
21,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
22,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
23,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,47.0
24,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
25,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
26,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
27,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,23.0
28,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,26.0
29,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,4.0
30,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
31,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
32,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
33,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
34,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
35,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,75.0
36,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
37,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
38,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
39,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,52.0
40,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
41,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
42,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
43,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
44,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,5.0
45,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
46,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
47,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
48,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
49,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
50,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
51,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
52,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
53,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
54,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
55,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
56,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
57,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
58,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
59,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,75.0
60,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
61,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,55.0
62,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
63,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
64,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
65,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
66,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
67,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
68,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
69,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
70,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
71,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
72,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
73,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
74,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
75,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
76,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,95.0
77,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
78,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
79,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,22.0
80,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,15.0
81,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,36.0
82,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
83,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
84,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
85,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,28.0
86,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
87,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
88,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
89,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
90,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
91,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
92,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,99.0
93,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
94,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,80.0
95,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
96,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
97,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,34.0
98,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
99,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,4.0
100,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
101,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
102,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
103,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,5.0
104,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
105,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,15.0
106,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
107,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,15.0
108,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
109,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
110,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
111,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,3.0
112,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
113,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
114,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,39.0
115,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,65.0
116,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,55.0
117,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
118,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,75.0
119,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,6.0
120,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
121,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
122,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,15.0
123,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,20.0
124,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,25.0
125,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
126,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,75.0
127,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
128,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,56.0
129,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
130,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
131,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
132,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,35.0
133,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
134,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
135,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
136,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,40.0
137,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
138,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,10.0
139,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,45.0
140,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,50.0
141,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,70.0
142,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
143,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
144,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,30.0
145,10,"1-0 scores at half-time, with the away team leading, occur in what percentage of games?",20.17,60.0
1,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
2,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
3,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
4,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
5,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
6,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,70.0
7,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
8,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
9,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
10,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
11,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
12,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
13,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
14,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,10.0
15,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,55.0
16,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
17,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
18,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,70.0
19,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,85.0
20,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
21,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
22,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
23,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
24,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
25,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
26,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,44.0
27,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,8.0
28,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
29,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,38.0
30,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
31,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
32,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
33,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
34,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
35,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
36,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,35.0
37,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
38,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,10.0
39,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
40,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,35.0
41,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
42,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,10.0
43,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
44,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
45,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
46,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
47,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
48,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
49,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
50,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
51,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
52,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
53,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
54,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
55,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,25.0
56,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
57,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,80.0
58,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,34.0
59,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
60,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,12.0
61,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,55.0
62,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
63,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
64,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
65,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
66,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
67,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
68,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
69,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,85.0
70,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
71,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
72,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
73,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
74,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,18.0
75,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
76,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,35.0
77,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
78,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
79,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
80,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
81,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,34.0
82,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
83,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
84,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
85,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
86,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
87,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
88,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
89,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,52.0
90,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,34.0
91,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,44.0
92,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
93,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,39.0
94,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
95,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
96,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
97,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,24.0
98,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
99,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
100,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,80.0
101,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
102,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
103,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
104,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,80.0
105,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
106,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
107,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,5.0
108,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,15.0
109,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
110,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
111,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,34.0
112,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
113,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,25.0
114,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
115,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
116,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,75.0
117,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
118,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
119,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,10.0
120,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
121,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,30.0
122,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
123,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
124,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,15.0
125,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
126,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,49.0
127,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,35.0
128,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
129,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,35.0
130,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
131,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,65.0
132,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,70.0
133,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,40.0
134,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
135,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
136,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,10.0
137,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,20.0
138,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,45.0
139,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,25.0
140,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
141,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
142,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,60.0
143,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,25.0
144,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,25.0
145,11,What is the probability that a team that is ahead at the 15th minute will lose?,0.3043,50.0
1,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
2,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
3,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
4,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
5,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,55.0
6,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
7,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
8,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
9,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
10,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
11,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
12,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,25.0
13,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,44.0
14,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,20.0
15,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
16,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,26.0
17,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
18,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,30.0
19,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,17.0
20,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
21,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
22,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,40.0
23,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,35.0
24,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
25,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,45.0
26,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,44.0
27,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,33.0
28,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,25.0
29,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,33.0
30,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,50.0
31,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,65.0
32,12,"If a team is ahead at the 35th minute, what is the probability that this team will lose?",0.1892,43.0
