participant,problem,problemOrder,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12
9,9,2,5,366,465,412,418,411,366,394,378,384,408,448,499,497
9,10,28,5,361,424,432,385,397,361,369,394,436,357,452,433,301
9,11,38,3,393,412,409,393,396,411,339,389,363,424,382,415,588
9,12,18,5,356,415,421,401,427,356,360,377,408,396,442,614,483
9,13,41,5,385,439,434,428,409,385,382,387,404,452,388,402,557
9,14,35,4,383,423,450,438,383,371,390,379,399,392,542,525,626
9,15,15,6,365,425,458,410,392,439,365,373,394,437,413,470,549
9,16,3,5,373,432,421,414,397,373,382,368,389,528,438,556,689
9,17,22,5,375,460,423,441,418,375,363,378,397,474,468,301,612
9,18,30,7,375,411,453,407,390,362,396,375,369,472,505,699,376
9,19,42,9,459,428,443,414,416,395,402,396,403,459,495,417,449
9,20,4,3,339,414,434,339,431,403,400,395,454,430,455,359,394
9,21,50,5,380,433,412,417,419,380,369,402,390,385,503,521,614
9,22,16,8,376,450,445,396,413,428,411,380,376,369,350,603,426
9,23,20,3,379,435,412,379,401,388,385,391,444,380,386,347,660
9,24,40,5,395,424,445,416,422,395,367,407,364,379,375,417,687
9,25,8,5,372,368,411,418,399,372,384,402,373,468,471,551,301
9,26,17,4,379,436,431,385,379,396,359,404,409,453,388,301,389
9,27,29,3,382,412,436,382,397,391,401,413,424,447,442,504,616
9,28,13,6,355,416,434,420,436,403,355,402,358,429,440,316,590
9,29,43,5,422,406,402,452,414,422,338,377,385,409,488,456,509
9,30,31,4,417,406,412,425,417,393,352,361,419,475,486,373,456
9,31,47,6,372,409,458,410,370,356,372,396,390,425,523,379,561
9,32,32,3,420,439,423,420,400,398,387,401,382,371,517,520,486
9,33,11,6,380,418,443,373,407,361,380,387,400,398,562,586,699
9,34,12,3,415,436,431,415,414,380,370,374,421,353,410,417,301
9,35,26,5,358,393,368,440,412,358,391,378,417,414,466,625,477
9,36,14,5,354,430,419,413,387,354,397,392,358,427,425,431,495
9,37,49,11,481,425,453,370,404,375,356,388,408,444,472,481,553
9,38,48,8,402,396,453,419,417,373,377,427,402,454,444,312,614
9,39,21,6,372,419,412,415,416,361,372,386,389,439,421,381,527
9,40,9,9,521,420,457,443,415,410,370,425,429,521,369,456,511
9,41,39,4,402,425,436,446,402,403,389,381,395,442,398,441,626
9,42,45,12,433,429,403,393,381,345,378,353,410,301,425,414,433
9,43,10,4,393,428,394,410,393,383,409,407,421,426,461,565,422
9,44,23,5,385,466,439,416,381,385,395,387,402,451,412,462,410
9,45,1,4,387,450,463,432,387,383,375,415,397,337,434,480,444
9,46,36,7,363,427,418,424,367,373,378,363,391,458,507,361,494
9,47,6,4,382,406,421,390,382,389,361,393,420,403,427,419,493
9,48,24,4,382,387,444,407,382,403,378,373,436,353,457,439,510
9,49,25,4,375,420,447,387,375,358,391,368,428,461,415,340,462
9,50,27,6,389,431,421,433,399,388,389,403,392,400,527,475,669
10,1,10,5,374,419,423,407,384,374,375,373,391,433,556,490,619
10,2,20,5,386,425,414,407,420,386,396,408,403,411,459,575,530
10,3,8,6,387,446,428,417,385,386,387,351,415,401,443,510,524
10,4,3,6,361,429,463,405,395,387,361,404,419,376,353,534,449
10,5,25,3,392,419,425,392,411,384,401,409,406,382,433,424,473
10,6,36,6,365,405,416,423,419,409,365,385,424,403,369,450,498
10,7,4,6,344,415,446,398,392,396,344,429,387,440,554,438,358
10,8,9,5,381,436,430,450,427,381,393,371,414,377,441,444,497
10,9,26,5,366,465,412,418,411,366,394,378,384,408,448,499,497
10,10,14,6,369,424,432,385,397,361,369,394,436,357,452,433,301
10,11,1,6,339,412,409,393,396,411,339,389,363,424,382,415,588
10,12,27,5,356,415,421,401,427,356,360,377,408,396,442,614,483
10,13,32,6,382,439,434,428,409,385,382,387,404,452,388,402,557
10,14,18,5,371,423,450,438,383,371,390,379,399,392,542,525,626
10,15,19,6,365,425,458,410,392,439,365,373,394,437,413,470,549
10,16,50,5,373,432,421,414,397,373,382,368,389,528,438,556,689
10,17,34,5,375,460,423,441,418,375,363,378,397,474,468,301,612
10,18,13,5,362,411,453,407,390,362,396,375,369,472,505,699,376
10,19,21,6,402,428,443,414,416,395,402,396,403,459,495,417,449
10,20,46,6,400,414,434,339,431,403,400,395,454,430,455,359,394
10,21,28,5,380,433,412,417,419,380,369,402,390,385,503,521,614
10,22,42,7,380,450,445,396,413,428,411,380,376,369,350,603,426
10,23,7,3,379,435,412,379,401,388,385,391,444,380,386,347,660
10,24,44,5,395,424,445,416,422,395,367,407,364,379,375,417,687
10,25,48,1,368,368,411,418,399,372,384,402,373,468,471,551,301
10,26,15,3,385,436,431,385,379,396,359,404,409,453,388,301,389
10,27,37,3,382,412,436,382,397,391,401,413,424,447,442,504,616
10,28,23,6,355,416,434,420,436,403,355,402,358,429,440,316,590
10,29,45,6,338,406,402,452,414,422,338,377,385,409,488,456,509
10,30,31,4,417,406,412,425,417,393,352,361,419,475,486,373,456
10,31,35,6,372,409,458,410,370,356,372,396,390,425,523,379,561
10,32,40,3,420,439,423,420,400,398,387,401,382,371,517,520,486
10,33,24,5,361,418,443,373,407,361,380,387,400,398,562,586,699
10,34,47,2,431,436,431,415,414,380,370,374,421,353,410,417,301
10,35,12,4,412,393,368,440,412,358,391,378,417,414,466,625,477
10,36,11,3,413,430,419,413,387,354,397,392,358,427,425,431,495
10,37,6,5,375,425,453,370,404,375,356,388,408,444,472,481,553
10,38,49,5,373,396,453,419,417,373,377,427,402,454,444,312,614
10,39,39,6,372,419,412,415,416,361,372,386,389,439,421,381,527
10,40,2,6,370,420,457,443,415,410,370,425,429,521,369,456,511
10,41,30,4,402,425,436,446,402,403,389,381,395,442,398,441,626
10,42,5,5,345,429,403,393,381,345,378,353,410,301,425,414,433
10,43,33,4,393,428,394,410,393,383,409,407,421,426,461,565,422
10,44,17,5,385,466,439,416,381,385,395,387,402,451,412,462,410
10,45,38,4,387,450,463,432,387,383,375,415,397,337,434,480,444
10,46,22,4,367,427,418,424,367,373,378,363,391,458,507,361,494
10,47,16,6,361,406,421,390,382,389,361,393,420,403,427,419,493
10,48,29,4,382,387,444,407,382,403,378,373,436,353,457,439,510
10,49,43,3,387,420,447,387,375,358,391,368,428,461,415,340,462
10,50,41,5,388,431,421,433,399,388,389,403,392,400,527,475,669
11,1,44,5,374,419,423,407,384,374,375,373,391,433,556,490,619
11,2,43,8,403,425,414,407,420,386,396,408,403,411,459,575,530
11,3,2,7,351,446,428,417,385,386,387,351,415,401,443,510,524
11,4,39,6,361,429,463,405,395,387,361,404,419,376,353,534,449
11,5,37,9,382,419,425,392,411,384,401,409,406,382,433,424,473
11,6,17,6,365,405,416,423,419,409,365,385,424,403,369,450,498
11,7,45,6,344,415,446,398,392,396,344,429,387,440,554,438,358
11,8,42,7,371,436,430,450,427,381,393,371,414,377,441,444,497
11,9,29,5,366,465,412,418,411,366,394,378,384,408,448,499,497
11,10,36,6,369,424,432,385,397,361,369,394,436,357,452,433,301
11,11,38,6,339,412,409,393,396,411,339,389,363,424,382,415,588
11,12,19,5,356,415,421,401,427,356,360,377,408,396,442,614,483
11,13,12,7,387,439,434,428,409,385,382,387,404,452,388,402,557
11,14,30,5,371,423,450,438,383,371,390,379,399,392,542,525,626
11,15,15,6,365,425,458,410,392,439,365,373,394,437,413,470,549
11,16,14,7,368,432,421,414,397,373,382,368,389,528,438,556,689
11,17,41,6,363,460,423,441,418,375,363,378,397,474,468,301,612
11,18,21,5,362,411,453,407,390,362,396,375,369,472,505,699,376
11,19,16,7,396,428,443,414,416,395,402,396,403,459,495,417,449
11,20,13,3,339,414,434,339,431,403,400,395,454,430,455,359,394
11,21,47,6,369,433,412,417,419,380,369,402,390,385,503,521,614
11,22,10,7,380,450,445,396,413,428,411,380,376,369,350,603,426
11,23,7,6,385,435,412,379,401,388,385,391,444,380,386,347,660
11,24,35,6,367,424,445,416,422,395,367,407,364,379,375,417,687
11,25,9,7,402,368,411,418,399,372,384,402,373,468,471,551,301
11,26,46,6,359,436,431,385,379,396,359,404,409,453,388,301,389
11,27,3,12,616,412,436,382,397,391,401,413,424,447,442,504,616
11,28,25,6,355,416,434,420,436,403,355,402,358,429,440,316,590
11,29,20,6,338,406,402,452,414,422,338,377,385,409,488,456,509
11,30,4,5,393,406,412,425,417,393,352,361,419,475,486,373,456
11,31,23,6,372,409,458,410,370,356,372,396,390,425,523,379,561
11,32,22,5,398,439,423,420,400,398,387,401,382,371,517,520,486
11,33,32,6,380,418,443,373,407,361,380,387,400,398,562,586,699
11,34,28,5,380,436,431,415,414,380,370,374,421,353,410,417,301
11,35,48,5,358,393,368,440,412,358,391,378,417,414,466,625,477
11,36,33,5,354,430,419,413,387,354,397,392,358,427,425,431,495
11,37,8,5,375,425,453,370,404,375,356,388,408,444,472,481,553
11,38,1,5,373,396,453,419,417,373,377,427,402,454,444,312,614
11,39,40,6,372,419,412,415,416,361,372,386,389,439,421,381,527
11,40,11,6,370,420,457,443,415,410,370,425,429,521,369,456,511
11,41,31,5,403,425,436,446,402,403,389,381,395,442,398,441,626
11,42,49,8,410,429,403,393,381,345,378,353,410,301,425,414,433
11,43,26,7,407,428,394,410,393,383,409,407,421,426,461,565,422
11,44,34,7,387,466,439,416,381,385,395,387,402,451,412,462,410
11,45,18,4,387,450,463,432,387,383,375,415,397,337,434,480,444
11,46,50,6,378,427,418,424,367,373,378,363,391,458,507,361,494
11,47,5,6,361,406,421,390,382,389,361,393,420,403,427,419,493
11,48,24,4,382,387,444,407,382,403,378,373,436,353,457,439,510
11,49,6,5,358,420,447,387,375,358,391,368,428,461,415,340,462
11,50,27,7,403,431,421,433,399,388,389,403,392,400,527,475,669
12,1,40,6,375,419,423,407,384,374,375,373,391,433,556,490,619
12,2,38,7,408,425,414,407,420,386,396,408,403,411,459,575,530
12,3,6,6,387,446,428,417,385,386,387,351,415,401,443,510,524
12,4,12,6,361,429,463,405,395,387,361,404,419,376,353,534,449
12,5,8,5,384,419,425,392,411,384,401,409,406,382,433,424,473
12,6,41,6,365,405,416,423,419,409,365,385,424,403,369,450,498
12,7,10,6,344,415,446,398,392,396,344,429,387,440,554,438,358
12,8,25,5,381,436,430,450,427,381,393,371,414,377,441,444,497
12,9,32,5,366,465,412,418,411,366,394,378,384,408,448,499,497
12,10,3,5,361,424,432,385,397,361,369,394,436,357,452,433,301
12,11,24,6,339,412,409,393,396,411,339,389,363,424,382,415,588
12,12,46,6,360,415,421,401,427,356,360,377,408,396,442,614,483
12,13,4,6,382,439,434,428,409,385,382,387,404,452,388,402,557
12,14,26,7,379,423,450,438,383,371,390,379,399,392,542,525,626
12,15,42,5,439,425,458,410,392,439,365,373,394,437,413,470,549
12,16,21,7,368,432,421,414,397,373,382,368,389,528,438,556,689
12,17,49,5,375,460,423,441,418,375,363,378,397,474,468,301,612
12,18,43,5,362,411,453,407,390,362,396,375,369,472,505,699,376
12,19,36,7,396,428,443,414,416,395,402,396,403,459,495,417,449
12,20,18,3,339,414,434,339,431,403,400,395,454,430,455,359,394
12,21,35,6,369,433,412,417,419,380,369,402,390,385,503,521,614
12,22,15,7,380,450,445,396,413,428,411,380,376,369,350,603,426
12,23,28,6,385,435,412,379,401,388,385,391,444,380,386,347,660
12,24,19,6,367,424,445,416,422,395,367,407,364,379,375,417,687
12,25,22,6,384,368,411,418,399,372,384,402,373,468,471,551,301
12,26,50,6,359,436,431,385,379,396,359,404,409,453,388,301,389
12,27,16,8,424,412,436,382,397,391,401,413,424,447,442,504,616
12,28,48,6,355,416,434,420,436,403,355,402,358,429,440,316,590
12,29,27,6,338,406,402,452,414,422,338,377,385,409,488,456,509
12,30,11,4,417,406,412,425,417,393,352,361,419,475,486,373,456
12,31,20,6,372,409,458,410,370,356,372,396,390,425,523,379,561
12,32,2,5,398,439,423,420,400,398,387,401,382,371,517,520,486
12,33,7,5,361,418,443,373,407,361,380,387,400,398,562,586,699
12,34,23,2,431,436,431,415,414,380,370,374,421,353,410,417,301
12,35,29,5,358,393,368,440,412,358,391,378,417,414,466,625,477
12,36,34,6,397,430,419,413,387,354,397,392,358,427,425,431,495
12,37,44,6,356,425,453,370,404,375,356,388,408,444,472,481,553
12,38,37,6,377,396,453,419,417,373,377,427,402,454,444,312,614
12,39,47,6,372,419,412,415,416,361,372,386,389,439,421,381,527
12,40,31,6,370,420,457,443,415,410,370,425,429,521,369,456,511
12,41,14,5,403,425,436,446,402,403,389,381,395,442,398,441,626
12,42,39,8,410,429,403,393,381,345,378,353,410,301,425,414,433
12,43,13,7,407,428,394,410,393,383,409,407,421,426,461,565,422
12,44,1,6,395,466,439,416,381,385,395,387,402,451,412,462,410
12,45,17,4,387,450,463,432,387,383,375,415,397,337,434,480,444
12,46,45,4,367,427,418,424,367,373,378,363,391,458,507,361,494
12,47,9,6,361,406,421,390,382,389,361,393,420,403,427,419,493
12,48,30,6,378,387,444,407,382,403,378,373,436,353,457,439,510
12,49,33,7,368,420,447,387,375,358,391,368,428,461,415,340,462
12,50,5,7,403,431,421,433,399,388,389,403,392,400,527,475,669
13,1,8,6,375,419,423,407,384,374,375,373,391,433,556,490,619
13,2,1,8,403,425,414,407,420,386,396,408,403,411,459,575,530
13,3,21,6,387,446,428,417,385,386,387,351,415,401,443,510,524
13,4,3,5,387,429,463,405,395,387,361,404,419,376,353,534,449
13,5,15,5,384,419,425,392,411,384,401,409,406,382,433,424,473
13,6,18,5,409,405,416,423,419,409,365,385,424,403,369,450,498
13,7,29,6,344,415,446,398,392,396,344,429,387,440,554,438,358
13,8,12,6,393,436,430,450,427,381,393,371,414,377,441,444,497
13,9,7,5,366,465,412,418,411,366,394,378,384,408,448,499,497
13,10,41,5,361,424,432,385,397,361,369,394,436,357,452,433,301
13,11,25,6,339,412,409,393,396,411,339,389,363,424,382,415,588
13,12,48,6,360,415,421,401,427,356,360,377,408,396,442,614,483
13,13,9,6,382,439,434,428,409,385,382,387,404,452,388,402,557
13,14,26,5,371,423,450,438,383,371,390,379,399,392,542,525,626
13,15,45,6,365,425,458,410,392,439,365,373,394,437,413,470,549
13,16,10,5,373,432,421,414,397,373,382,368,389,528,438,556,689
13,17,11,5,375,460,423,441,418,375,363,378,397,474,468,301,612
13,18,22,5,362,411,453,407,390,362,396,375,369,472,505,699,376
13,19,30,5,395,428,443,414,416,395,402,396,403,459,495,417,449
13,20,2,6,400,414,434,339,431,403,400,395,454,430,455,359,394
13,21,23,6,369,433,412,417,419,380,369,402,390,385,503,521,614
13,22,16,7,380,450,445,396,413,428,411,380,376,369,350,603,426
13,23,24,6,385,435,412,379,401,388,385,391,444,380,386,347,660
13,24,42,5,395,424,445,416,422,395,367,407,364,379,375,417,687
13,25,35,7,402,368,411,418,399,372,384,402,373,468,471,551,301
13,26,47,6,359,436,431,385,379,396,359,404,409,453,388,301,389
13,27,37,9,447,412,436,382,397,391,401,413,424,447,442,504,616
13,28,28,6,355,416,434,420,436,403,355,402,358,429,440,316,590
13,29,50,6,338,406,402,452,414,422,338,377,385,409,488,456,509
13,30,13,5,393,406,412,425,417,393,352,361,419,475,486,373,456
13,31,27,6,372,409,458,410,370,356,372,396,390,425,523,379,561
13,32,5,5,398,439,423,420,400,398,387,401,382,371,517,520,486
13,33,46,5,361,418,443,373,407,361,380,387,400,398,562,586,699
13,34,49,5,380,436,431,415,414,380,370,374,421,353,410,417,301
13,35,20,5,358,393,368,440,412,358,391,378,417,414,466,625,477
13,36,33,6,397,430,419,413,387,354,397,392,358,427,425,431,495
13,37,17,5,375,425,453,370,404,375,356,388,408,444,472,481,553
13,38,6,5,373,396,453,419,417,373,377,427,402,454,444,312,614
13,39,34,5,361,419,412,415,416,361,372,386,389,439,421,381,527
13,40,32,5,410,420,457,443,415,410,370,425,429,521,369,456,511
13,41,14,5,403,425,436,446,402,403,389,381,395,442,398,441,626
13,42,19,5,345,429,403,393,381,345,378,353,410,301,425,414,433
13,43,40,6,409,428,394,410,393,383,409,407,421,426,461,565,422
13,44,38,5,385,466,439,416,381,385,395,387,402,451,412,462,410
13,45,44,7,415,450,463,432,387,383,375,415,397,337,434,480,444
13,46,36,6,378,427,418,424,367,373,378,363,391,458,507,361,494
13,47,39,6,361,406,421,390,382,389,361,393,420,403,427,419,493
13,48,43,6,378,387,444,407,382,403,378,373,436,353,457,439,510
13,49,31,5,358,420,447,387,375,358,391,368,428,461,415,340,462
13,50,4,5,388,431,421,433,399,388,389,403,392,400,527,475,669
14,1,41,6,375,419,423,407,384,374,375,373,391,433,556,490,619
14,2,39,7,408,425,414,407,420,386,396,408,403,411,459,575,530
14,3,30,8,415,446,428,417,385,386,387,351,415,401,443,510,524
14,4,45,6,361,429,463,405,395,387,361,404,419,376,353,534,449
14,5,40,7,409,419,425,392,411,384,401,409,406,382,433,424,473
14,6,42,2,416,405,416,423,419,409,365,385,424,403,369,450,498
14,7,20,7,429,415,446,398,392,396,344,429,387,440,554,438,358
14,8,19,7,371,436,430,450,427,381,393,371,414,377,441,444,497
14,9,31,7,378,465,412,418,411,366,394,378,384,408,448,499,497
14,10,35,6,369,424,432,385,397,361,369,394,436,357,452,433,301
14,11,3,6,339,412,409,393,396,411,339,389,363,424,382,415,588
14,12,17,7,377,415,421,401,427,356,360,377,408,396,442,614,483
14,13,23,6,382,439,434,428,409,385,382,387,404,452,388,402,557
14,14,14,7,379,423,450,438,383,371,390,379,399,392,542,525,626
14,15,18,6,365,425,458,410,392,439,365,373,394,437,413,470,549
14,16,21,7,368,432,421,414,397,373,382,368,389,528,438,556,689
14,17,37,6,363,460,423,441,418,375,363,378,397,474,468,301,612
14,18,25,8,369,411,453,407,390,362,396,375,369,472,505,699,376
14,19,48,9,459,428,443,414,416,395,402,396,403,459,495,417,449
14,20,43,7,395,414,434,339,431,403,400,395,454,430,455,359,394
14,21,38,6,369,433,412,417,419,380,369,402,390,385,503,521,614
14,22,22,7,380,450,445,396,413,428,411,380,376,369,350,603,426
14,23,32,7,391,435,412,379,401,388,385,391,444,380,386,347,660
14,24,49,6,367,424,445,416,422,395,367,407,364,379,375,417,687
14,25,1,8,373,368,411,418,399,372,384,402,373,468,471,551,301
14,26,11,6,359,436,431,385,379,396,359,404,409,453,388,301,389
14,27,50,7,413,412,436,382,397,391,401,413,424,447,442,504,616
14,28,27,6,355,416,434,420,436,403,355,402,358,429,440,316,590
14,29,44,6,338,406,402,452,414,422,338,377,385,409,488,456,509
14,30,47,6,352,406,412,425,417,393,352,361,419,475,486,373,456
14,31,6,7,396,409,458,410,370,356,372,396,390,425,523,379,561
14,32,12,8,382,439,423,420,400,398,387,401,382,371,517,520,486
14,33,4,6,380,418,443,373,407,361,380,387,400,398,562,586,699
14,34,29,7,374,436,431,415,414,380,370,374,421,353,410,417,301
14,35,46,8,417,393,368,440,412,358,391,378,417,414,466,625,477
14,36,36,6,397,430,419,413,387,354,397,392,358,427,425,431,495
14,37,33,7,388,425,453,370,404,375,356,388,408,444,472,481,553
14,38,9,7,427,396,453,419,417,373,377,427,402,454,444,312,614
14,39,2,6,372,419,412,415,416,361,372,386,389,439,421,381,527
14,40,28,7,425,420,457,443,415,410,370,425,429,521,369,456,511
14,41,34,6,389,425,436,446,402,403,389,381,395,442,398,441,626
14,42,16,7,353,429,403,393,381,345,378,353,410,301,425,414,433
14,43,26,9,426,428,394,410,393,383,409,407,421,426,461,565,422
14,44,7,6,395,466,439,416,381,385,395,387,402,451,412,462,410
14,45,8,8,397,450,463,432,387,383,375,415,397,337,434,480,444
14,46,13,6,378,427,418,424,367,373,378,363,391,458,507,361,494
14,47,24,6,361,406,421,390,382,389,361,393,420,403,427,419,493
14,48,5,8,436,387,444,407,382,403,378,373,436,353,457,439,510
14,49,10,7,368,420,447,387,375,358,391,368,428,461,415,340,462
14,50,15,7,403,431,421,433,399,388,389,403,392,400,527,475,669
15,1,20,1,419,419,423,407,384,374,375,373,391,433,556,490,619
15,2,3,1,425,425,414,407,420,386,396,408,403,411,459,575,530
15,3,14,4,385,446,428,417,385,386,387,351,415,401,443,510,524
15,4,17,1,429,429,463,405,395,387,361,404,419,376,353,534,449
15,5,24,1,419,419,425,392,411,384,401,409,406,382,433,424,473
15,6,43,1,405,405,416,423,419,409,365,385,424,403,369,450,498
15,7,23,1,415,415,446,398,392,396,344,429,387,440,554,438,358
15,8,44,1,436,436,430,450,427,381,393,371,414,377,441,444,497
15,9,42,1,465,465,412,418,411,366,394,378,384,408,448,499,497
15,10,19,1,424,424,432,385,397,361,369,394,436,357,452,433,301
15,11,31,1,412,412,409,393,396,411,339,389,363,424,382,415,588
15,12,46,1,415,415,421,401,427,356,360,377,408,396,442,614,483
15,13,34,1,439,439,434,428,409,385,382,387,404,452,388,402,557
15,14,29,1,423,423,450,438,383,371,390,379,399,392,542,525,626
15,15,22,1,425,425,458,410,392,439,365,373,394,437,413,470,549
15,16,13,1,432,432,421,414,397,373,382,368,389,528,438,556,689
15,17,32,2,423,460,423,441,418,375,363,378,397,474,468,301,612
15,18,50,1,411,411,453,407,390,362,396,375,369,472,505,699,376
15,19,33,1,428,428,443,414,416,395,402,396,403,459,495,417,449
15,20,36,3,339,414,434,339,431,403,400,395,454,430,455,359,394
15,21,48,1,433,433,412,417,419,380,369,402,390,385,503,521,614
15,22,35,1,450,450,445,396,413,428,411,380,376,369,350,603,426
15,23,21,1,435,435,412,379,401,388,385,391,444,380,386,347,660
15,24,16,1,424,424,445,416,422,395,367,407,364,379,375,417,687
15,25,25,1,368,368,411,418,399,372,384,402,373,468,471,551,301
15,26,8,1,436,436,431,385,379,396,359,404,409,453,388,301,389
15,27,40,1,412,412,436,382,397,391,401,413,424,447,442,504,616
15,28,30,1,416,416,434,420,436,403,355,402,358,429,440,316,590
15,29,45,1,406,406,402,452,414,422,338,377,385,409,488,456,509
15,30,10,1,406,406,412,425,417,393,352,361,419,475,486,373,456
15,31,28,1,409,409,458,410,370,356,372,396,390,425,523,379,561
15,32,18,1,439,439,423,420,400,398,387,401,382,371,517,520,486
15,33,38,1,418,418,443,373,407,361,380,387,400,398,562,586,699
15,34,5,1,436,436,431,415,414,380,370,374,421,353,410,417,301
15,35,49,1,393,393,368,440,412,358,391,378,417,414,466,625,477
15,36,1,1,430,430,419,413,387,354,397,392,358,427,425,431,495
15,37,11,1,425,425,453,370,404,375,356,388,408,444,472,481,553
15,38,37,1,396,396,453,419,417,373,377,427,402,454,444,312,614
15,39,15,1,419,419,412,415,416,361,372,386,389,439,421,381,527
15,40,2,1,420,420,457,443,415,410,370,425,429,521,369,456,511
15,41,6,1,425,425,436,446,402,403,389,381,395,442,398,441,626
15,42,9,1,429,429,403,393,381,345,378,353,410,301,425,414,433
15,43,7,1,428,428,394,410,393,383,409,407,421,426,461,565,422
15,44,47,1,466,466,439,416,381,385,395,387,402,451,412,462,410
15,45,26,1,450,450,463,432,387,383,375,415,397,337,434,480,444
15,46,41,1,427,427,418,424,367,373,378,363,391,458,507,361,494
15,47,4,1,406,406,421,390,382,389,361,393,420,403,427,419,493
15,48,27,1,387,387,444,407,382,403,378,373,436,353,457,439,510
15,49,12,1,420,420,447,387,375,358,391,368,428,461,415,340,462
15,50,39,1,431,431,421,433,399,388,389,403,392,400,527,475,669
16,1,34,6,375,419,423,407,384,374,375,373,391,433,556,490,619
16,2,47,7,408,425,414,407,420,386,396,408,403,411,459,575,530
16,3,22,6,387,446,428,417,385,386,387,351,415,401,443,510,524
16,4,41,6,361,429,463,405,395,387,361,404,419,376,353,534,449
16,5,28,6,401,419,425,392,411,384,401,409,406,382,433,424,473
16,6,20,6,365,405,416,423,419,409,365,385,424,403,369,450,498
16,7,35,6,344,415,446,398,392,396,344,429,387,440,554,438,358
16,8,10,7,371,436,430,450,427,381,393,371,414,377,441,444,497
16,9,32,5,366,465,412,418,411,366,394,378,384,408,448,499,497
16,10,4,7,394,424,432,385,397,361,369,394,436,357,452,433,301
16,11,8,6,339,412,409,393,396,411,339,389,363,424,382,415,588
16,12,38,5,356,415,421,401,427,356,360,377,408,396,442,614,483
16,13,14,5,385,439,434,428,409,385,382,387,404,452,388,402,557
16,14,16,5,371,423,450,438,383,371,390,379,399,392,542,525,626
16,15,7,6,365,425,458,410,392,439,365,373,394,437,413,470,549
16,16,2,6,382,432,421,414,397,373,382,368,389,528,438,556,689
16,17,9,6,363,460,423,441,418,375,363,378,397,474,468,301,612
16,18,6,5,362,411,453,407,390,362,396,375,369,472,505,699,376
16,19,40,7,396,428,443,414,416,395,402,396,403,459,495,417,449
16,20,5,3,339,414,434,339,431,403,400,395,454,430,455,359,394
16,21,33,5,380,433,412,417,419,380,369,402,390,385,503,521,614
16,22,11,7,380,450,445,396,413,428,411,380,376,369,350,603,426
16,23,46,7,391,435,412,379,401,388,385,391,444,380,386,347,660
16,24,23,6,367,424,445,416,422,395,367,407,364,379,375,417,687
16,25,49,2,411,368,411,418,399,372,384,402,373,468,471,551,301
16,26,44,6,359,436,431,385,379,396,359,404,409,453,388,301,389
16,27,50,7,413,412,436,382,397,391,401,413,424,447,442,504,616
16,28,45,6,355,416,434,420,436,403,355,402,358,429,440,316,590
16,29,1,6,338,406,402,452,414,422,338,377,385,409,488,456,509
16,30,26,5,393,406,412,425,417,393,352,361,419,475,486,373,456
16,31,31,6,372,409,458,410,370,356,372,396,390,425,523,379,561
16,32,48,5,398,439,423,420,400,398,387,401,382,371,517,520,486
16,33,37,6,380,418,443,373,407,361,380,387,400,398,562,586,699
16,34,30,7,374,436,431,415,414,380,370,374,421,353,410,417,301
16,35,15,5,358,393,368,440,412,358,391,378,417,414,466,625,477
16,36,42,6,397,430,419,413,387,354,397,392,358,427,425,431,495
16,37,3,6,356,425,453,370,404,375,356,388,408,444,472,481,553
16,38,43,6,377,396,453,419,417,373,377,427,402,454,444,312,614
16,39,18,7,386,419,412,415,416,361,372,386,389,439,421,381,527
16,40,13,6,370,420,457,443,415,410,370,425,429,521,369,456,511
16,41,12,7,381,425,436,446,402,403,389,381,395,442,398,441,626
16,42,24,8,410,429,403,393,381,345,378,353,410,301,425,414,433
16,43,36,5,383,428,394,410,393,383,409,407,421,426,461,565,422
16,44,29,5,385,466,439,416,381,385,395,387,402,451,412,462,410
16,45,17,6,375,450,463,432,387,383,375,415,397,337,434,480,444
16,46,25,7,363,427,418,424,367,373,378,363,391,458,507,361,494
16,47,19,6,361,406,421,390,382,389,361,393,420,403,427,419,493
16,48,39,7,373,387,444,407,382,403,378,373,436,353,457,439,510
16,49,27,7,368,420,447,387,375,358,391,368,428,461,415,340,462
16,50,21,5,388,431,421,433,399,388,389,403,392,400,527,475,669
17,1,30,6,375,419,423,407,384,374,375,373,391,433,556,490,619
17,2,23,5,386,425,414,407,420,386,396,408,403,411,459,575,530
17,3,14,6,387,446,428,417,385,386,387,351,415,401,443,510,524
17,4,47,6,361,429,463,405,395,387,361,404,419,376,353,534,449
17,5,15,7,409,419,425,392,411,384,401,409,406,382,433,424,473
17,6,7,6,365,405,416,423,419,409,365,385,424,403,369,450,498
17,7,21,6,344,415,446,398,392,396,344,429,387,440,554,438,358
17,8,45,6,393,436,430,450,427,381,393,371,414,377,441,444,497
17,9,13,5,366,465,412,418,411,366,394,378,384,408,448,499,497
17,10,10,5,361,424,432,385,397,361,369,394,436,357,452,433,301
17,11,48,6,339,412,409,393,396,411,339,389,363,424,382,415,588
17,12,37,6,360,415,421,401,427,356,360,377,408,396,442,614,483
17,13,5,4,409,439,434,428,409,385,382,387,404,452,388,402,557
17,14,2,6,390,423,450,438,383,371,390,379,399,392,542,525,626
17,15,28,6,365,425,458,410,392,439,365,373,394,437,413,470,549
17,16,1,6,382,432,421,414,397,373,382,368,389,528,438,556,689
17,17,46,6,363,460,423,441,418,375,363,378,397,474,468,301,612
17,18,36,5,362,411,453,407,390,362,396,375,369,472,505,699,376
