condition,stimulusSet,trial,participant,product,estimate,truth
primed_individual,2.0,38,3,31'' panther skateboard,39.0,35.0
primed_individual,2.0,39,3,Marc Jacobs 'Miss Marc' earrings,40.0,38.0
primed_individual,2.0,40,3,Food & wine cookbook,28.0,38.0
primed_individual,2.0,41,3,Spruce goose pitcher,10.0,38.0
primed_individual,2.0,42,3,Swiss Army pocket knife,15.0,40.0
primed_individual,2.0,43,3,Motorola bluetooth headset,35.0,40.0
primed_individual,2.0,44,3,McAfee virus scan,40.0,40.0
primed_individual,2.0,45,3,Honey willow hamper with liner,15.0,40.0
primed_individual,2.0,46,3,Mini trampoline,40.0,40.0
primed_individual,2.0,47,3,Nicorette fresh mint gum,35.0,41.0
primed_individual,2.0,48,3,Roxy fringed faux suede bag,12.0,42.0
primed_individual,2.0,49,3,Gevalia connoisseur's coffee basket,35.0,43.0
primed_individual,2.0,50,3,Rainbow wide strap thong,45.0,45.0
primed_individual,2.0,1,4,Flower pencil,13.0,5.0
primed_individual,2.0,2,4,Oat & honey pancake mix,10.0,8.0
primed_individual,2.0,3,4,Pressed flowers mug,10.0,8.0
primed_individual,2.0,4,4,Twiggy chopsticks,12.0,10.0
primed_individual,2.0,5,4,Tea Forté tea sampler,10.0,10.0
primed_individual,2.0,6,4,Energizer batteries,4.0,11.0
primed_individual,2.0,7,4,Body brush,18.0,12.0
primed_individual,2.0,8,4,Canine pajamas,25.0,13.0
primed_individual,2.0,9,4,Nature Made calcium vitamin tablets,15.0,13.0
primed_individual,2.0,10,4,Four-orange chocolate sauce,20.0,14.0
primed_individual,2.0,11,4,L'Oréal hair color dye,10.0,14.0
primed_individual,2.0,12,4,Wood serving tray,20.0,15.0
primed_individual,2.0,13,4,Star Trek UNO game,12.0,15.0
primed_individual,2.0,14,4,Lab Series skincare for men power wash,29.0,18.0
primed_individual,2.0,15,4,Gold floral journal,30.0,18.0
primed_individual,2.0,16,4,Heavy duty flashlight,20.0,19.0
primed_individual,2.0,17,4,Tide concetrated liquid detergent 64-loads,10.0,20.0
primed_individual,2.0,18,4,Nike sleeveless t-shirt,25.0,22.0
primed_individual,2.0,19,4,Br'ita water purifying pitcher,43.0,23.0
primed_individual,2.0,20,4,Starbucks stainless steel tumbler,10.0,23.0
primed_individual,2.0,21,4,Honey pot,18.0,24.0
primed_individual,2.0,22,4,Ice shaver,25.0,25.0
primed_individual,2.0,23,4,French spice stack,28.0,25.0
primed_individual,2.0,24,4,Conair ceramic ionic hairdryer,30.0,25.0
primed_individual,2.0,25,4,Curly-cues fruit bowl,22.0,25.0
primed_individual,2.0,26,4,Feather print racerback tunic,19.0,28.0
primed_individual,2.0,27,4,Brown motif sunglasses,10.0,28.0
primed_individual,2.0,28,4,Kiehl's scented candle,10.0,28.0
primed_individual,2.0,29,4,Converse one star oxfords,35.0,30.0
primed_individual,2.0,30,4,Spalding premier basketball,17.0,30.0
primed_individual,2.0,31,4,Speed blender,50.0,31.0
primed_individual,2.0,32,4,Turtle xylophone,20.0,31.0
primed_individual,2.0,33,4,Crabtree & Evelyn seven seas bath salts,36.0,34.0
primed_individual,2.0,34,4,Mr. Coffee steam espresso machine,50.0,35.0
primed_individual,2.0,35,4,Extra virgin olive oil,15.0,35.0
primed_individual,2.0,36,4,Kate Spade crystal goblet,22.0,35.0
primed_individual,2.0,37,4,Mesh wastebasket,50.0,35.0
primed_individual,2.0,38,4,31'' panther skateboard,40.0,35.0
primed_individual,2.0,39,4,Marc Jacobs 'Miss Marc' earrings,40.0,38.0
primed_individual,2.0,40,4,Food & wine cookbook,25.0,38.0
primed_individual,2.0,41,4,Spruce goose pitcher,18.0,38.0
primed_individual,2.0,42,4,Swiss Army pocket knife,50.0,40.0
primed_individual,2.0,43,4,Motorola bluetooth headset,43.0,40.0
primed_individual,2.0,44,4,McAfee virus scan,40.0,40.0
primed_individual,2.0,45,4,Honey willow hamper with liner,20.0,40.0
primed_individual,2.0,46,4,Mini trampoline,45.0,40.0
primed_individual,2.0,47,4,Nicorette fresh mint gum,18.0,41.0
primed_individual,2.0,48,4,Roxy fringed faux suede bag,22.0,42.0
primed_individual,2.0,49,4,Gevalia connoisseur's coffee basket,32.0,43.0
primed_individual,2.0,50,4,Rainbow wide strap thong,40.0,45.0
primed_individual,2.0,1,5,Flower pencil,15.0,5.0
primed_individual,2.0,2,5,Oat & honey pancake mix,20.0,8.0
primed_individual,2.0,3,5,Pressed flowers mug,20.0,8.0
primed_individual,2.0,4,5,Twiggy chopsticks,15.0,10.0
primed_individual,2.0,5,5,Tea Forté tea sampler,15.0,10.0
primed_individual,2.0,6,5,Energizer batteries,10.0,11.0
primed_individual,2.0,7,5,Body brush,15.0,12.0
primed_individual,2.0,8,5,Canine pajamas,13.0,13.0
primed_individual,2.0,9,5,Nature Made calcium vitamin tablets,18.0,13.0
primed_individual,2.0,10,5,Four-orange chocolate sauce,20.0,14.0
primed_individual,2.0,11,5,L'Oréal hair color dye,10.0,14.0
primed_individual,2.0,12,5,Wood serving tray,15.0,15.0
primed_individual,2.0,13,5,Star Trek UNO game,20.0,15.0
primed_individual,2.0,14,5,Lab Series skincare for men power wash,30.0,18.0
primed_individual,2.0,15,5,Gold floral journal,25.0,18.0
primed_individual,2.0,16,5,Heavy duty flashlight,30.0,19.0
primed_individual,2.0,17,5,Tide concetrated liquid detergent 64-loads,14.0,20.0
primed_individual,2.0,18,5,Nike sleeveless t-shirt,20.0,22.0
primed_individual,2.0,19,5,Br'ita water purifying pitcher,32.0,23.0
primed_individual,2.0,20,5,Starbucks stainless steel tumbler,20.0,23.0
primed_individual,2.0,21,5,Honey pot,15.0,24.0
primed_individual,2.0,22,5,Ice shaver,30.0,25.0
primed_individual,2.0,23,5,French spice stack,35.0,25.0
primed_individual,2.0,24,5,Conair ceramic ionic hairdryer,25.0,25.0
primed_individual,2.0,25,5,Curly-cues fruit bowl,35.0,25.0
primed_individual,2.0,26,5,Feather print racerback tunic,25.0,28.0
primed_individual,2.0,27,5,Brown motif sunglasses,30.0,28.0
primed_individual,2.0,28,5,Kiehl's scented candle,15.0,28.0
primed_individual,2.0,29,5,Converse one star oxfords,35.0,30.0
primed_individual,2.0,30,5,Spalding premier basketball,25.0,30.0
primed_individual,2.0,31,5,Speed blender,35.0,31.0
primed_individual,2.0,32,5,Turtle xylophone,19.0,31.0
primed_individual,2.0,33,5,Crabtree & Evelyn seven seas bath salts,20.0,34.0
primed_individual,2.0,34,5,Mr. Coffee steam espresso machine,40.0,35.0
primed_individual,2.0,35,5,Extra virgin olive oil,25.0,35.0
primed_individual,2.0,36,5,Kate Spade crystal goblet,45.0,35.0
primed_individual,2.0,37,5,Mesh wastebasket,20.0,35.0
primed_individual,2.0,38,5,31'' panther skateboard,45.0,35.0
primed_individual,2.0,39,5,Marc Jacobs 'Miss Marc' earrings,20.0,38.0
primed_individual,2.0,40,5,Food & wine cookbook,30.0,38.0
primed_individual,2.0,41,5,Spruce goose pitcher,20.0,38.0
primed_individual,2.0,42,5,Swiss Army pocket knife,12.0,40.0
primed_individual,2.0,43,5,Motorola bluetooth headset,20.0,40.0
primed_individual,2.0,44,5,McAfee virus scan,30.0,40.0
primed_individual,2.0,45,5,Honey willow hamper with liner,25.0,40.0
primed_individual,2.0,46,5,Mini trampoline,30.0,40.0
primed_individual,2.0,47,5,Nicorette fresh mint gum,30.0,41.0
primed_individual,2.0,48,5,Roxy fringed faux suede bag,30.0,42.0
primed_individual,2.0,49,5,Gevalia connoisseur's coffee basket,28.0,43.0
primed_individual,2.0,50,5,Rainbow wide strap thong,35.0,45.0
primed_individual,2.0,1,6,Flower pencil,18.0,5.0
primed_individual,2.0,2,6,Oat & honey pancake mix,20.0,8.0
primed_individual,2.0,3,6,Pressed flowers mug,11.0,8.0
primed_individual,2.0,4,6,Twiggy chopsticks,9.0,10.0
primed_individual,2.0,5,6,Tea Forté tea sampler,11.0,10.0
primed_individual,2.0,6,6,Energizer batteries,8.0,11.0
primed_individual,2.0,7,6,Body brush,11.0,12.0
primed_individual,2.0,8,6,Canine pajamas,15.0,13.0
primed_individual,2.0,9,6,Nature Made calcium vitamin tablets,10.0,13.0
primed_individual,2.0,10,6,Four-orange chocolate sauce,7.0,14.0
primed_individual,2.0,11,6,L'Oréal hair color dye,20.0,14.0
primed_individual,2.0,12,6,Wood serving tray,16.0,15.0
primed_individual,2.0,13,6,Star Trek UNO game,2.0,15.0
primed_individual,2.0,14,6,Lab Series skincare for men power wash,25.0,18.0
primed_individual,2.0,15,6,Gold floral journal,28.0,18.0
primed_individual,2.0,16,6,Heavy duty flashlight,7.0,19.0
primed_individual,2.0,17,6,Tide concetrated liquid detergent 64-loads,10.0,20.0
primed_individual,2.0,18,6,Nike sleeveless t-shirt,5.0,22.0
primed_individual,2.0,19,6,Br'ita water purifying pitcher,32.0,23.0
primed_individual,2.0,20,6,Starbucks stainless steel tumbler,15.0,23.0
primed_individual,2.0,21,6,Honey pot,11.0,24.0
primed_individual,2.0,22,6,Ice shaver,18.0,25.0
primed_individual,2.0,23,6,French spice stack,17.0,25.0
primed_individual,2.0,24,6,Conair ceramic ionic hairdryer,25.0,25.0
primed_individual,2.0,25,6,Curly-cues fruit bowl,28.0,25.0
primed_individual,2.0,26,6,Feather print racerback tunic,1.0,28.0
primed_individual,2.0,27,6,Brown motif sunglasses,12.0,28.0
primed_individual,2.0,28,6,Kiehl's scented candle,7.0,28.0
primed_individual,2.0,29,6,Converse one star oxfords,38.0,30.0
primed_individual,2.0,30,6,Spalding premier basketball,11.0,30.0
primed_individual,2.0,31,6,Speed blender,32.0,31.0
primed_individual,2.0,32,6,Turtle xylophone,14.0,31.0
primed_individual,2.0,33,6,Crabtree & Evelyn seven seas bath salts,8.0,34.0
primed_individual,2.0,34,6,Mr. Coffee steam espresso machine,45.0,35.0
primed_individual,2.0,35,6,Extra virgin olive oil,5.0,35.0
primed_individual,2.0,36,6,Kate Spade crystal goblet,10.0,35.0
primed_individual,2.0,37,6,Mesh wastebasket,20.0,35.0
primed_individual,2.0,38,6,31'' panther skateboard,40.0,35.0
primed_individual,2.0,39,6,Marc Jacobs 'Miss Marc' earrings,12.0,38.0
primed_individual,2.0,40,6,Food & wine cookbook,25.0,38.0
primed_individual,2.0,41,6,Spruce goose pitcher,11.0,38.0
primed_individual,2.0,42,6,Swiss Army pocket knife,38.0,40.0
primed_individual,2.0,43,6,Motorola bluetooth headset,30.0,40.0
primed_individual,2.0,44,6,McAfee virus scan,38.0,40.0
primed_individual,2.0,45,6,Honey willow hamper with liner,20.0,40.0
primed_individual,2.0,46,6,Mini trampoline,30.0,40.0
primed_individual,2.0,47,6,Nicorette fresh mint gum,1.0,41.0
primed_individual,2.0,48,6,Roxy fringed faux suede bag,15.0,42.0
primed_individual,2.0,49,6,Gevalia connoisseur's coffee basket,30.0,43.0
primed_individual,2.0,50,6,Rainbow wide strap thong,35.0,45.0
primed_individual,2.0,1,7,Flower pencil,10.0,5.0
primed_individual,2.0,2,7,Oat & honey pancake mix,12.0,8.0
primed_individual,2.0,3,7,Pressed flowers mug,10.0,8.0
primed_individual,2.0,4,7,Twiggy chopsticks,9.0,10.0
primed_individual,2.0,5,7,Tea Forté tea sampler,12.0,10.0
primed_individual,2.0,6,7,Energizer batteries,10.0,11.0
primed_individual,2.0,7,7,Body brush,18.0,12.0
primed_individual,2.0,8,7,Canine pajamas,20.0,13.0
primed_individual,2.0,9,7,Nature Made calcium vitamin tablets,25.0,13.0
primed_individual,2.0,10,7,Four-orange chocolate sauce,10.0,14.0
primed_individual,2.0,11,7,L'Oréal hair color dye,12.0,14.0
primed_individual,2.0,12,7,Wood serving tray,28.0,15.0
primed_individual,2.0,13,7,Star Trek UNO game,12.0,15.0
primed_individual,2.0,14,7,Lab Series skincare for men power wash,14.0,18.0
primed_individual,2.0,15,7,Gold floral journal,30.0,18.0
primed_individual,2.0,16,7,Heavy duty flashlight,25.0,19.0
primed_individual,2.0,17,7,Tide concetrated liquid detergent 64-loads,14.0,20.0
primed_individual,2.0,18,7,Nike sleeveless t-shirt,22.0,22.0
primed_individual,2.0,19,7,Br'ita water purifying pitcher,24.0,23.0
primed_individual,2.0,20,7,Starbucks stainless steel tumbler,15.0,23.0
primed_individual,2.0,21,7,Honey pot,15.0,24.0
primed_individual,2.0,22,7,Ice shaver,20.0,25.0
primed_individual,2.0,23,7,French spice stack,20.0,25.0
primed_individual,2.0,24,7,Conair ceramic ionic hairdryer,32.0,25.0
primed_individual,2.0,25,7,Curly-cues fruit bowl,25.0,25.0
primed_individual,2.0,26,7,Feather print racerback tunic,25.0,28.0
primed_individual,2.0,27,7,Brown motif sunglasses,25.0,28.0
primed_individual,2.0,28,7,Kiehl's scented candle,7.0,28.0
primed_individual,2.0,29,7,Converse one star oxfords,30.0,30.0
primed_individual,2.0,30,7,Spalding premier basketball,15.0,30.0
primed_individual,2.0,31,7,Speed blender,40.0,31.0
primed_individual,2.0,32,7,Turtle xylophone,25.0,31.0
primed_individual,2.0,33,7,Crabtree & Evelyn seven seas bath salts,15.0,34.0
primed_individual,2.0,34,7,Mr. Coffee steam espresso machine,45.0,35.0
primed_individual,2.0,35,7,Extra virgin olive oil,15.0,35.0
primed_individual,2.0,36,7,Kate Spade crystal goblet,25.0,35.0
primed_individual,2.0,37,7,Mesh wastebasket,25.0,35.0
primed_individual,2.0,38,7,31'' panther skateboard,38.0,35.0
primed_individual,2.0,39,7,Marc Jacobs 'Miss Marc' earrings,20.0,38.0
primed_individual,2.0,40,7,Food & wine cookbook,40.0,38.0
primed_individual,2.0,41,7,Spruce goose pitcher,15.0,38.0
primed_individual,2.0,42,7,Swiss Army pocket knife,20.0,40.0
primed_individual,2.0,43,7,Motorola bluetooth headset,35.0,40.0
primed_individual,2.0,44,7,McAfee virus scan,30.0,40.0
primed_individual,2.0,45,7,Honey willow hamper with liner,20.0,40.0
primed_individual,2.0,46,7,Mini trampoline,36.0,40.0
primed_individual,2.0,47,7,Nicorette fresh mint gum,20.0,41.0
primed_individual,2.0,48,7,Roxy fringed faux suede bag,30.0,42.0
primed_individual,2.0,49,7,Gevalia connoisseur's coffee basket,30.0,43.0
primed_individual,2.0,50,7,Rainbow wide strap thong,42.0,45.0
primed_individual,2.0,1,8,Flower pencil,6.0,5.0
primed_individual,2.0,2,8,Oat & honey pancake mix,20.0,8.0
primed_individual,2.0,3,8,Pressed flowers mug,11.0,8.0
primed_individual,2.0,4,8,Twiggy chopsticks,11.0,10.0
primed_individual,2.0,5,8,Tea Forté tea sampler,25.0,10.0
primed_individual,2.0,6,8,Energizer batteries,12.0,11.0
primed_individual,2.0,7,8,Body brush,6.0,12.0
primed_individual,2.0,8,8,Canine pajamas,10.0,13.0
primed_individual,2.0,9,8,Nature Made calcium vitamin tablets,19.0,13.0
primed_individual,2.0,10,8,Four-orange chocolate sauce,9.0,14.0
primed_individual,2.0,11,8,L'Oréal hair color dye,13.0,14.0
primed_individual,2.0,12,8,Wood serving tray,29.0,15.0
primed_individual,2.0,13,8,Star Trek UNO game,19.0,15.0
primed_individual,2.0,14,8,Lab Series skincare for men power wash,9.0,18.0
primed_individual,2.0,15,8,Gold floral journal,17.0,18.0
primed_individual,2.0,16,8,Heavy duty flashlight,45.0,19.0
primed_individual,2.0,17,8,Tide concetrated liquid detergent 64-loads,13.0,20.0
primed_individual,2.0,18,8,Nike sleeveless t-shirt,25.0,22.0
primed_individual,2.0,19,8,Br'ita water purifying pitcher,20.0,23.0
primed_individual,2.0,20,8,Starbucks stainless steel tumbler,32.0,23.0
primed_individual,2.0,21,8,Honey pot,18.0,24.0
primed_individual,2.0,22,8,Ice shaver,30.0,25.0
primed_individual,2.0,23,8,French spice stack,14.0,25.0
primed_individual,2.0,24,8,Conair ceramic ionic hairdryer,40.0,25.0
primed_individual,2.0,25,8,Curly-cues fruit bowl,41.0,25.0
primed_individual,2.0,26,8,Feather print racerback tunic,21.0,28.0
primed_individual,2.0,27,8,Brown motif sunglasses,23.0,28.0
primed_individual,2.0,28,8,Kiehl's scented candle,10.0,28.0
primed_individual,2.0,29,8,Converse one star oxfords,35.0,30.0
primed_individual,2.0,30,8,Spalding premier basketball,20.0,30.0
primed_individual,2.0,31,8,Speed blender,39.0,31.0
primed_individual,2.0,32,8,Turtle xylophone,15.0,31.0
primed_individual,2.0,33,8,Crabtree & Evelyn seven seas bath salts,14.0,34.0
primed_individual,2.0,34,8,Mr. Coffee steam espresso machine,39.0,35.0
primed_individual,2.0,35,8,Extra virgin olive oil,31.0,35.0
primed_individual,2.0,36,8,Kate Spade crystal goblet,14.0,35.0
primed_individual,2.0,37,8,Mesh wastebasket,31.0,35.0
primed_individual,2.0,38,8,31'' panther skateboard,39.0,35.0
primed_individual,2.0,39,8,Marc Jacobs 'Miss Marc' earrings,40.0,38.0
primed_individual,2.0,40,8,Food & wine cookbook,29.0,38.0
primed_individual,2.0,41,8,Spruce goose pitcher,34.0,38.0
primed_individual,2.0,42,8,Swiss Army pocket knife,21.0,40.0
primed_individual,2.0,43,8,Motorola bluetooth headset,19.0,40.0
primed_individual,2.0,44,8,McAfee virus scan,25.0,40.0
primed_individual,2.0,45,8,Honey willow hamper with liner,26.0,40.0
primed_individual,2.0,46,8,Mini trampoline,30.0,40.0
primed_individual,2.0,47,8,Nicorette fresh mint gum,4.0,41.0
primed_individual,2.0,48,8,Roxy fringed faux suede bag,18.0,42.0
primed_individual,2.0,49,8,Gevalia connoisseur's coffee basket,20.0,43.0
primed_individual,2.0,50,8,Rainbow wide strap thong,30.0,45.0
primed_individual,2.0,1,9,Flower pencil,16.0,5.0
primed_individual,2.0,2,9,Oat & honey pancake mix,10.0,8.0
primed_individual,2.0,3,9,Pressed flowers mug,10.0,8.0
primed_individual,2.0,4,9,Twiggy chopsticks,15.0,10.0
primed_individual,2.0,5,9,Tea Forté tea sampler,9.0,10.0
primed_individual,2.0,6,9,Energizer batteries,8.0,11.0
primed_individual,2.0,7,9,Body brush,15.0,12.0
primed_individual,2.0,8,9,Canine pajamas,18.0,13.0
primed_individual,2.0,9,9,Nature Made calcium vitamin tablets,20.0,13.0
primed_individual,2.0,10,9,Four-orange chocolate sauce,17.0,14.0
primed_individual,2.0,11,9,L'Oréal hair color dye,12.0,14.0
primed_individual,2.0,12,9,Wood serving tray,20.0,15.0
primed_individual,2.0,13,9,Star Trek UNO game,10.0,15.0
primed_individual,2.0,14,9,Lab Series skincare for men power wash,18.0,18.0
primed_individual,2.0,15,9,Gold floral journal,25.0,18.0
primed_individual,2.0,16,9,Heavy duty flashlight,45.0,19.0
primed_individual,2.0,17,9,Tide concetrated liquid detergent 64-loads,10.0,20.0
primed_individual,2.0,18,9,Nike sleeveless t-shirt,35.0,22.0
primed_individual,2.0,19,9,Br'ita water purifying pitcher,20.0,23.0
primed_individual,2.0,20,9,Starbucks stainless steel tumbler,17.0,23.0
primed_individual,2.0,21,9,Honey pot,23.0,24.0
primed_individual,2.0,22,9,Ice shaver,35.0,25.0
primed_individual,2.0,23,9,French spice stack,20.0,25.0
primed_individual,2.0,24,9,Conair ceramic ionic hairdryer,29.0,25.0
primed_individual,2.0,25,9,Curly-cues fruit bowl,25.0,25.0
primed_individual,2.0,26,9,Feather print racerback tunic,20.0,28.0
primed_individual,2.0,27,9,Brown motif sunglasses,20.0,28.0
primed_individual,2.0,28,9,Kiehl's scented candle,10.0,28.0
primed_individual,2.0,29,9,Converse one star oxfords,35.0,30.0
primed_individual,2.0,30,9,Spalding premier basketball,30.0,30.0
primed_individual,2.0,31,9,Speed blender,40.0,31.0
primed_individual,2.0,32,9,Turtle xylophone,18.0,31.0
primed_individual,2.0,33,9,Crabtree & Evelyn seven seas bath salts,10.0,34.0
primed_individual,2.0,34,9,Mr. Coffee steam espresso machine,45.0,35.0
primed_individual,2.0,35,9,Extra virgin olive oil,18.0,35.0
primed_individual,2.0,36,9,Kate Spade crystal goblet,40.0,35.0
primed_individual,2.0,37,9,Mesh wastebasket,20.0,35.0
primed_individual,2.0,38,9,31'' panther skateboard,35.0,35.0
primed_individual,2.0,39,9,Marc Jacobs 'Miss Marc' earrings,35.0,38.0
primed_individual,2.0,40,9,Food & wine cookbook,28.0,38.0
primed_individual,2.0,41,9,Spruce goose pitcher,30.0,38.0
primed_individual,2.0,42,9,Swiss Army pocket knife,40.0,40.0
primed_individual,2.0,43,9,Motorola bluetooth headset,35.0,40.0
primed_individual,2.0,44,9,McAfee virus scan,40.0,40.0
primed_individual,2.0,45,9,Honey willow hamper with liner,25.0,40.0
primed_individual,2.0,46,9,Mini trampoline,45.0,40.0
primed_individual,2.0,47,9,Nicorette fresh mint gum,19.0,41.0
primed_individual,2.0,48,9,Roxy fringed faux suede bag,29.0,42.0
primed_individual,2.0,49,9,Gevalia connoisseur's coffee basket,40.0,43.0
primed_individual,2.0,50,9,Rainbow wide strap thong,45.0,45.0
primed_individual,2.0,1,10,Flower pencil,12.0,5.0
primed_individual,2.0,2,10,Oat & honey pancake mix,15.0,8.0
primed_individual,2.0,3,10,Pressed flowers mug,12.0,8.0
primed_individual,2.0,4,10,Twiggy chopsticks,12.0,10.0
primed_individual,2.0,5,10,Tea Forté tea sampler,15.0,10.0
primed_individual,2.0,6,10,Energizer batteries,20.0,11.0
primed_individual,2.0,7,10,Body brush,15.0,12.0
primed_individual,2.0,8,10,Canine pajamas,25.0,13.0
primed_individual,2.0,9,10,Nature Made calcium vitamin tablets,40.0,13.0
primed_individual,2.0,10,10,Four-orange chocolate sauce,18.0,14.0
primed_individual,2.0,11,10,L'Oréal hair color dye,25.0,14.0
primed_individual,2.0,12,10,Wood serving tray,22.0,15.0
primed_individual,2.0,13,10,Star Trek UNO game,6.0,15.0
primed_individual,2.0,14,10,Lab Series skincare for men power wash,25.0,18.0
primed_individual,2.0,15,10,Gold floral journal,40.0,18.0
primed_individual,2.0,16,10,Heavy duty flashlight,25.0,19.0
primed_individual,2.0,17,10,Tide concetrated liquid detergent 64-loads,18.0,20.0
primed_individual,2.0,18,10,Nike sleeveless t-shirt,25.0,22.0
primed_individual,2.0,19,10,Br'ita water purifying pitcher,32.0,23.0
primed_individual,2.0,20,10,Starbucks stainless steel tumbler,22.0,23.0
primed_individual,2.0,21,10,Honey pot,12.0,24.0
primed_individual,2.0,22,10,Ice shaver,30.0,25.0
primed_individual,2.0,23,10,French spice stack,25.0,25.0
primed_individual,2.0,24,10,Conair ceramic ionic hairdryer,40.0,25.0
primed_individual,2.0,25,10,Curly-cues fruit bowl,35.0,25.0
primed_individual,2.0,26,10,Feather print racerback tunic,25.0,28.0
primed_individual,2.0,27,10,Brown motif sunglasses,43.0,28.0
primed_individual,2.0,28,10,Kiehl's scented candle,15.0,28.0
primed_individual,2.0,29,10,Converse one star oxfords,45.0,30.0
primed_individual,2.0,30,10,Spalding premier basketball,25.0,30.0
primed_individual,2.0,31,10,Speed blender,50.0,31.0
primed_individual,2.0,32,10,Turtle xylophone,10.0,31.0
primed_individual,2.0,33,10,Crabtree & Evelyn seven seas bath salts,18.0,34.0
primed_individual,2.0,34,10,Mr. Coffee steam espresso machine,50.0,35.0
primed_individual,2.0,35,10,Extra virgin olive oil,18.0,35.0
primed_individual,2.0,36,10,Kate Spade crystal goblet,33.0,35.0
primed_individual,2.0,37,10,Mesh wastebasket,20.0,35.0
primed_individual,2.0,38,10,31'' panther skateboard,46.0,35.0
primed_individual,2.0,39,10,Marc Jacobs 'Miss Marc' earrings,50.0,38.0
primed_individual,2.0,40,10,Food & wine cookbook,45.0,38.0
primed_individual,2.0,41,10,Spruce goose pitcher,15.0,38.0
primed_individual,2.0,42,10,Swiss Army pocket knife,12.0,40.0
primed_individual,2.0,43,10,Motorola bluetooth headset,35.0,40.0
primed_individual,2.0,44,10,McAfee virus scan,40.0,40.0
primed_individual,2.0,45,10,Honey willow hamper with liner,25.0,40.0
primed_individual,2.0,46,10,Mini trampoline,40.0,40.0
primed_individual,2.0,47,10,Nicorette fresh mint gum,17.0,41.0
primed_individual,2.0,48,10,Roxy fringed faux suede bag,40.0,42.0
primed_individual,2.0,49,10,Gevalia connoisseur's coffee basket,45.0,43.0
primed_individual,2.0,50,10,Rainbow wide strap thong,22.0,45.0
primed_individual,2.0,1,11,Flower pencil,20.0,5.0
primed_individual,2.0,2,11,Oat & honey pancake mix,25.0,8.0
primed_individual,2.0,3,11,Pressed flowers mug,10.0,8.0
primed_individual,2.0,4,11,Twiggy chopsticks,37.0,10.0
primed_individual,2.0,5,11,Tea Forté tea sampler,25.0,10.0
primed_individual,2.0,6,11,Energizer batteries,10.0,11.0
primed_individual,2.0,7,11,Body brush,25.0,12.0
primed_individual,2.0,8,11,Canine pajamas,34.0,13.0
primed_individual,2.0,9,11,Nature Made calcium vitamin tablets,35.0,13.0
primed_individual,2.0,10,11,Four-orange chocolate sauce,47.0,14.0
primed_individual,2.0,11,11,L'Oréal hair color dye,26.0,14.0
primed_individual,2.0,12,11,Wood serving tray,37.0,15.0
primed_individual,2.0,13,11,Star Trek UNO game,45.0,15.0
primed_individual,2.0,14,11,Lab Series skincare for men power wash,13.0,18.0
primed_individual,2.0,15,11,Gold floral journal,28.0,18.0
primed_individual,2.0,16,11,Heavy duty flashlight,23.0,19.0
primed_individual,2.0,17,11,Tide concetrated liquid detergent 64-loads,10.0,20.0
primed_individual,2.0,18,11,Nike sleeveless t-shirt,10.0,22.0
primed_individual,2.0,19,11,Br'ita water purifying pitcher,37.0,23.0
primed_individual,2.0,20,11,Starbucks stainless steel tumbler,14.0,23.0
primed_individual,2.0,21,11,Honey pot,24.0,24.0
primed_individual,2.0,22,11,Ice shaver,38.0,25.0
primed_individual,2.0,23,11,French spice stack,20.0,25.0
primed_individual,2.0,24,11,Conair ceramic ionic hairdryer,30.0,25.0
primed_individual,2.0,25,11,Curly-cues fruit bowl,24.0,25.0
primed_individual,2.0,26,11,Feather print racerback tunic,20.0,28.0
primed_individual,2.0,27,11,Brown motif sunglasses,37.0,28.0
primed_individual,2.0,28,11,Kiehl's scented candle,32.0,28.0
primed_individual,2.0,29,11,Converse one star oxfords,27.0,30.0
primed_individual,2.0,30,11,Spalding premier basketball,10.0,30.0
primed_individual,2.0,31,11,Speed blender,35.0,31.0
primed_individual,2.0,32,11,Turtle xylophone,20.0,31.0
primed_individual,2.0,33,11,Crabtree & Evelyn seven seas bath salts,36.0,34.0
primed_individual,2.0,34,11,Mr. Coffee steam espresso machine,35.0,35.0
primed_individual,2.0,35,11,Extra virgin olive oil,18.0,35.0
primed_individual,2.0,36,11,Kate Spade crystal goblet,19.0,35.0
primed_individual,2.0,37,11,Mesh wastebasket,30.0,35.0
primed_individual,2.0,38,11,31'' panther skateboard,45.0,35.0
primed_individual,2.0,39,11,Marc Jacobs 'Miss Marc' earrings,45.0,38.0
primed_individual,2.0,40,11,Food & wine cookbook,24.0,38.0
primed_individual,2.0,41,11,Spruce goose pitcher,13.0,38.0
primed_individual,2.0,42,11,Swiss Army pocket knife,26.0,40.0
primed_individual,2.0,43,11,Motorola bluetooth headset,29.0,40.0
primed_individual,2.0,44,11,McAfee virus scan,45.0,40.0
primed_individual,2.0,45,11,Honey willow hamper with liner,15.0,40.0
primed_individual,2.0,46,11,Mini trampoline,36.0,40.0
primed_individual,2.0,47,11,Nicorette fresh mint gum,10.0,41.0
primed_individual,2.0,48,11,Roxy fringed faux suede bag,35.0,42.0
primed_individual,2.0,49,11,Gevalia connoisseur's coffee basket,45.0,43.0
primed_individual,2.0,50,11,Rainbow wide strap thong,30.0,45.0
primed_individual,2.0,1,12,Flower pencil,5.0,5.0
primed_individual,2.0,2,12,Oat & honey pancake mix,10.0,8.0
primed_individual,2.0,3,12,Pressed flowers mug,10.0,8.0
primed_individual,2.0,4,12,Twiggy chopsticks,5.0,10.0
