participant,quarter,session,problem,presentationOrder,burstPoint,nPumps,burst
408,W2023,1,12,3.0,4,2,0
408,W2023,1,13,4.0,4,3,0
408,W2023,1,14,18.0,3,3,1
408,W2023,1,15,11.0,3,2,0
408,W2023,1,16,14.0,2,2,1
408,W2023,1,17,10.0,2,2,1
408,W2023,1,18,1.0,1,1,1
408,W2023,1,19,9.0,1,1,1
408,W2023,1,20,13.0,1,1,1
380,W2023,1,1,7.0,11,1,0
380,W2023,1,2,19.0,9,5,0
380,W2023,1,3,17.0,8,2,0
380,W2023,1,4,20.0,8,3,0
380,W2023,1,5,15.0,7,6,0
380,W2023,1,6,6.0,6,4,0
380,W2023,1,7,8.0,6,3,0
380,W2023,1,8,18.0,5,2,0
380,W2023,1,9,2.0,5,2,0
380,W2023,1,10,1.0,5,4,0
380,W2023,1,11,11.0,5,2,0
380,W2023,1,12,12.0,4,4,1
380,W2023,1,13,13.0,4,4,1
380,W2023,1,14,14.0,3,3,1
380,W2023,1,15,16.0,3,3,1
380,W2023,1,16,5.0,2,2,1
380,W2023,1,17,10.0,2,2,1
380,W2023,1,18,3.0,1,1,1
380,W2023,1,19,9.0,1,1,1
380,W2023,1,20,4.0,1,1,1
402,W2023,1,1,14.0,11,4,0
402,W2023,1,2,4.0,9,3,0
402,W2023,1,3,11.0,8,4,0
402,W2023,1,4,17.0,8,5,0
402,W2023,1,5,8.0,7,3,0
402,W2023,1,6,6.0,6,6,1
402,W2023,1,7,10.0,6,4,0
402,W2023,1,8,18.0,5,5,1
402,W2023,1,9,20.0,5,5,1
402,W2023,1,10,13.0,5,5,1
402,W2023,1,11,7.0,5,5,1
402,W2023,1,12,5.0,4,4,1
402,W2023,1,13,12.0,4,4,1
402,W2023,1,14,2.0,3,3,1
402,W2023,1,15,1.0,3,3,1
402,W2023,1,16,9.0,2,2,1
402,W2023,1,17,16.0,2,2,1
402,W2023,1,18,19.0,1,1,1
402,W2023,1,19,3.0,1,1,1
402,W2023,1,20,15.0,1,1,1
226,W2023,1,1,16.0,11,3,0
226,W2023,1,2,13.0,9,5,0
226,W2023,1,3,18.0,8,3,0
226,W2023,1,4,5.0,8,3,0
226,W2023,1,5,2.0,7,3,0
226,W2023,1,6,3.0,6,4,0
226,W2023,1,7,19.0,6,6,1
226,W2023,1,8,10.0,5,4,0
226,W2023,1,9,6.0,5,3,0
226,W2023,1,10,9.0,5,5,1
226,W2023,1,11,12.0,5,4,0
226,W2023,1,12,14.0,4,4,1
226,W2023,1,13,1.0,4,4,1
226,W2023,1,14,17.0,3,3,1
226,W2023,1,15,4.0,3,3,1
226,W2023,1,16,11.0,2,2,1
226,W2023,1,17,7.0,2,1,0
226,W2023,1,18,8.0,1,1,1
226,W2023,1,19,20.0,1,1,1
226,W2023,1,20,15.0,1,1,1
242,W2023,1,1,3.0,11,7,0
242,W2023,1,2,11.0,9,3,0
242,W2023,1,3,2.0,8,3,0
242,W2023,1,4,18.0,8,4,0
242,W2023,1,5,5.0,7,4,0
242,W2023,1,6,9.0,6,5,0
242,W2023,1,7,6.0,6,6,1
242,W2023,1,8,1.0,5,1,0
242,W2023,1,9,7.0,5,3,0
242,W2023,1,10,17.0,5,3,0
242,W2023,1,11,16.0,5,5,1
242,W2023,1,12,19.0,4,4,1
242,W2023,1,13,8.0,4,3,0
242,W2023,1,14,13.0,3,1,0
242,W2023,1,15,12.0,3,3,1
242,W2023,1,16,15.0,2,2,1
242,W2023,1,17,20.0,2,2,1
242,W2023,1,18,14.0,1,1,1
242,W2023,1,19,10.0,1,1,1
242,W2023,1,20,4.0,1,1,1
544,W2023,1,1,18.0,11,1,0
544,W2023,1,2,15.0,9,3,0
544,W2023,1,3,2.0,8,4,0
544,W2023,1,4,19.0,8,4,0
544,W2023,1,5,5.0,7,4,0
544,W2023,1,6,11.0,6,4,0
544,W2023,1,7,8.0,6,4,0
544,W2023,1,8,17.0,5,4,0
544,W2023,1,9,20.0,5,5,1
544,W2023,1,10,13.0,5,2,0
544,W2023,1,11,4.0,5,3,0
544,W2023,1,12,3.0,4,4,1
544,W2023,1,13,16.0,4,4,1
544,W2023,1,14,9.0,3,3,1
544,W2023,1,15,12.0,3,2,0
544,W2023,1,16,14.0,2,2,1
544,W2023,1,17,1.0,2,2,1
544,W2023,1,18,10.0,1,1,1
544,W2023,1,19,6.0,1,1,1
544,W2023,1,20,7.0,1,1,1
255,W2023,1,1,14.0,11,3,0
255,W2023,1,2,11.0,9,2,0
255,W2023,1,3,4.0,8,2,0
255,W2023,1,4,9.0,8,2,0
255,W2023,1,5,20.0,7,1,0
255,W2023,1,6,17.0,6,4,0
255,W2023,1,7,8.0,6,1,0
255,W2023,1,8,15.0,5,1,0
255,W2023,1,9,16.0,5,3,0
255,W2023,1,10,19.0,5,3,0
255,W2023,1,11,1.0,5,1,0
255,W2023,1,12,13.0,4,0,0
255,W2023,1,13,3.0,4,0,0
255,W2023,1,14,5.0,3,3,1
255,W2023,1,15,12.0,3,1,0
255,W2023,1,16,7.0,2,2,1
255,W2023,1,17,18.0,2,2,1
255,W2023,1,18,10.0,1,1,1
255,W2023,1,19,2.0,1,1,1
255,W2023,1,20,6.0,1,1,1
428,W2023,1,1,1.0,11,3,0
428,W2023,1,2,10.0,9,4,0
428,W2023,1,3,18.0,8,1,0
428,W2023,1,4,17.0,8,3,0
428,W2023,1,5,14.0,7,2,0
428,W2023,1,6,5.0,6,2,0
428,W2023,1,7,6.0,6,3,0
428,W2023,1,8,4.0,5,3,0
428,W2023,1,9,9.0,5,3,0
428,W2023,1,10,2.0,5,5,1
428,W2023,1,11,20.0,5,2,0
428,W2023,1,12,19.0,4,2,0
428,W2023,1,13,7.0,4,2,0
428,W2023,1,14,15.0,3,1,0
428,W2023,1,15,3.0,3,3,1
428,W2023,1,16,12.0,2,1,0
428,W2023,1,17,8.0,2,2,1
428,W2023,1,18,13.0,1,1,1
428,W2023,1,19,11.0,1,0,0
428,W2023,1,20,16.0,1,1,1
29,W2023,1,1,3.0,11,5,0
29,W2023,1,2,16.0,9,7,0
29,W2023,1,3,9.0,8,4,0
29,W2023,1,4,18.0,8,3,0
29,W2023,1,5,17.0,7,5,0
29,W2023,1,6,7.0,6,4,0
29,W2023,1,7,1.0,6,5,0
29,W2023,1,8,10.0,5,3,0
29,W2023,1,9,19.0,5,2,0
29,W2023,1,10,14.0,5,5,1
29,W2023,1,11,12.0,5,3,0
29,W2023,1,12,5.0,4,3,0
29,W2023,1,13,20.0,4,4,1
29,W2023,1,14,4.0,3,3,1
29,W2023,1,15,13.0,3,3,1
29,W2023,1,16,15.0,2,2,1
29,W2023,1,17,8.0,2,2,1
29,W2023,1,18,6.0,1,1,1
29,W2023,1,19,11.0,1,1,1
29,W2023,1,20,2.0,1,0,0
543,W2023,1,1,8.0,11,5,0
543,W2023,1,2,11.0,9,5,0
543,W2023,1,3,1.0,8,3,0
543,W2023,1,4,10.0,8,6,0
543,W2023,1,5,17.0,7,4,0
543,W2023,1,6,15.0,6,3,0
543,W2023,1,7,18.0,6,4,0
543,W2023,1,8,6.0,5,3,0
543,W2023,1,9,3.0,5,3,0
543,W2023,1,10,7.0,5,5,1
543,W2023,1,11,12.0,5,4,0
543,W2023,1,12,14.0,4,4,1
543,W2023,1,13,16.0,4,4,1
543,W2023,1,14,9.0,3,3,1
543,W2023,1,15,5.0,3,3,1
543,W2023,1,16,2.0,2,2,1
543,W2023,1,17,19.0,2,2,1
543,W2023,1,18,4.0,1,1,1
543,W2023,1,19,20.0,1,1,1
543,W2023,1,20,13.0,1,1,1
337,W2023,1,1,9.0,11,4,0
337,W2023,1,2,13.0,9,3,0
337,W2023,1,3,18.0,8,3,0
337,W2023,1,4,19.0,8,3,0
337,W2023,1,5,16.0,7,2,0
337,W2023,1,6,15.0,6,0,0
337,W2023,1,7,3.0,6,2,0
337,W2023,1,8,8.0,5,5,1
337,W2023,1,9,20.0,5,4,0
337,W2023,1,10,14.0,5,4,0
337,W2023,1,11,4.0,5,4,0
337,W2023,1,12,17.0,4,0,0
337,W2023,1,13,6.0,4,4,1
337,W2023,1,14,12.0,3,0,0
337,W2023,1,15,11.0,3,2,0
337,W2023,1,16,5.0,2,2,1
337,W2023,1,17,2.0,2,2,1
337,W2023,1,18,7.0,1,1,1
337,W2023,1,19,1.0,1,1,1
337,W2023,1,20,10.0,1,1,1
201,W2023,1,1,1.0,11,1,0
201,W2023,1,2,20.0,9,2,0
201,W2023,1,3,5.0,8,5,0
201,W2023,1,4,12.0,8,0,0
201,W2023,1,5,17.0,7,3,0
201,W2023,1,6,14.0,6,3,0
201,W2023,1,7,15.0,6,3,0
201,W2023,1,8,2.0,5,5,1
201,W2023,1,9,7.0,5,4,0
201,W2023,1,10,9.0,5,4,0
201,W2023,1,11,11.0,5,5,1
201,W2023,1,12,13.0,4,4,1
201,W2023,1,13,16.0,4,4,1
201,W2023,1,14,6.0,3,3,1
201,W2023,1,15,18.0,3,3,1
201,W2023,1,16,8.0,2,2,1
201,W2023,1,17,10.0,2,2,1
201,W2023,1,18,19.0,1,1,1
201,W2023,1,19,4.0,1,1,1
201,W2023,1,20,3.0,1,1,1
307,W2023,1,1,19.0,11,5,0
307,W2023,1,2,11.0,9,3,0
307,W2023,1,3,6.0,8,2,0
307,W2023,1,4,4.0,8,4,0
307,W2023,1,5,18.0,7,3,0
307,W2023,1,6,1.0,6,3,0
307,W2023,1,7,7.0,6,6,1
307,W2023,1,8,20.0,5,4,0
307,W2023,1,9,17.0,5,3,0
307,W2023,1,10,13.0,5,3,0
307,W2023,1,11,9.0,5,0,0
307,W2023,1,12,14.0,4,4,1
307,W2023,1,13,10.0,4,4,1
307,W2023,1,14,16.0,3,3,1
307,W2023,1,15,2.0,3,3,1
307,W2023,1,16,12.0,2,2,1
307,W2023,1,17,15.0,2,2,1
307,W2023,1,18,3.0,1,1,1
307,W2023,1,19,5.0,1,1,1
307,W2023,1,20,8.0,1,1,1
307,W2023,2,1,12.0,11,5,0
307,W2023,2,2,4.0,9,5,0
307,W2023,2,3,17.0,8,4,0
307,W2023,2,4,10.0,8,4,0
307,W2023,2,5,19.0,7,4,0
307,W2023,2,6,3.0,6,4,0
307,W2023,2,7,11.0,6,4,0
307,W2023,2,8,20.0,5,4,0
307,W2023,2,9,5.0,5,4,0
307,W2023,2,10,15.0,5,5,1
307,W2023,2,11,7.0,5,5,1
307,W2023,2,12,14.0,4,3,0
307,W2023,2,13,16.0,4,4,1
307,W2023,2,14,6.0,3,3,1
307,W2023,2,15,1.0,3,3,1
307,W2023,2,16,13.0,2,2,1
307,W2023,2,17,8.0,2,2,1
307,W2023,2,18,2.0,1,1,1
307,W2023,2,19,9.0,1,1,1
307,W2023,2,20,18.0,1,1,1
570,W2023,1,1,1.0,11,3,0
570,W2023,1,2,11.0,9,5,0
570,W2023,1,3,4.0,8,3,0
570,W2023,1,4,16.0,8,8,1
570,W2023,1,5,19.0,7,4,0
570,W2023,1,6,14.0,6,3,0
570,W2023,1,7,13.0,6,4,0
570,W2023,1,8,17.0,5,4,0
570,W2023,1,9,20.0,5,5,1
570,W2023,1,10,6.0,5,5,1
570,W2023,1,11,2.0,5,4,0
570,W2023,1,12,18.0,4,4,1
570,W2023,1,13,3.0,4,4,1
570,W2023,1,14,9.0,3,3,1
570,W2023,1,15,10.0,3,0,0
570,W2023,1,16,12.0,2,2,1
570,W2023,1,17,15.0,2,2,1
570,W2023,1,18,5.0,1,1,1
570,W2023,1,19,8.0,1,1,1
570,W2023,1,20,7.0,1,1,1
190,W2023,1,1,13.0,11,6,0
190,W2023,1,2,17.0,9,4,0
190,W2023,1,3,11.0,8,8,1
190,W2023,1,4,14.0,8,6,0
190,W2023,1,5,9.0,7,4,0
190,W2023,1,6,1.0,6,3,0
190,W2023,1,7,15.0,6,6,1
190,W2023,1,8,10.0,5,3,0
190,W2023,1,9,3.0,5,3,0
190,W2023,1,10,19.0,5,5,1
190,W2023,1,11,16.0,5,5,1
190,W2023,1,12,12.0,4,4,1
190,W2023,1,13,6.0,4,4,1
190,W2023,1,14,18.0,3,3,1
190,W2023,1,15,4.0,3,3,1
190,W2023,1,16,2.0,2,2,1
190,W2023,1,17,20.0,2,2,1
190,W2023,1,18,7.0,1,1,1
190,W2023,1,19,8.0,1,1,1
190,W2023,1,20,5.0,1,1,1
510,W2023,1,1,7.0,11,3,0
510,W2023,1,2,15.0,9,3,0
510,W2023,1,3,12.0,8,2,0
510,W2023,1,4,18.0,8,3,0
510,W2023,1,5,17.0,7,3,0
510,W2023,1,6,11.0,6,3,0
510,W2023,1,7,6.0,6,4,0
510,W2023,1,8,1.0,5,3,0
510,W2023,1,9,9.0,5,5,1
510,W2023,1,10,19.0,5,3,0
510,W2023,1,11,20.0,5,2,0
510,W2023,1,12,3.0,4,4,1
510,W2023,1,13,16.0,4,3,0
510,W2023,1,14,2.0,3,2,0
510,W2023,1,15,14.0,3,3,1
510,W2023,1,16,10.0,2,2,1
510,W2023,1,17,8.0,2,2,1
510,W2023,1,18,5.0,1,1,1
510,W2023,1,19,4.0,1,1,1
510,W2023,1,20,13.0,1,1,1
78,W2023,1,1,14.0,11,4,0
78,W2023,1,2,4.0,9,5,0
78,W2023,1,3,15.0,8,4,0
78,W2023,1,4,1.0,8,2,0
78,W2023,1,5,2.0,7,5,0
78,W2023,1,6,13.0,6,6,1
78,W2023,1,7,12.0,6,4,0
78,W2023,1,8,19.0,5,5,1
78,W2023,1,9,18.0,5,4,0
78,W2023,1,10,6.0,5,4,0
78,W2023,1,11,10.0,5,4,0
78,W2023,1,12,8.0,4,4,1
78,W2023,1,13,3.0,4,4,1
78,W2023,1,14,16.0,3,3,1
78,W2023,1,15,7.0,3,1,0
78,W2023,1,16,5.0,2,2,1
78,W2023,1,17,20.0,2,2,1
78,W2023,1,18,9.0,1,1,1
78,W2023,1,19,17.0,1,1,1
78,W2023,1,20,11.0,1,1,1
263,W2023,1,1,4.0,11,4,0
263,W2023,1,2,5.0,9,2,0
263,W2023,1,3,10.0,8,3,0
263,W2023,1,4,7.0,8,3,0
263,W2023,1,5,3.0,7,4,0
263,W2023,1,6,6.0,6,5,0
263,W2023,1,7,12.0,6,2,0
263,W2023,1,8,1.0,5,1,0
263,W2023,1,9,9.0,5,3,0
263,W2023,1,10,14.0,5,5,1
263,W2023,1,11,19.0,5,2,0
263,W2023,1,12,20.0,4,4,1
263,W2023,1,13,17.0,4,4,1
263,W2023,1,14,8.0,3,3,1
263,W2023,1,15,2.0,3,3,1
263,W2023,1,16,13.0,2,2,1
263,W2023,1,17,18.0,2,2,1
263,W2023,1,18,16.0,1,1,1
263,W2023,1,19,11.0,1,1,1
263,W2023,1,20,15.0,1,1,1
272,W2023,1,1,13.0,11,4,0
272,W2023,1,2,4.0,9,4,0
272,W2023,1,3,18.0,8,4,0
272,W2023,1,4,3.0,8,3,0
272,W2023,1,5,6.0,7,5,0
272,W2023,1,6,5.0,6,4,0
272,W2023,1,7,20.0,6,6,1
272,W2023,1,8,7.0,5,5,1
272,W2023,1,9,15.0,5,4,0
272,W2023,1,10,10.0,5,5,1
272,W2023,1,11,1.0,5,4,0
272,W2023,1,12,11.0,4,4,1
272,W2023,1,13,8.0,4,4,1
272,W2023,1,14,17.0,3,3,1
272,W2023,1,15,19.0,3,3,1
272,W2023,1,16,12.0,2,2,1
272,W2023,1,17,9.0,2,2,1
272,W2023,1,18,14.0,1,1,1
272,W2023,1,19,2.0,1,1,1
272,W2023,1,20,16.0,1,1,1
43,W2023,1,1,7.0,11,2,0
43,W2023,1,2,18.0,9,2,0
43,W2023,1,3,15.0,8,2,0
43,W2023,1,4,17.0,8,2,0
43,W2023,1,5,16.0,7,3,0
43,W2023,1,6,8.0,6,3,0
43,W2023,1,7,4.0,6,2,0
43,W2023,1,8,6.0,5,3,0
43,W2023,1,9,11.0,5,3,0
43,W2023,1,10,5.0,5,2,0
43,W2023,1,11,12.0,5,2,0
43,W2023,1,12,1.0,4,4,1
43,W2023,1,13,14.0,4,3,0
43,W2023,1,14,3.0,3,3,1
43,W2023,1,15,9.0,3,2,0
43,W2023,1,16,10.0,2,2,1
43,W2023,1,17,13.0,2,2,1
43,W2023,1,18,20.0,1,1,1
43,W2023,1,19,19.0,1,1,1
43,W2023,1,20,2.0,1,1,1
50,W2023,1,1,15.0,11,6,0
50,W2023,1,2,16.0,9,6,0
50,W2023,1,3,6.0,8,7,0
50,W2023,1,4,1.0,8,5,0
50,W2023,1,5,3.0,7,5,0
50,W2023,1,6,18.0,6,4,0
50,W2023,1,7,4.0,6,6,1
50,W2023,1,8,7.0,5,2,0
50,W2023,1,9,2.0,5,0,0
50,W2023,1,10,11.0,5,5,1
50,W2023,1,11,12.0,5,5,1
50,W2023,1,12,13.0,4,4,1
50,W2023,1,13,14.0,4,4,1
50,W2023,1,14,8.0,3,3,1
50,W2023,1,15,20.0,3,3,1
50,W2023,1,16,19.0,2,2,1
50,W2023,1,17,9.0,2,2,1
50,W2023,1,18,17.0,1,1,1
50,W2023,1,19,10.0,1,1,1
50,W2023,1,20,5.0,1,1,1
301,W2023,1,1,2.0,11,3,0
301,W2023,1,2,16.0,9,5,0
301,W2023,1,3,8.0,8,5,0
301,W2023,1,4,17.0,8,5,0
301,W2023,1,5,19.0,7,3,0
301,W2023,1,6,13.0,6,5,0
301,W2023,1,7,10.0,6,4,0
301,W2023,1,8,5.0,5,4,0
301,W2023,1,9,7.0,5,4,0
301,W2023,1,10,20.0,5,4,0
301,W2023,1,11,1.0,5,4,0
301,W2023,1,12,18.0,4,4,1
301,W2023,1,13,4.0,4,4,1
301,W2023,1,14,3.0,3,3,1
301,W2023,1,15,14.0,3,3,1
301,W2023,1,16,6.0,2,2,1
301,W2023,1,17,15.0,2,2,1
301,W2023,1,18,11.0,1,1,1
301,W2023,1,19,9.0,1,1,1
301,W2023,1,20,12.0,1,1,1
411,W2023,1,1,14.0,11,4,0
411,W2023,1,2,19.0,9,6,0
411,W2023,1,3,18.0,8,5,0
411,W2023,1,4,13.0,8,5,0
411,W2023,1,5,1.0,7,7,1
411,W2023,1,6,16.0,6,4,0
411,W2023,1,7,8.0,6,5,0
411,W2023,1,8,7.0,5,5,1
411,W2023,1,9,6.0,5,3,0
411,W2023,1,10,3.0,5,5,1
411,W2023,1,11,12.0,5,4,0
411,W2023,1,12,15.0,4,4,1
411,W2023,1,13,4.0,4,4,1
411,W2023,1,14,20.0,3,3,1
411,W2023,1,15,9.0,3,3,1
411,W2023,1,16,11.0,2,2,1
411,W2023,1,17,2.0,2,2,1
411,W2023,1,18,17.0,1,1,1
411,W2023,1,19,5.0,1,1,1
411,W2023,1,20,10.0,1,1,1
517,W2023,1,1,20.0,11,4,0
517,W2023,1,2,3.0,9,4,0
517,W2023,1,3,18.0,8,2,0
517,W2023,1,4,15.0,8,3,0
517,W2023,1,5,13.0,7,2,0
517,W2023,1,6,10.0,6,2,0
517,W2023,1,7,14.0,6,3,0
517,W2023,1,8,12.0,5,3,0
517,W2023,1,9,6.0,5,3,0
517,W2023,1,10,4.0,5,4,0
517,W2023,1,11,9.0,5,2,0
517,W2023,1,12,8.0,4,2,0
517,W2023,1,13,16.0,4,4,1
517,W2023,1,14,7.0,3,2,0
517,W2023,1,15,11.0,3,3,1
517,W2023,1,16,5.0,2,2,1
517,W2023,1,17,1.0,2,2,1
517,W2023,1,18,2.0,1,1,1
517,W2023,1,19,19.0,1,1,1
517,W2023,1,20,17.0,1,1,1
498,W2023,1,1,3.0,11,4,0
498,W2023,1,2,15.0,9,7,0
498,W2023,1,3,17.0,8,3,0
498,W2023,1,4,14.0,8,4,0
498,W2023,1,5,2.0,7,4,0
498,W2023,1,6,20.0,6,6,1
498,W2023,1,7,1.0,6,6,1
498,W2023,1,8,7.0,5,4,0
498,W2023,1,9,8.0,5,5,1
498,W2023,1,10,13.0,5,5,1
498,W2023,1,11,10.0,5,5,1
498,W2023,1,12,4.0,4,4,1
498,W2023,1,13,12.0,4,4,1
498,W2023,1,14,9.0,3,3,1
498,W2023,1,15,19.0,3,3,1
498,W2023,1,16,18.0,2,2,1
498,W2023,1,17,11.0,2,2,1
498,W2023,1,18,6.0,1,1,1
498,W2023,1,19,16.0,1,1,1
498,W2023,1,20,5.0,1,1,1
450,W2023,1,1,12.0,11,1,0
450,W2023,1,2,17.0,9,0,0
450,W2023,1,3,14.0,8,2,0
450,W2023,1,4,7.0,8,1,0
450,W2023,1,5,2.0,7,1,0
450,W2023,1,6,20.0,6,0,0
450,W2023,1,7,6.0,6,1,0
450,W2023,1,8,4.0,5,0,0
450,W2023,1,9,5.0,5,0,0
450,W2023,1,10,8.0,5,3,0
450,W2023,1,11,1.0,5,2,0
450,W2023,1,12,19.0,4,1,0
450,W2023,1,13,15.0,4,4,1
450,W2023,1,14,3.0,3,3,1
450,W2023,1,15,16.0,3,0,0
450,W2023,1,16,10.0,2,0,0
450,W2023,1,17,13.0,2,1,0
450,W2023,1,18,9.0,1,1,1
450,W2023,1,19,18.0,1,0,0
450,W2023,1,20,11.0,1,1,1
102,W2023,1,1,15.0,11,5,0
102,W2023,1,2,20.0,9,6,0
102,W2023,1,3,14.0,8,2,0
102,W2023,1,4,13.0,8,8,1
102,W2023,1,5,7.0,7,5,0
102,W2023,1,6,3.0,6,6,1
102,W2023,1,7,5.0,6,3,0
102,W2023,1,8,6.0,5,5,1
102,W2023,1,9,11.0,5,5,1
102,W2023,1,10,1.0,5,4,0
102,W2023,1,11,9.0,5,5,1
102,W2023,1,12,12.0,4,4,1
102,W2023,1,13,16.0,4,4,1
102,W2023,1,14,18.0,3,3,1
102,W2023,1,15,17.0,3,2,0
102,W2023,1,16,19.0,2,2,1
102,W2023,1,17,2.0,2,2,1
102,W2023,1,18,4.0,1,1,1
102,W2023,1,19,8.0,1,1,1
102,W2023,1,20,10.0,1,1,1
31,W2023,1,1,15.0,11,3,0
31,W2023,1,2,6.0,9,2,0
31,W2023,1,3,17.0,8,5,0
31,W2023,1,4,13.0,8,2,0
31,W2023,1,5,19.0,7,3,0
31,W2023,1,6,12.0,6,3,0
31,W2023,1,7,16.0,6,0,0
31,W2023,1,8,14.0,5,5,1
31,W2023,1,9,18.0,5,3,0
31,W2023,1,10,2.0,5,5,1
31,W2023,1,11,1.0,5,0,0
31,W2023,1,12,11.0,4,4,1
31,W2023,1,13,3.0,4,1,0
31,W2023,1,14,20.0,3,2,0
31,W2023,1,15,9.0,3,3,1
31,W2023,1,16,4.0,2,2,1
31,W2023,1,17,7.0,2,2,1
31,W2023,1,18,8.0,1,1,1
31,W2023,1,19,5.0,1,1,1
31,W2023,1,20,10.0,1,1,1
508,W2023,1,1,10.0,11,6,0
508,W2023,1,2,19.0,9,4,0
508,W2023,1,3,6.0,8,4,0
508,W2023,1,4,20.0,8,7,0
508,W2023,1,5,16.0,7,4,0
508,W2023,1,6,2.0,6,6,1
508,W2023,1,7,8.0,6,6,1
508,W2023,1,8,1.0,5,5,1
508,W2023,1,9,7.0,5,5,1
508,W2023,1,10,4.0,5,5,1
508,W2023,1,11,3.0,5,5,1
508,W2023,1,12,12.0,4,4,1
508,W2023,1,13,18.0,4,4,1
508,W2023,1,14,13.0,3,3,1
508,W2023,1,15,17.0,3,3,1
508,W2023,1,16,5.0,2,2,1
508,W2023,1,17,9.0,2,2,1
508,W2023,1,18,15.0,1,1,1
508,W2023,1,19,14.0,1,1,1
508,W2023,1,20,11.0,1,1,1
531,W2023,1,1,8.0,11,2,0
531,W2023,1,2,7.0,9,3,0
531,W2023,1,3,2.0,8,2,0
531,W2023,1,4,1.0,8,2,0
531,W2023,1,5,16.0,7,2,0
531,W2023,1,6,13.0,6,1,0
531,W2023,1,7,5.0,6,2,0
531,W2023,1,8,11.0,5,2,0
531,W2023,1,9,6.0,5,1,0
531,W2023,1,10,14.0,5,1,0
531,W2023,1,11,17.0,5,3,0
531,W2023,1,12,12.0,4,3,0
531,W2023,1,13,19.0,4,3,0
531,W2023,1,14,4.0,3,2,0
531,W2023,1,15,18.0,3,2,0
531,W2023,1,16,3.0,2,2,1
531,W2023,1,17,20.0,2,2,1
531,W2023,1,18,15.0,1,1,1
531,W2023,1,19,9.0,1,1,1
531,W2023,1,20,10.0,1,1,1
524,W2023,1,1,8.0,11,4,0
524,W2023,1,2,15.0,9,5,0
524,W2023,1,3,14.0,8,4,0
524,W2023,1,4,13.0,8,2,0
524,W2023,1,5,20.0,7,4,0
524,W2023,1,6,3.0,6,3,0
524,W2023,1,7,17.0,6,4,0
524,W2023,1,8,6.0,5,3,0
524,W2023,1,9,4.0,5,5,1
524,W2023,1,10,5.0,5,2,0
524,W2023,1,11,11.0,5,3,0
524,W2023,1,12,10.0,4,3,0
524,W2023,1,13,2.0,4,3,0
524,W2023,1,14,18.0,3,3,1
524,W2023,1,15,1.0,3,3,1
524,W2023,1,16,7.0,2,2,1
524,W2023,1,17,9.0,2,2,1
524,W2023,1,18,12.0,1,1,1
524,W2023,1,19,16.0,1,1,1
524,W2023,1,20,19.0,1,1,1
483,W2023,1,1,10.0,11,3,0
483,W2023,1,2,1.0,9,1,0
483,W2023,1,3,5.0,8,0,0
483,W2023,1,4,15.0,8,3,0
483,W2023,1,5,13.0,7,3,0
483,W2023,1,6,8.0,6,1,0
483,W2023,1,7,11.0,6,2,0
483,W2023,1,8,14.0,5,2,0
483,W2023,1,9,18.0,5,1,0
483,W2023,1,10,19.0,5,2,0
483,W2023,1,11,3.0,5,3,0
483,W2023,1,12,7.0,4,2,0
483,W2023,1,13,20.0,4,4,1
483,W2023,1,14,16.0,3,3,1
483,W2023,1,15,9.0,3,3,1
483,W2023,1,16,12.0,2,2,1
483,W2023,1,17,6.0,2,2,1
483,W2023,1,18,4.0,1,1,1
483,W2023,1,19,17.0,1,1,1
483,W2023,1,20,2.0,1,1,1
92,W2023,1,1,2.0,11,3,0
92,W2023,1,2,9.0,9,3,0
92,W2023,1,3,14.0,8,3,0
92,W2023,1,4,1.0,8,3,0
92,W2023,1,5,18.0,7,3,0
92,W2023,1,6,7.0,6,3,0
92,W2023,1,7,5.0,6,4,0
92,W2023,1,8,8.0,5,4,0
92,W2023,1,9,10.0,5,5,1
92,W2023,1,10,4.0,5,4,0
92,W2023,1,11,20.0,5,4,0
92,W2023,1,12,17.0,4,4,1
92,W2023,1,13,3.0,4,4,1
92,W2023,1,14,11.0,3,3,1
92,W2023,1,15,6.0,3,3,1
92,W2023,1,16,19.0,2,2,1
92,W2023,1,17,13.0,2,2,1
92,W2023,1,18,12.0,1,1,1
92,W2023,1,19,16.0,1,1,1
92,W2023,1,20,15.0,1,1,1
63,W2023,1,1,13.0,11,7,0
63,W2023,1,2,10.0,9,6,0
63,W2023,1,3,8.0,8,8,1
63,W2023,1,4,19.0,8,5,0
63,W2023,1,5,7.0,7,3,0
63,W2023,1,6,16.0,6,5,0
63,W2023,1,7,14.0,6,6,1
63,W2023,1,8,2.0,5,5,1
63,W2023,1,9,9.0,5,5,1
63,W2023,1,10,15.0,5,5,1
63,W2023,1,11,17.0,5,4,0
63,W2023,1,12,18.0,4,4,1
63,W2023,1,13,5.0,4,4,1
63,W2023,1,14,11.0,3,3,1
63,W2023,1,15,1.0,3,3,1
63,W2023,1,16,20.0,2,2,1
63,W2023,1,17,3.0,2,2,1
63,W2023,1,18,4.0,1,1,1
63,W2023,1,19,12.0,1,1,1
63,W2023,1,20,6.0,1,1,1
79,W2023,1,1,4.0,11,4,0
79,W2023,1,2,7.0,9,5,0
79,W2023,1,3,16.0,8,2,0
79,W2023,1,4,5.0,8,3,0
79,W2023,1,5,11.0,7,4,0
79,W2023,1,6,20.0,6,6,1
79,W2023,1,7,13.0,6,5,0
79,W2023,1,8,8.0,5,4,0
79,W2023,1,9,6.0,5,4,0
