participant,condition,conditionIndex,problem,sequenceLength,choicePosition,problemOrder,value1,value2,value3,value4
12,length4_plentiful,1,6,4,4,2,63.0,29.0,60.0,75.0
12,length4_plentiful,1,7,4,2,30,60.0,71.0,84.0,81.0
12,length4_plentiful,1,8,4,1,1,95.0,52.0,59.0,36.0
12,length4_plentiful,1,9,4,4,13,17.0,65.0,44.0,96.0
12,length4_plentiful,1,10,4,1,5,72.0,38.0,62.0,86.0
12,length4_plentiful,1,11,4,1,24,70.0,76.0,91.0,82.0
12,length4_plentiful,1,12,4,2,23,68.0,90.0,59.0,60.0
12,length4_plentiful,1,13,4,4,12,68.0,38.0,33.0,47.0
12,length4_plentiful,1,14,4,1,29,83.0,79.0,84.0,66.0
12,length4_plentiful,1,15,4,4,9,60.0,59.0,35.0,67.0
12,length4_plentiful,1,16,4,2,19,54.0,68.0,72.0,89.0
12,length4_plentiful,1,17,4,1,7,93.0,55.0,62.0,57.0
12,length4_plentiful,1,18,4,1,35,85.0,87.0,71.0,48.0
12,length4_plentiful,1,19,4,1,6,90.0,79.0,72.0,89.0
12,length4_plentiful,1,20,4,1,36,73.0,74.0,87.0,55.0
12,length4_plentiful,1,21,4,3,27,59.0,66.0,72.0,76.0
12,length4_plentiful,1,22,4,1,37,97.0,80.0,69.0,43.0
12,length4_plentiful,1,23,4,4,16,68.0,42.0,33.0,92.0
12,length4_plentiful,1,24,4,3,38,54.0,44.0,88.0,87.0
12,length4_plentiful,1,25,4,2,8,39.0,64.0,68.0,57.0
12,length4_plentiful,1,26,4,2,22,74.0,79.0,68.0,66.0
12,length4_plentiful,1,27,4,3,14,83.0,64.0,85.0,97.0
12,length4_plentiful,1,28,4,1,11,76.0,39.0,35.0,72.0
12,length4_plentiful,1,29,4,2,15,62.0,88.0,77.0,71.0
12,length4_plentiful,1,30,4,2,4,57.0,77.0,72.0,85.0
12,length4_plentiful,1,31,4,2,17,65.0,87.0,48.0,77.0
12,length4_plentiful,1,32,4,3,26,51.0,52.0,66.0,84.0
12,length4_plentiful,1,33,4,1,20,89.0,87.0,85.0,49.0
12,length4_plentiful,1,34,4,1,25,79.0,57.0,61.0,74.0
12,length4_plentiful,1,35,4,4,40,73.0,70.0,50.0,88.0
12,length4_plentiful,1,36,4,3,33,76.0,74.0,95.0,89.0
12,length4_plentiful,1,37,4,1,10,91.0,60.0,80.0,79.0
12,length4_plentiful,1,38,4,1,21,82.0,43.0,78.0,58.0
12,length4_plentiful,1,39,4,1,34,75.0,81.0,90.0,92.0
12,length4_plentiful,1,40,4,1,3,71.0,61.0,74.0,84.0
12,length8_neutral,2,1,8,5,28,56.0,15.0,66.0,36.0
12,length8_neutral,2,2,8,6,39,22.0,60.0,87.0,84.0
12,length8_neutral,2,3,8,8,32,63.0,74.0,38.0,46.0
12,length8_neutral,2,4,8,3,18,21.0,42.0,84.0,66.0
12,length8_neutral,2,5,8,1,31,93.0,3.0,8.0,59.0
12,length8_neutral,2,6,8,7,2,39.0,56.0,6.0,13.0
12,length8_neutral,2,7,8,3,30,37.0,60.0,82.0,84.0
12,length8_neutral,2,8,8,1,1,77.0,19.0,97.0,65.0
12,length8_neutral,2,9,8,8,13,14.0,26.0,59.0,37.0
12,length8_neutral,2,10,8,3,5,26.0,21.0,50.0,97.0
12,length8_neutral,2,11,8,5,24,58.0,2.0,87.0,9.0
12,length8_neutral,2,12,8,2,23,31.0,81.0,84.0,16.0
12,length8_neutral,2,13,8,8,12,28.0,24.0,62.0,55.0
12,length8_neutral,2,14,8,8,29,81.0,36.0,74.0,79.0
12,length8_neutral,2,15,8,1,9,85.0,12.0,40.0,50.0
12,length8_neutral,2,16,8,1,19,88.0,45.0,7.0,44.0
12,length8_neutral,2,17,8,2,7,42.0,98.0,63.0,28.0
12,length8_neutral,2,18,8,3,35,41.0,44.0,81.0,91.0
12,length8_neutral,2,19,8,4,6,49.0,63.0,15.0,81.0
12,length8_neutral,2,20,8,1,36,77.0,51.0,10.0,37.0
12,length8_neutral,2,21,8,1,27,87.0,95.0,62.0,79.0
12,length8_neutral,2,22,8,5,37,67.0,8.0,34.0,66.0
12,length8_neutral,2,23,8,8,16,8.0,30.0,59.0,32.0
12,length8_neutral,2,24,8,5,38,8.0,50.0,88.0,47.0
12,length8_neutral,2,25,8,4,8,10.0,8.0,27.0,33.0
12,length8_neutral,2,26,8,2,22,61.0,98.0,9.0,73.0
12,length8_neutral,2,27,8,2,14,62.0,72.0,16.0,4.0
12,length8_neutral,2,28,8,2,11,63.0,79.0,32.0,8.0
12,length8_neutral,2,29,8,1,15,92.0,8.0,20.0,75.0
12,length8_neutral,2,30,8,1,4,94.0,62.0,84.0,37.0
12,length8_neutral,2,31,8,1,17,94.0,87.0,24.0,12.0
12,length8_neutral,2,32,8,2,26,45.0,80.0,19.0,64.0
12,length8_neutral,2,33,8,3,20,77.0,66.0,91.0,36.0
12,length8_neutral,2,34,8,5,25,28.0,62.0,65.0,57.0
12,length8_neutral,2,35,8,7,40,7.0,39.0,73.0,35.0
12,length8_neutral,2,36,8,2,33,5.0,75.0,64.0,20.0
12,length8_neutral,2,37,8,6,10,2.0,49.0,12.0,5.0
12,length8_neutral,2,38,8,1,21,95.0,10.0,64.0,84.0
12,length8_neutral,2,39,8,1,34,93.0,5.0,57.0,61.0
12,length8_neutral,2,40,8,1,3,83.0,52.0,96.0,53.0
12,length8_plentiful,3,1,8,5,28,50.0,44.0,45.0,43.0
12,length8_plentiful,3,2,8,3,39,51.0,62.0,93.0,33.0
12,length8_plentiful,3,3,8,3,32,27.0,36.0,79.0,81.0
12,length8_plentiful,3,4,8,1,18,79.0,40.0,37.0,95.0
12,length8_plentiful,3,5,8,4,31,80.0,66.0,70.0,84.0
12,length8_plentiful,3,6,8,6,2,57.0,72.0,63.0,58.0
12,length8_plentiful,3,7,8,1,30,80.0,73.0,61.0,77.0
12,length8_plentiful,3,8,8,1,1,88.0,75.0,80.0,82.0
12,length8_plentiful,3,9,8,2,13,31.0,89.0,67.0,86.0
12,length8_plentiful,3,10,8,1,5,84.0,32.0,59.0,89.0
12,length8_plentiful,3,11,8,1,24,78.0,97.0,53.0,55.0
12,length8_plentiful,3,12,8,5,23,30.0,52.0,54.0,60.0
12,length8_plentiful,3,13,8,2,12,69.0,85.0,44.0,93.0
12,length8_plentiful,3,14,8,4,29,49.0,57.0,62.0,73.0
12,length8_plentiful,3,15,8,1,9,82.0,86.0,52.0,87.0
12,length8_plentiful,3,16,8,1,19,94.0,51.0,79.0,78.0
12,length8_plentiful,3,17,8,1,7,93.0,94.0,26.0,54.0
12,length8_plentiful,3,18,8,1,35,91.0,35.0,56.0,87.0
12,length8_plentiful,3,19,8,6,6,71.0,80.0,36.0,31.0
12,length8_plentiful,3,20,8,4,36,70.0,63.0,53.0,91.0
12,length8_plentiful,3,21,8,8,27,82.0,80.0,18.0,56.0
12,length8_plentiful,3,22,8,1,37,75.0,35.0,79.0,89.0
12,length8_plentiful,3,23,8,5,16,68.0,38.0,35.0,69.0
12,length8_plentiful,3,24,8,5,38,43.0,66.0,74.0,80.0
12,length8_plentiful,3,25,8,3,8,57.0,71.0,97.0,81.0
12,length8_plentiful,3,26,8,1,22,79.0,61.0,62.0,90.0
12,length8_plentiful,3,27,8,1,14,49.0,73.0,57.0,58.0
12,length8_plentiful,3,28,8,3,11,49.0,38.0,81.0,69.0
12,length8_plentiful,3,29,8,8,15,54.0,78.0,52.0,65.0
12,length8_plentiful,3,30,8,5,4,41.0,69.0,63.0,55.0
12,length8_plentiful,3,31,8,2,17,59.0,85.0,46.0,78.0
12,length8_plentiful,3,32,8,1,26,93.0,85.0,92.0,62.0
12,length8_plentiful,3,33,8,2,20,65.0,69.0,88.0,42.0
12,length8_plentiful,3,34,8,3,25,68.0,48.0,71.0,45.0
12,length8_plentiful,3,35,8,8,40,64.0,57.0,75.0,76.0
12,length8_plentiful,3,36,8,8,33,72.0,52.0,49.0,61.0
12,length8_plentiful,3,37,8,8,10,86.0,64.0,24.0,52.0
12,length8_plentiful,3,38,8,5,21,41.0,59.0,25.0,75.0
12,length8_plentiful,3,39,8,8,34,52.0,76.0,67.0,55.0
12,length8_plentiful,3,40,8,2,3,63.0,86.0,82.0,55.0
13,length4_neutral,0,1,4,4,11,49.0,39.0,25.0,81.0
13,length4_neutral,0,2,4,1,24,98.0,93.0,67.0,39.0
13,length4_neutral,0,3,4,3,13,52.0,1.0,85.0,50.0
13,length4_neutral,0,4,4,1,30,63.0,21.0,43.0,28.0
13,length4_neutral,0,5,4,2,14,3.0,93.0,67.0,77.0
13,length4_neutral,0,6,4,2,26,5.0,60.0,53.0,36.0
13,length4_neutral,0,7,4,2,2,12.0,91.0,36.0,95.0
13,length4_neutral,0,8,4,3,12,23.0,40.0,86.0,5.0
13,length4_neutral,0,9,4,4,18,56.0,72.0,22.0,25.0
13,length4_neutral,0,10,4,1,34,81.0,96.0,83.0,71.0
13,length4_neutral,0,11,4,2,39,11.0,98.0,61.0,64.0
13,length4_neutral,0,12,4,3,15,17.0,62.0,80.0,7.0
13,length4_neutral,0,13,4,3,22,42.0,36.0,91.0,16.0
13,length4_neutral,0,14,4,2,5,42.0,80.0,70.0,63.0
13,length4_neutral,0,15,4,4,20,3.0,28.0,25.0,84.0
13,length4_neutral,0,16,4,3,25,35.0,9.0,91.0,24.0
13,length4_neutral,0,17,4,4,1,22.0,26.0,24.0,21.0
13,length4_neutral,0,18,4,1,31,87.0,12.0,50.0,55.0
13,length4_neutral,0,19,4,4,21,36.0,7.0,15.0,44.0
13,length4_neutral,0,20,4,1,19,67.0,63.0,7.0,30.0
13,length4_neutral,0,21,4,2,35,62.0,81.0,72.0,61.0
13,length4_neutral,0,22,4,1,10,64.0,62.0,19.0,48.0
13,length4_neutral,0,23,4,1,32,79.0,69.0,97.0,43.0
13,length4_neutral,0,24,4,4,37,46.0,42.0,6.0,26.0
13,length4_neutral,0,25,4,1,3,62.0,9.0,70.0,94.0
13,length4_neutral,0,26,4,1,7,90.0,54.0,87.0,84.0
13,length4_neutral,0,27,4,1,8,74.0,75.0,43.0,78.0
13,length4_neutral,0,28,4,1,40,85.0,76.0,22.0,16.0
13,length4_neutral,0,29,4,4,23,56.0,34.0,22.0,64.0
13,length4_neutral,0,30,4,1,9,91.0,33.0,54.0,42.0
13,length4_neutral,0,31,4,2,17,50.0,69.0,72.0,20.0
13,length4_neutral,0,32,4,4,36,60.0,57.0,22.0,46.0
13,length4_neutral,0,33,4,3,28,10.0,37.0,84.0,36.0
13,length4_neutral,0,34,4,2,27,22.0,80.0,19.0,2.0
13,length4_neutral,0,35,4,2,16,35.0,86.0,84.0,77.0
13,length4_neutral,0,36,4,1,38,81.0,93.0,69.0,11.0
13,length4_neutral,0,37,4,1,29,67.0,27.0,37.0,45.0
13,length4_neutral,0,38,4,2,33,39.0,59.0,67.0,42.0
13,length4_neutral,0,39,4,4,6,7.0,35.0,27.0,3.0
13,length4_neutral,0,40,4,3,4,42.0,9.0,95.0,26.0
13,length4_plentiful,1,1,4,1,11,76.0,63.0,60.0,79.0
13,length4_plentiful,1,2,4,1,24,88.0,62.0,84.0,73.0
13,length4_plentiful,1,3,4,4,13,69.0,76.0,65.0,90.0
13,length4_plentiful,1,4,4,4,30,39.0,61.0,64.0,54.0
13,length4_plentiful,1,5,4,4,14,72.0,57.0,18.0,71.0
13,length4_plentiful,1,6,4,4,26,63.0,29.0,60.0,75.0
13,length4_plentiful,1,7,4,3,2,60.0,71.0,84.0,81.0
13,length4_plentiful,1,8,4,1,12,95.0,52.0,59.0,36.0
13,length4_plentiful,1,9,4,4,18,17.0,65.0,44.0,96.0
13,length4_plentiful,1,10,4,4,34,72.0,38.0,62.0,86.0
13,length4_plentiful,1,11,4,1,39,70.0,76.0,91.0,82.0
13,length4_plentiful,1,12,4,2,15,68.0,90.0,59.0,60.0
13,length4_plentiful,1,13,4,4,22,68.0,38.0,33.0,47.0
13,length4_plentiful,1,14,4,1,5,83.0,79.0,84.0,66.0
13,length4_plentiful,1,15,4,4,20,60.0,59.0,35.0,67.0
13,length4_plentiful,1,16,4,4,25,54.0,68.0,72.0,89.0
13,length4_plentiful,1,17,4,1,1,93.0,55.0,62.0,57.0
13,length4_plentiful,1,18,4,1,31,85.0,87.0,71.0,48.0
13,length4_plentiful,1,19,4,1,21,90.0,79.0,72.0,89.0
13,length4_plentiful,1,20,4,2,19,73.0,74.0,87.0,55.0
13,length4_plentiful,1,21,4,3,35,59.0,66.0,72.0,76.0
13,length4_plentiful,1,22,4,1,10,97.0,80.0,69.0,43.0
13,length4_plentiful,1,23,4,4,32,68.0,42.0,33.0,92.0
13,length4_plentiful,1,24,4,3,37,54.0,44.0,88.0,87.0
13,length4_plentiful,1,25,4,2,3,39.0,64.0,68.0,57.0
13,length4_plentiful,1,26,4,2,7,74.0,79.0,68.0,66.0
13,length4_plentiful,1,27,4,1,8,83.0,64.0,85.0,97.0
13,length4_plentiful,1,28,4,4,40,76.0,39.0,35.0,72.0
13,length4_plentiful,1,29,4,2,23,62.0,88.0,77.0,71.0
13,length4_plentiful,1,30,4,2,9,57.0,77.0,72.0,85.0
13,length4_plentiful,1,31,4,2,17,65.0,87.0,48.0,77.0
13,length4_plentiful,1,32,4,3,36,51.0,52.0,66.0,84.0
13,length4_plentiful,1,33,4,1,28,89.0,87.0,85.0,49.0
13,length4_plentiful,1,34,4,4,27,79.0,57.0,61.0,74.0
13,length4_plentiful,1,35,4,4,16,73.0,70.0,50.0,88.0
13,length4_plentiful,1,36,4,3,38,76.0,74.0,95.0,89.0
13,length4_plentiful,1,37,4,1,29,91.0,60.0,80.0,79.0
13,length4_plentiful,1,38,4,1,33,82.0,43.0,78.0,58.0
13,length4_plentiful,1,39,4,1,6,75.0,81.0,90.0,92.0
13,length4_plentiful,1,40,4,3,4,71.0,61.0,74.0,84.0
13,length8_neutral,2,1,8,3,11,56.0,15.0,66.0,36.0
13,length8_neutral,2,2,8,3,24,22.0,60.0,87.0,84.0
13,length8_neutral,2,3,8,2,13,63.0,74.0,38.0,46.0
13,length8_neutral,2,4,8,3,30,21.0,42.0,84.0,66.0
13,length8_neutral,2,5,8,1,14,93.0,3.0,8.0,59.0
13,length8_neutral,2,6,8,7,26,39.0,56.0,6.0,13.0
13,length8_neutral,2,7,8,3,2,37.0,60.0,82.0,84.0
13,length8_neutral,2,8,8,3,12,77.0,19.0,97.0,65.0
13,length8_neutral,2,9,8,5,18,14.0,26.0,59.0,37.0
13,length8_neutral,2,10,8,4,34,26.0,21.0,50.0,97.0
13,length8_neutral,2,11,8,1,39,58.0,2.0,87.0,9.0
13,length8_neutral,2,12,8,3,15,31.0,81.0,84.0,16.0
13,length8_neutral,2,13,8,7,22,28.0,24.0,62.0,55.0
13,length8_neutral,2,14,8,1,5,81.0,36.0,74.0,79.0
13,length8_neutral,2,15,8,6,20,85.0,12.0,40.0,50.0
13,length8_neutral,2,16,8,1,25,88.0,45.0,7.0,44.0
13,length8_neutral,2,17,8,2,1,42.0,98.0,63.0,28.0
13,length8_neutral,2,18,8,4,31,41.0,44.0,81.0,91.0
13,length8_neutral,2,19,8,7,21,49.0,63.0,15.0,81.0
13,length8_neutral,2,20,8,8,19,77.0,51.0,10.0,37.0
13,length8_neutral,2,21,8,1,35,87.0,95.0,62.0,79.0
13,length8_neutral,2,22,8,8,10,67.0,8.0,34.0,66.0
13,length8_neutral,2,23,8,8,32,8.0,30.0,59.0,32.0
13,length8_neutral,2,24,8,3,37,8.0,50.0,88.0,47.0
13,length8_neutral,2,25,8,7,3,10.0,8.0,27.0,33.0
13,length8_neutral,2,26,8,2,7,61.0,98.0,9.0,73.0
13,length8_neutral,2,27,8,6,8,62.0,72.0,16.0,4.0
13,length8_neutral,2,28,8,8,40,63.0,79.0,32.0,8.0
13,length8_neutral,2,29,8,1,23,92.0,8.0,20.0,75.0
13,length8_neutral,2,30,8,1,9,94.0,62.0,84.0,37.0
13,length8_neutral,2,31,8,1,17,94.0,87.0,24.0,12.0
13,length8_neutral,2,32,8,2,36,45.0,80.0,19.0,64.0
13,length8_neutral,2,33,8,3,28,77.0,66.0,91.0,36.0
13,length8_neutral,2,34,8,6,27,28.0,62.0,65.0,57.0
13,length8_neutral,2,35,8,8,16,7.0,39.0,73.0,35.0
13,length8_neutral,2,36,8,2,38,5.0,75.0,64.0,20.0
13,length8_neutral,2,37,8,6,29,2.0,49.0,12.0,5.0
13,length8_neutral,2,38,8,1,33,95.0,10.0,64.0,84.0
13,length8_neutral,2,39,8,1,6,93.0,5.0,57.0,61.0
13,length8_neutral,2,40,8,1,4,83.0,52.0,96.0,53.0
13,length8_plentiful,3,1,8,8,11,50.0,44.0,45.0,43.0
13,length8_plentiful,3,2,8,3,24,51.0,62.0,93.0,33.0
13,length8_plentiful,3,3,8,5,13,27.0,36.0,79.0,81.0
13,length8_plentiful,3,4,8,8,30,79.0,40.0,37.0,95.0
13,length8_plentiful,3,5,8,4,14,80.0,66.0,70.0,84.0
13,length8_plentiful,3,6,8,6,26,57.0,72.0,63.0,58.0
13,length8_plentiful,3,7,8,5,2,80.0,73.0,61.0,77.0
13,length8_plentiful,3,8,8,1,12,88.0,75.0,80.0,82.0
13,length8_plentiful,3,9,8,2,18,31.0,89.0,67.0,86.0
13,length8_plentiful,3,10,8,1,34,84.0,32.0,59.0,89.0
13,length8_plentiful,3,11,8,2,39,78.0,97.0,53.0,55.0
13,length8_plentiful,3,12,8,5,15,30.0,52.0,54.0,60.0
13,length8_plentiful,3,13,8,4,22,69.0,85.0,44.0,93.0
13,length8_plentiful,3,14,8,8,5,49.0,57.0,62.0,73.0
13,length8_plentiful,3,15,8,1,20,82.0,86.0,52.0,87.0
13,length8_plentiful,3,16,8,1,25,94.0,51.0,79.0,78.0
13,length8_plentiful,3,17,8,1,1,93.0,94.0,26.0,54.0
13,length8_plentiful,3,18,8,1,31,91.0,35.0,56.0,87.0
13,length8_plentiful,3,19,8,6,21,71.0,80.0,36.0,31.0
13,length8_plentiful,3,20,8,4,19,70.0,63.0,53.0,91.0
13,length8_plentiful,3,21,8,8,35,82.0,80.0,18.0,56.0
13,length8_plentiful,3,22,8,4,10,75.0,35.0,79.0,89.0
13,length8_plentiful,3,23,8,8,32,68.0,38.0,35.0,69.0
13,length8_plentiful,3,24,8,5,37,43.0,66.0,74.0,80.0
13,length8_plentiful,3,25,8,3,3,57.0,71.0,97.0,81.0
13,length8_plentiful,3,26,8,1,7,79.0,61.0,62.0,90.0
13,length8_plentiful,3,27,8,8,8,49.0,73.0,57.0,58.0
13,length8_plentiful,3,28,8,3,40,49.0,38.0,81.0,69.0
13,length8_plentiful,3,29,8,5,23,54.0,78.0,52.0,65.0
13,length8_plentiful,3,30,8,8,9,41.0,69.0,63.0,55.0
13,length8_plentiful,3,31,8,8,17,59.0,85.0,46.0,78.0
13,length8_plentiful,3,32,8,1,36,93.0,85.0,92.0,62.0
13,length8_plentiful,3,33,8,3,28,65.0,69.0,88.0,42.0
13,length8_plentiful,3,34,8,6,27,68.0,48.0,71.0,45.0
13,length8_plentiful,3,35,8,4,16,64.0,57.0,75.0,76.0
13,length8_plentiful,3,36,8,8,38,72.0,52.0,49.0,61.0
13,length8_plentiful,3,37,8,1,29,86.0,64.0,24.0,52.0
13,length8_plentiful,3,38,8,5,33,41.0,59.0,25.0,75.0
13,length8_plentiful,3,39,8,8,6,52.0,76.0,67.0,55.0
13,length8_plentiful,3,40,8,2,4,63.0,86.0,82.0,55.0
14,length4_neutral,0,1,4,4,26,49.0,39.0,25.0,81.0
14,length4_neutral,0,2,4,2,31,98.0,93.0,67.0,39.0
14,length4_neutral,0,3,4,4,7,52.0,1.0,85.0,50.0
14,length4_neutral,0,4,4,4,32,63.0,21.0,43.0,28.0
14,length4_neutral,0,5,4,2,17,3.0,93.0,67.0,77.0
14,length4_neutral,0,6,4,4,21,5.0,60.0,53.0,36.0
14,length4_neutral,0,7,4,2,11,12.0,91.0,36.0,95.0
14,length4_neutral,0,8,4,3,29,23.0,40.0,86.0,5.0
14,length4_neutral,0,9,4,4,40,56.0,72.0,22.0,25.0
14,length4_neutral,0,10,4,4,34,81.0,96.0,83.0,71.0
14,length4_neutral,0,11,4,2,33,11.0,98.0,61.0,64.0
14,length4_neutral,0,12,4,3,27,17.0,62.0,80.0,7.0
14,length4_neutral,0,13,4,4,37,42.0,36.0,91.0,16.0
14,length4_neutral,0,14,4,2,14,42.0,80.0,70.0,63.0
14,length4_neutral,0,15,4,4,23,3.0,28.0,25.0,84.0
14,length4_neutral,0,16,4,3,30,35.0,9.0,91.0,24.0
14,length4_neutral,0,17,4,3,9,22.0,26.0,24.0,21.0
14,length4_neutral,0,18,4,4,22,87.0,12.0,50.0,55.0
14,length4_neutral,0,19,4,4,5,36.0,7.0,15.0,44.0
14,length4_neutral,0,20,4,4,18,67.0,63.0,7.0,30.0
14,length4_neutral,0,21,4,1,3,62.0,81.0,72.0,61.0
14,length4_neutral,0,22,4,4,39,64.0,62.0,19.0,48.0
14,length4_neutral,0,23,4,3,24,79.0,69.0,97.0,43.0
14,length4_neutral,0,24,4,4,13,46.0,42.0,6.0,26.0
14,length4_neutral,0,25,4,4,20,62.0,9.0,70.0,94.0
14,length4_neutral,0,26,4,1,12,90.0,54.0,87.0,84.0
14,length4_neutral,0,27,4,4,2,74.0,75.0,43.0,78.0
14,length4_neutral,0,28,4,4,19,85.0,76.0,22.0,16.0
14,length4_neutral,0,29,4,4,1,56.0,34.0,22.0,64.0
14,length4_neutral,0,30,4,4,38,91.0,33.0,54.0,42.0
14,length4_neutral,0,31,4,3,6,50.0,69.0,72.0,20.0
14,length4_neutral,0,32,4,4,36,60.0,57.0,22.0,46.0
14,length4_neutral,0,33,4,3,25,10.0,37.0,84.0,36.0
14,length4_neutral,0,34,4,4,4,22.0,80.0,19.0,2.0
14,length4_neutral,0,35,4,2,28,35.0,86.0,84.0,77.0
14,length4_neutral,0,36,4,2,10,81.0,93.0,69.0,11.0
14,length4_neutral,0,37,4,4,15,67.0,27.0,37.0,45.0
14,length4_neutral,0,38,4,4,8,39.0,59.0,67.0,42.0
14,length4_neutral,0,39,4,4,16,7.0,35.0,27.0,3.0
14,length4_neutral,0,40,4,3,35,42.0,9.0,95.0,26.0
14,length4_plentiful,1,1,4,4,26,76.0,63.0,60.0,79.0
14,length4_plentiful,1,2,4,4,31,88.0,62.0,84.0,73.0
14,length4_plentiful,1,3,4,4,7,69.0,76.0,65.0,90.0
14,length4_plentiful,1,4,4,4,32,39.0,61.0,64.0,54.0
14,length4_plentiful,1,5,4,4,17,72.0,57.0,18.0,71.0
14,length4_plentiful,1,6,4,3,21,63.0,29.0,60.0,75.0
14,length4_plentiful,1,7,4,3,11,60.0,71.0,84.0,81.0
14,length4_plentiful,1,8,4,1,29,95.0,52.0,59.0,36.0
14,length4_plentiful,1,9,4,3,40,17.0,65.0,44.0,96.0
14,length4_plentiful,1,10,4,3,34,72.0,38.0,62.0,86.0
14,length4_plentiful,1,11,4,3,33,70.0,76.0,91.0,82.0
14,length4_plentiful,1,12,4,2,27,68.0,90.0,59.0,60.0
14,length4_plentiful,1,13,4,4,37,68.0,38.0,33.0,47.0
14,length4_plentiful,1,14,4,3,14,83.0,79.0,84.0,66.0
14,length4_plentiful,1,15,4,4,23,60.0,59.0,35.0,67.0
14,length4_plentiful,1,16,4,4,30,54.0,68.0,72.0,89.0
14,length4_plentiful,1,17,4,4,9,93.0,55.0,62.0,57.0
14,length4_plentiful,1,18,4,1,22,85.0,87.0,71.0,48.0
14,length4_plentiful,1,19,4,1,5,90.0,79.0,72.0,89.0
14,length4_plentiful,1,20,4,2,18,73.0,74.0,87.0,55.0
14,length4_plentiful,1,21,4,3,3,59.0,66.0,72.0,76.0
14,length4_plentiful,1,22,4,4,39,97.0,80.0,69.0,43.0
14,length4_plentiful,1,23,4,4,24,68.0,42.0,33.0,92.0
14,length4_plentiful,1,24,4,3,13,54.0,44.0,88.0,87.0
14,length4_plentiful,1,25,4,4,20,39.0,64.0,68.0,57.0
14,length4_plentiful,1,26,4,1,12,74.0,79.0,68.0,66.0
14,length4_plentiful,1,27,4,3,2,83.0,64.0,85.0,97.0
14,length4_plentiful,1,28,4,4,19,76.0,39.0,35.0,72.0
14,length4_plentiful,1,29,4,2,1,62.0,88.0,77.0,71.0
14,length4_plentiful,1,30,4,3,38,57.0,77.0,72.0,85.0
14,length4_plentiful,1,31,4,4,6,65.0,87.0,48.0,77.0
14,length4_plentiful,1,32,4,3,36,51.0,52.0,66.0,84.0
14,length4_plentiful,1,33,4,2,25,89.0,87.0,85.0,49.0
14,length4_plentiful,1,34,4,4,4,79.0,57.0,61.0,74.0
14,length4_plentiful,1,35,4,2,28,73.0,70.0,50.0,88.0
14,length4_plentiful,1,36,4,3,10,76.0,74.0,95.0,89.0
14,length4_plentiful,1,37,4,1,15,91.0,60.0,80.0,79.0
14,length4_plentiful,1,38,4,4,8,82.0,43.0,78.0,58.0
14,length4_plentiful,1,39,4,2,16,75.0,81.0,90.0,92.0
14,length4_plentiful,1,40,4,3,35,71.0,61.0,74.0,84.0
14,length8_neutral,2,1,8,5,26,56.0,15.0,66.0,36.0
14,length8_neutral,2,2,8,3,31,22.0,60.0,87.0,84.0
14,length8_neutral,2,3,8,8,7,63.0,74.0,38.0,46.0
14,length8_neutral,2,4,8,4,32,21.0,42.0,84.0,66.0
14,length8_neutral,2,5,8,1,17,93.0,3.0,8.0,59.0
14,length8_neutral,2,6,8,8,21,39.0,56.0,6.0,13.0
14,length8_neutral,2,7,8,8,11,37.0,60.0,82.0,84.0
14,length8_neutral,2,8,8,3,29,77.0,19.0,97.0,65.0
14,length8_neutral,2,9,8,8,40,14.0,26.0,59.0,37.0
14,length8_neutral,2,10,8,4,34,26.0,21.0,50.0,97.0
14,length8_neutral,2,11,8,3,33,58.0,2.0,87.0,9.0
14,length8_neutral,2,12,8,2,27,31.0,81.0,84.0,16.0
14,length8_neutral,2,13,8,7,37,28.0,24.0,62.0,55.0
14,length8_neutral,2,14,8,8,14,81.0,36.0,74.0,79.0
14,length8_neutral,2,15,8,6,23,85.0,12.0,40.0,50.0
14,length8_neutral,2,16,8,5,30,88.0,45.0,7.0,44.0
14,length8_neutral,2,17,8,2,9,42.0,98.0,63.0,28.0
14,length8_neutral,2,18,8,3,22,41.0,44.0,81.0,91.0
14,length8_neutral,2,19,8,7,5,49.0,63.0,15.0,81.0
14,length8_neutral,2,20,8,6,18,77.0,51.0,10.0,37.0
14,length8_neutral,2,21,8,2,3,87.0,95.0,62.0,79.0
14,length8_neutral,2,22,8,5,39,67.0,8.0,34.0,66.0
14,length8_neutral,2,23,8,8,24,8.0,30.0,59.0,32.0
14,length8_neutral,2,24,8,5,13,8.0,50.0,88.0,47.0
14,length8_neutral,2,25,8,8,20,10.0,8.0,27.0,33.0
14,length8_neutral,2,26,8,2,12,61.0,98.0,9.0,73.0
14,length8_neutral,2,27,8,6,2,62.0,72.0,16.0,4.0
14,length8_neutral,2,28,8,8,19,63.0,79.0,32.0,8.0
14,length8_neutral,2,29,8,1,1,92.0,8.0,20.0,75.0
14,length8_neutral,2,30,8,1,38,94.0,62.0,84.0,37.0
14,length8_neutral,2,31,8,2,6,94.0,87.0,24.0,12.0
14,length8_neutral,2,32,8,8,36,45.0,80.0,19.0,64.0
14,length8_neutral,2,33,8,3,25,77.0,66.0,91.0,36.0
14,length8_neutral,2,34,8,5,4,28.0,62.0,65.0,57.0
14,length8_neutral,2,35,8,2,28,7.0,39.0,73.0,35.0
14,length8_neutral,2,36,8,5,10,5.0,75.0,64.0,20.0
14,length8_neutral,2,37,8,8,15,2.0,49.0,12.0,5.0
14,length8_neutral,2,38,8,8,8,95.0,10.0,64.0,84.0
