participant,quarter,question,truth,answer,confidence,correct,session
33,W2023,25,2,1,55.0,0,1
33,W2023,26,2,2,86.0,1,1
33,W2023,27,2,1,59.0,0,1
33,W2023,28,2,2,94.0,1,1
33,W2023,29,2,2,89.0,1,1
33,W2023,30,2,2,43.0,1,1
33,W2023,31,2,1,81.0,0,1
33,W2023,32,2,2,90.0,1,1
33,W2023,33,2,1,76.0,0,1
33,W2023,34,2,2,57.0,1,1
33,W2023,35,1,1,70.0,1,1
33,W2023,36,1,2,57.0,0,1
33,W2023,37,2,2,44.0,1,1
33,W2023,38,2,1,44.0,0,1
33,W2023,39,1,1,89.0,1,1
33,W2023,40,1,2,60.0,0,1
33,W2023,41,2,2,61.0,1,1
33,W2023,42,2,1,67.0,0,1
33,W2023,43,2,2,74.0,1,1
33,W2023,44,1,1,67.0,1,1
33,W2023,45,2,2,67.0,1,1
33,W2023,46,2,2,83.0,1,1
33,W2023,47,2,2,40.0,1,1
33,W2023,48,1,1,47.0,1,1
33,W2023,49,2,1,60.0,0,1
33,W2023,50,1,1,33.0,1,1
21,W2023,1,2,1,73.0,0,1
21,W2023,2,2,1,69.0,0,1
21,W2023,3,1,1,75.0,1,1
21,W2023,4,1,1,71.0,1,1
21,W2023,5,2,2,70.0,1,1
21,W2023,6,1,1,75.0,1,1
21,W2023,7,2,2,60.0,1,1
21,W2023,8,2,1,48.0,0,1
21,W2023,9,2,2,61.0,1,1
21,W2023,10,1,1,66.0,1,1
21,W2023,11,1,1,74.0,1,1
21,W2023,12,1,1,69.0,1,1
21,W2023,13,2,2,40.0,1,1
21,W2023,14,1,1,68.0,1,1
21,W2023,15,1,2,76.0,0,1
21,W2023,16,2,1,63.0,0,1
21,W2023,17,2,1,62.0,0,1
21,W2023,18,2,1,61.0,0,1
21,W2023,19,2,2,63.0,1,1
21,W2023,20,2,1,69.0,0,1
21,W2023,21,1,1,60.0,1,1
21,W2023,22,2,1,72.0,0,1
21,W2023,23,2,1,71.0,0,1
21,W2023,24,1,2,61.0,0,1
21,W2023,25,2,1,56.0,0,1
21,W2023,26,2,2,61.0,1,1
21,W2023,27,2,2,71.0,1,1
21,W2023,28,2,2,42.0,1,1
21,W2023,29,2,2,76.0,1,1
21,W2023,30,2,1,49.0,0,1
21,W2023,31,2,1,80.0,0,1
21,W2023,32,2,2,51.0,1,1
21,W2023,33,2,2,50.0,1,1
21,W2023,34,2,2,58.0,1,1
21,W2023,35,1,1,72.0,1,1
21,W2023,36,1,1,71.0,1,1
21,W2023,37,2,2,65.0,1,1
21,W2023,38,2,1,75.0,0,1
21,W2023,39,1,1,73.0,1,1
21,W2023,40,1,2,63.0,0,1
21,W2023,41,2,1,71.0,0,1
21,W2023,42,2,1,65.0,0,1
21,W2023,43,2,2,58.0,1,1
21,W2023,44,1,1,79.0,1,1
21,W2023,45,2,2,51.0,1,1
21,W2023,46,2,2,65.0,1,1
21,W2023,47,2,1,67.0,0,1
21,W2023,48,1,1,66.0,1,1
21,W2023,49,2,1,71.0,0,1
21,W2023,50,1,1,64.0,1,1
101,W2023,1,2,1,72.0,0,1
101,W2023,2,2,1,65.0,0,1
101,W2023,3,1,1,100.0,1,1
101,W2023,4,1,2,87.0,0,1
101,W2023,5,2,2,40.0,1,1
101,W2023,6,1,1,100.0,1,1
101,W2023,7,2,2,67.0,1,1
101,W2023,8,2,2,87.0,1,1
101,W2023,9,2,1,93.0,0,1
101,W2023,10,1,1,100.0,1,1
101,W2023,11,1,1,100.0,1,1
101,W2023,12,1,1,100.0,1,1
101,W2023,13,2,1,56.0,0,1
101,W2023,14,1,1,73.0,1,1
101,W2023,15,1,2,45.0,0,1
101,W2023,16,2,2,49.0,1,1
101,W2023,17,2,1,100.0,0,1
101,W2023,18,2,1,100.0,0,1
101,W2023,19,2,1,100.0,0,1
101,W2023,20,2,1,84.0,0,1
101,W2023,21,1,1,100.0,1,1
101,W2023,22,2,1,100.0,0,1
101,W2023,23,2,1,70.0,0,1
101,W2023,24,1,1,63.0,1,1
101,W2023,25,2,1,73.0,0,1
101,W2023,26,2,2,65.0,1,1
101,W2023,27,2,1,60.0,0,1
101,W2023,28,2,1,100.0,0,1
101,W2023,29,2,2,45.0,1,1
101,W2023,30,2,2,82.0,1,1
101,W2023,31,2,1,100.0,0,1
101,W2023,32,2,1,100.0,0,1
101,W2023,33,2,1,76.0,0,1
101,W2023,34,2,1,51.0,0,1
101,W2023,35,1,1,63.0,1,1
101,W2023,36,1,1,51.0,1,1
101,W2023,37,2,1,100.0,0,1
101,W2023,38,2,1,92.0,0,1
101,W2023,39,1,1,70.0,1,1
101,W2023,40,1,1,55.0,1,1
101,W2023,41,2,2,50.0,1,1
101,W2023,42,2,1,100.0,0,1
101,W2023,43,2,1,100.0,0,1
101,W2023,44,1,1,100.0,1,1
101,W2023,45,2,1,51.0,0,1
101,W2023,46,2,1,73.0,0,1
101,W2023,47,2,1,84.0,0,1
101,W2023,48,1,1,63.0,1,1
101,W2023,49,2,1,74.0,0,1
101,W2023,50,1,2,72.0,0,1
380,W2023,1,2,2,66.0,1,1
380,W2023,2,2,2,2.0,1,1
380,W2023,3,1,1,100.0,1,1
380,W2023,4,1,2,1.0,0,1
380,W2023,5,2,1,100.0,0,1
380,W2023,6,1,2,74.0,0,1
380,W2023,7,2,1,2.0,0,1
380,W2023,8,2,2,1.0,1,1
380,W2023,9,2,2,30.0,1,1
380,W2023,10,1,1,94.0,1,1
380,W2023,11,1,2,39.0,0,1
380,W2023,12,1,1,1.0,1,1
380,W2023,13,2,1,96.0,0,1
380,W2023,14,1,2,1.0,0,1
380,W2023,15,1,2,67.0,0,1
380,W2023,16,2,1,76.0,0,1
380,W2023,17,2,2,1.0,1,1
380,W2023,18,2,1,98.0,0,1
380,W2023,19,2,1,34.0,0,1
380,W2023,20,2,1,65.0,0,1
380,W2023,21,1,1,59.0,1,1
380,W2023,22,2,1,100.0,0,1
380,W2023,23,2,1,94.0,0,1
380,W2023,24,1,2,4.0,0,1
380,W2023,25,2,2,94.0,1,1
380,W2023,26,2,1,60.0,0,1
380,W2023,27,2,1,65.0,0,1
380,W2023,28,2,1,69.0,0,1
380,W2023,29,2,2,1.0,1,1
380,W2023,30,2,2,68.0,1,1
380,W2023,31,2,2,72.0,1,1
380,W2023,32,2,1,95.0,0,1
380,W2023,33,2,2,80.0,1,1
380,W2023,34,2,1,100.0,0,1
380,W2023,35,1,2,3.0,0,1
380,W2023,36,1,2,78.0,0,1
380,W2023,37,2,2,3.0,1,1
380,W2023,38,2,2,18.0,1,1
380,W2023,39,1,1,95.0,1,1
380,W2023,40,1,1,76.0,1,1
380,W2023,41,2,2,76.0,1,1
380,W2023,42,2,2,2.0,1,1
380,W2023,43,2,2,97.0,1,1
380,W2023,44,1,1,99.0,1,1
380,W2023,45,2,2,2.0,1,1
380,W2023,46,2,2,2.0,1,1
380,W2023,47,2,1,96.0,0,1
380,W2023,48,1,2,2.0,0,1
380,W2023,49,2,2,2.0,1,1
380,W2023,50,1,1,96.0,1,1
402,W2023,1,2,2,66.0,1,1
402,W2023,2,2,2,35.0,1,1
402,W2023,3,1,1,64.0,1,1
402,W2023,4,1,2,49.0,0,1
402,W2023,5,2,2,35.0,1,1
402,W2023,6,1,1,60.0,1,1
402,W2023,7,2,2,52.0,1,1
402,W2023,8,2,2,34.0,1,1
402,W2023,9,2,2,61.0,1,1
402,W2023,10,1,2,52.0,0,1
402,W2023,11,1,1,56.0,1,1
402,W2023,12,1,2,37.0,0,1
402,W2023,13,2,1,71.0,0,1
402,W2023,14,1,1,72.0,1,1
402,W2023,15,1,2,30.0,0,1
402,W2023,16,2,2,35.0,1,1
402,W2023,17,2,2,26.0,1,1
402,W2023,18,2,1,66.0,0,1
402,W2023,19,2,1,50.0,0,1
402,W2023,20,2,1,41.0,0,1
402,W2023,21,1,1,63.0,1,1
402,W2023,22,2,2,51.0,1,1
402,W2023,23,2,2,40.0,1,1
402,W2023,24,1,2,41.0,0,1
402,W2023,25,2,1,60.0,0,1
402,W2023,26,2,2,31.0,1,1
402,W2023,27,2,2,59.0,1,1
402,W2023,28,2,2,38.0,1,1
402,W2023,29,2,2,43.0,1,1
402,W2023,30,2,1,59.0,0,1
402,W2023,31,2,1,70.0,0,1
402,W2023,32,2,2,21.0,1,1
402,W2023,33,2,1,61.0,0,1
402,W2023,34,2,2,60.0,1,1
402,W2023,35,1,1,33.0,1,1
402,W2023,36,1,1,67.0,1,1
402,W2023,37,2,2,51.0,1,1
402,W2023,38,2,1,45.0,0,1
402,W2023,39,1,1,63.0,1,1
402,W2023,40,1,1,65.0,1,1
402,W2023,41,2,2,22.0,1,1
402,W2023,42,2,1,39.0,0,1
402,W2023,43,2,1,55.0,0,1
402,W2023,44,1,2,23.0,0,1
402,W2023,45,2,2,25.0,1,1
402,W2023,46,2,2,58.0,1,1
402,W2023,47,2,1,61.0,0,1
402,W2023,48,1,2,36.0,0,1
402,W2023,49,2,1,52.0,0,1
402,W2023,50,1,1,51.0,1,1
226,W2023,1,2,2,43.0,1,1
226,W2023,2,2,2,75.0,1,1
226,W2023,3,1,1,56.0,1,1
226,W2023,4,1,1,27.0,1,1
226,W2023,5,2,2,26.0,1,1
226,W2023,6,1,1,83.0,1,1
226,W2023,7,2,2,82.0,1,1
226,W2023,8,2,2,44.0,1,1
226,W2023,9,2,2,69.0,1,1
226,W2023,10,1,1,75.0,1,1
226,W2023,11,1,1,66.0,1,1
226,W2023,12,1,2,82.0,0,1
226,W2023,13,2,1,66.0,0,1
226,W2023,14,1,1,67.0,1,1
226,W2023,15,1,2,75.0,0,1
226,W2023,16,2,2,72.0,1,1
226,W2023,17,2,1,51.0,0,1
226,W2023,18,2,1,57.0,0,1
226,W2023,19,2,1,66.0,0,1
226,W2023,20,2,2,46.0,1,1
226,W2023,21,1,1,60.0,1,1
226,W2023,22,2,1,70.0,0,1
226,W2023,23,2,2,36.0,1,1
226,W2023,24,1,2,26.0,0,1
226,W2023,25,2,2,51.0,1,1
226,W2023,26,2,2,34.0,1,1
226,W2023,27,2,2,20.0,1,1
226,W2023,28,2,2,30.0,1,1
226,W2023,29,2,2,78.0,1,1
226,W2023,30,2,2,33.0,1,1
226,W2023,31,2,1,63.0,0,1
226,W2023,32,2,1,64.0,0,1
226,W2023,33,2,2,37.0,1,1
226,W2023,34,2,2,82.0,1,1
226,W2023,35,1,1,54.0,1,1
226,W2023,36,1,2,12.0,0,1
226,W2023,37,2,1,70.0,0,1
226,W2023,38,2,2,52.0,1,1
226,W2023,39,1,1,46.0,1,1
226,W2023,40,1,2,51.0,0,1
226,W2023,41,2,1,58.0,0,1
226,W2023,42,2,1,42.0,0,1
226,W2023,43,2,1,84.0,0,1
226,W2023,44,1,1,86.0,1,1
226,W2023,45,2,2,62.0,1,1
226,W2023,46,2,2,64.0,1,1
226,W2023,47,2,1,52.0,0,1
226,W2023,48,1,1,73.0,1,1
226,W2023,49,2,1,24.0,0,1
226,W2023,50,1,2,51.0,0,1
242,W2023,1,2,1,40.0,0,1
242,W2023,2,2,1,19.0,0,1
242,W2023,3,1,1,90.0,1,1
242,W2023,4,1,1,49.0,1,1
242,W2023,5,2,2,92.0,1,1
242,W2023,6,1,1,82.0,1,1
242,W2023,7,2,2,19.0,1,1
242,W2023,8,2,1,40.0,0,1
242,W2023,9,2,1,50.0,0,1
242,W2023,10,1,1,71.0,1,1
242,W2023,11,1,1,71.0,1,1
242,W2023,12,1,1,70.0,1,1
242,W2023,13,2,1,20.0,0,1
242,W2023,14,1,2,31.0,0,1
242,W2023,15,1,1,60.0,1,1
242,W2023,16,2,1,40.0,0,1
242,W2023,17,2,2,30.0,1,1
242,W2023,18,2,1,80.0,0,1
242,W2023,19,2,2,40.0,1,1
242,W2023,20,2,1,30.0,0,1
242,W2023,21,1,1,82.0,1,1
242,W2023,22,2,1,30.0,0,1
242,W2023,23,2,2,40.0,1,1
242,W2023,24,1,1,50.0,1,1
242,W2023,25,2,1,60.0,0,1
242,W2023,26,2,2,71.0,1,1
242,W2023,27,2,2,30.0,1,1
242,W2023,28,2,2,92.0,1,1
242,W2023,29,2,2,49.0,1,1
242,W2023,30,2,1,50.0,0,1
242,W2023,31,2,2,41.0,1,1
242,W2023,32,2,2,70.0,1,1
242,W2023,33,2,1,40.0,0,1
242,W2023,34,2,2,9.0,1,1
242,W2023,35,1,2,29.0,0,1
242,W2023,36,1,1,98.0,1,1
242,W2023,37,2,1,39.0,0,1
242,W2023,38,2,1,82.0,0,1
242,W2023,39,1,1,40.0,1,1
242,W2023,40,1,2,91.0,0,1
242,W2023,41,2,1,29.0,0,1
242,W2023,42,2,2,60.0,1,1
242,W2023,43,2,2,40.0,1,1
242,W2023,44,1,1,91.0,1,1
242,W2023,45,2,1,30.0,0,1
242,W2023,46,2,2,70.0,1,1
242,W2023,47,2,1,70.0,0,1
242,W2023,48,1,1,61.0,1,1
242,W2023,49,2,1,20.0,0,1
242,W2023,50,1,1,91.0,1,1
340,W2023,1,2,1,63.0,0,1
340,W2023,2,2,1,72.0,0,1
340,W2023,3,1,1,72.0,1,1
340,W2023,4,1,2,41.0,0,1
340,W2023,5,2,2,81.0,1,1
340,W2023,6,1,1,92.0,1,1
340,W2023,7,2,1,40.0,0,1
340,W2023,8,2,1,50.0,0,1
340,W2023,9,2,1,40.0,0,1
340,W2023,10,1,1,71.0,1,1
340,W2023,11,1,1,93.0,1,1
340,W2023,12,1,1,72.0,1,1
340,W2023,13,2,1,82.0,0,1
340,W2023,14,1,1,82.0,1,1
340,W2023,15,1,1,49.0,1,1
340,W2023,16,2,1,81.0,0,1
340,W2023,17,2,1,50.0,0,1
340,W2023,18,2,1,79.0,0,1
340,W2023,19,2,2,71.0,1,1
340,W2023,20,2,1,91.0,0,1
340,W2023,21,1,2,100.0,0,1
340,W2023,22,2,1,82.0,0,1
340,W2023,23,2,1,81.0,0,1
340,W2023,24,1,1,31.0,1,1
340,W2023,25,2,1,81.0,0,1
340,W2023,26,2,1,63.0,0,1
340,W2023,27,2,1,62.0,0,1
340,W2023,28,2,2,70.0,1,1
340,W2023,29,2,2,72.0,1,1
340,W2023,30,2,1,82.0,0,1
340,W2023,31,2,1,61.0,0,1
340,W2023,32,2,2,29.0,1,1
340,W2023,33,2,1,82.0,0,1
340,W2023,34,2,2,91.0,1,1
340,W2023,35,1,1,61.0,1,1
340,W2023,36,1,1,82.0,1,1
340,W2023,37,2,1,62.0,0,1
340,W2023,38,2,1,82.0,0,1
340,W2023,39,1,1,61.0,1,1
340,W2023,40,1,2,50.0,0,1
340,W2023,41,2,1,30.0,0,1
340,W2023,42,2,1,51.0,0,1
340,W2023,43,2,2,50.0,1,1
340,W2023,44,1,1,82.0,1,1
340,W2023,45,2,1,51.0,0,1
340,W2023,46,2,2,72.0,1,1
340,W2023,47,2,1,91.0,0,1
340,W2023,48,1,2,52.0,0,1
340,W2023,49,2,1,39.0,0,1
340,W2023,50,1,2,52.0,0,1
544,W2023,1,2,2,71.0,1,1
544,W2023,2,2,2,40.0,1,1
544,W2023,3,1,1,72.0,1,1
544,W2023,4,1,1,71.0,1,1
544,W2023,5,2,2,81.0,1,1
544,W2023,6,1,1,82.0,1,1
544,W2023,7,2,2,41.0,1,1
544,W2023,8,2,2,30.0,1,1
544,W2023,9,2,1,30.0,0,1
544,W2023,10,1,1,71.0,1,1
544,W2023,11,1,1,90.0,1,1
544,W2023,12,1,1,50.0,1,1
544,W2023,13,2,1,81.0,0,1
544,W2023,14,1,2,29.0,0,1
544,W2023,15,1,1,60.0,1,1
544,W2023,16,2,2,40.0,1,1
544,W2023,17,2,2,30.0,1,1
544,W2023,18,2,2,40.0,1,1
544,W2023,19,2,2,50.0,1,1
544,W2023,20,2,2,40.0,1,1
544,W2023,21,1,1,29.0,1,1
544,W2023,22,2,2,60.0,1,1
544,W2023,23,2,1,60.0,0,1
544,W2023,24,1,1,50.0,1,1
544,W2023,25,2,2,35.0,1,1
544,W2023,26,2,2,21.0,1,1
544,W2023,27,2,2,10.0,1,1
544,W2023,28,2,2,82.0,1,1
544,W2023,29,2,2,40.0,1,1
544,W2023,30,2,2,70.0,1,1
544,W2023,31,2,2,21.0,1,1
544,W2023,32,2,1,40.0,0,1
544,W2023,33,2,1,10.0,0,1
544,W2023,34,2,2,81.0,1,1
544,W2023,35,1,2,40.0,0,1
544,W2023,36,1,2,71.0,0,1
544,W2023,37,2,1,60.0,0,1
544,W2023,38,2,2,20.0,1,1
544,W2023,39,1,1,51.0,1,1
544,W2023,40,1,2,19.0,0,1
544,W2023,41,2,2,71.0,1,1
544,W2023,42,2,1,71.0,0,1
544,W2023,43,2,1,61.0,0,1
544,W2023,44,1,1,50.0,1,1
544,W2023,45,2,2,19.0,1,1
544,W2023,46,2,2,80.0,1,1
544,W2023,47,2,1,61.0,0,1
544,W2023,48,1,2,61.0,0,1
544,W2023,49,2,2,70.0,1,1
544,W2023,50,1,1,21.0,1,1
53,W2023,1,2,2,50.0,1,1
53,W2023,2,2,2,38.0,1,1
53,W2023,3,1,1,100.0,1,1
53,W2023,4,1,1,71.0,1,1
53,W2023,5,2,2,100.0,1,1
53,W2023,6,1,1,100.0,1,1
53,W2023,7,2,2,30.0,1,1
53,W2023,8,2,2,42.0,1,1
53,W2023,9,2,2,55.0,1,1
53,W2023,10,1,1,100.0,1,1
53,W2023,11,1,1,100.0,1,1
53,W2023,12,1,2,39.0,0,1
53,W2023,13,2,1,80.0,0,1
53,W2023,14,1,2,38.0,0,1
53,W2023,15,1,2,29.0,0,1
53,W2023,16,2,2,32.0,1,1
53,W2023,17,2,1,54.0,0,1
53,W2023,18,2,2,38.0,1,1
53,W2023,19,2,2,35.0,1,1
53,W2023,20,2,1,100.0,0,1
53,W2023,21,1,1,100.0,1,1
53,W2023,22,2,1,100.0,0,1
53,W2023,23,2,1,100.0,0,1
53,W2023,24,1,1,51.0,1,1
53,W2023,25,2,2,39.0,1,1
53,W2023,26,2,2,49.0,1,1
53,W2023,27,2,1,51.0,0,1
53,W2023,28,2,1,100.0,0,1
53,W2023,29,2,1,31.0,0,1
53,W2023,30,2,2,63.0,1,1
53,W2023,31,2,1,100.0,0,1
53,W2023,32,2,1,100.0,0,1
53,W2023,33,2,2,32.0,1,1
53,W2023,34,2,2,50.0,1,1
53,W2023,35,1,2,62.0,0,1
53,W2023,36,1,2,42.0,0,1
53,W2023,37,2,1,50.0,0,1
53,W2023,38,2,2,29.0,1,1
53,W2023,39,1,1,32.0,1,1
53,W2023,40,1,2,80.0,0,1
53,W2023,41,2,2,51.0,1,1
53,W2023,42,2,1,100.0,0,1
53,W2023,43,2,1,100.0,0,1
53,W2023,44,1,1,100.0,1,1
53,W2023,45,2,2,22.0,1,1
53,W2023,46,2,2,49.0,1,1
53,W2023,47,2,1,50.0,0,1
53,W2023,48,1,2,9.0,0,1
53,W2023,49,2,2,18.0,1,1
53,W2023,50,1,1,51.0,1,1
428,W2023,1,2,1,35.0,0,1
428,W2023,2,2,2,26.0,1,1
428,W2023,3,1,1,60.0,1,1
428,W2023,4,1,2,29.0,0,1
428,W2023,5,2,2,94.0,1,1
428,W2023,6,1,1,40.0,1,1
428,W2023,7,2,2,41.0,1,1
428,W2023,8,2,2,20.0,1,1
428,W2023,9,2,2,29.0,1,1
428,W2023,10,1,1,50.0,1,1
428,W2023,11,1,1,50.0,1,1
428,W2023,12,1,1,33.0,1,1
428,W2023,13,2,1,50.0,0,1
428,W2023,14,1,2,32.0,0,1
428,W2023,15,1,2,51.0,0,1
428,W2023,16,2,2,61.0,1,1
428,W2023,17,2,2,31.0,1,1
428,W2023,18,2,1,50.0,0,1
428,W2023,19,2,1,58.0,0,1
428,W2023,20,2,1,48.0,0,1
428,W2023,21,1,1,61.0,1,1
428,W2023,22,2,2,29.0,1,1
428,W2023,23,2,1,50.0,0,1
428,W2023,24,1,2,9.0,0,1
428,W2023,25,2,1,40.0,0,1
428,W2023,26,2,2,24.0,1,1
428,W2023,27,2,2,38.0,1,1
428,W2023,28,2,2,9.0,1,1
428,W2023,29,2,1,39.0,0,1
428,W2023,30,2,2,31.0,1,1
428,W2023,31,2,2,40.0,1,1
428,W2023,32,2,1,50.0,0,1
428,W2023,33,2,2,34.0,1,1
428,W2023,34,2,2,26.0,1,1
428,W2023,35,1,2,35.0,0,1
428,W2023,36,1,2,50.0,0,1
428,W2023,37,2,1,62.0,0,1
428,W2023,38,2,1,35.0,0,1
428,W2023,39,1,1,51.0,1,1
428,W2023,40,1,2,21.0,0,1
428,W2023,41,2,2,27.0,1,1
428,W2023,42,2,1,21.0,0,1
428,W2023,43,2,2,24.0,1,1
428,W2023,44,1,1,60.0,1,1
428,W2023,45,2,1,40.0,0,1
428,W2023,46,2,2,27.0,1,1
428,W2023,47,2,1,62.0,0,1
428,W2023,48,1,1,53.0,1,1
428,W2023,49,2,1,53.0,0,1
428,W2023,50,1,2,5.0,0,1
29,W2023,1,2,1,100.0,0,1
29,W2023,2,2,1,39.0,0,1
29,W2023,3,1,1,90.0,1,1
29,W2023,4,1,1,94.0,1,1
29,W2023,5,2,1,73.0,0,1
29,W2023,6,1,2,84.0,0,1
29,W2023,7,2,2,25.0,1,1
29,W2023,8,2,1,46.0,0,1
29,W2023,9,2,2,47.0,1,1
29,W2023,10,1,1,100.0,1,1
29,W2023,11,1,1,80.0,1,1
29,W2023,12,1,2,50.0,0,1
29,W2023,13,2,1,90.0,0,1
29,W2023,14,1,1,100.0,1,1
29,W2023,15,1,2,82.0,0,1
29,W2023,16,2,1,45.0,0,1
29,W2023,17,2,1,79.0,0,1
29,W2023,18,2,2,31.0,1,1
29,W2023,19,2,1,66.0,0,1
29,W2023,20,2,1,40.0,0,1
29,W2023,21,1,1,100.0,1,1
29,W2023,22,2,1,81.0,0,1
29,W2023,23,2,1,21.0,0,1
29,W2023,24,1,2,42.0,0,1
29,W2023,25,2,1,56.0,0,1
29,W2023,26,2,2,58.0,1,1
29,W2023,27,2,2,40.0,1,1
29,W2023,28,2,1,56.0,0,1
29,W2023,29,2,2,44.0,1,1
29,W2023,30,2,2,50.0,1,1
29,W2023,31,2,1,40.0,0,1
29,W2023,32,2,1,100.0,0,1
29,W2023,33,2,2,51.0,1,1
29,W2023,34,2,1,29.0,0,1
29,W2023,35,1,1,100.0,1,1
29,W2023,36,1,1,91.0,1,1
29,W2023,37,2,1,77.0,0,1
29,W2023,38,2,1,94.0,0,1
29,W2023,39,1,1,23.0,1,1
29,W2023,40,1,2,38.0,0,1
29,W2023,41,2,2,43.0,1,1
29,W2023,42,2,2,44.0,1,1
29,W2023,43,2,1,85.0,0,1
29,W2023,44,1,1,67.0,1,1
29,W2023,45,2,1,46.0,0,1
29,W2023,46,2,2,60.0,1,1
29,W2023,47,2,1,89.0,0,1
29,W2023,48,1,2,29.0,0,1
29,W2023,49,2,2,80.0,1,1
29,W2023,50,1,2,24.0,0,1
337,W2023,1,2,2,59.0,1,1
337,W2023,2,2,2,61.0,1,1
337,W2023,3,1,1,72.0,1,1
337,W2023,4,1,2,72.0,0,1
337,W2023,5,2,2,40.0,1,1
337,W2023,6,1,1,71.0,1,1
337,W2023,7,2,2,51.0,1,1
337,W2023,8,2,2,51.0,1,1
337,W2023,9,2,2,40.0,1,1
337,W2023,10,1,1,82.0,1,1
337,W2023,11,1,1,81.0,1,1
337,W2023,12,1,2,62.0,0,1
337,W2023,13,2,2,61.0,1,1
337,W2023,14,1,1,71.0,1,1
337,W2023,15,1,2,62.0,0,1
337,W2023,16,2,1,71.0,0,1
337,W2023,17,2,2,60.0,1,1
337,W2023,18,2,1,62.0,0,1
337,W2023,19,2,1,72.0,0,1
337,W2023,20,2,1,82.0,0,1
337,W2023,21,1,1,71.0,1,1
337,W2023,22,2,1,62.0,0,1
337,W2023,23,2,2,61.0,1,1
337,W2023,24,1,1,60.0,1,1
337,W2023,25,2,2,71.0,1,1
337,W2023,26,2,2,61.0,1,1
337,W2023,27,2,2,60.0,1,1
337,W2023,28,2,1,51.0,0,1
337,W2023,29,2,2,62.0,1,1
337,W2023,30,2,1,62.0,0,1
337,W2023,31,2,1,82.0,0,1
337,W2023,32,2,1,61.0,0,1
337,W2023,33,2,2,61.0,1,1
337,W2023,34,2,2,61.0,1,1
337,W2023,35,1,1,61.0,1,1
337,W2023,36,1,1,52.0,1,1
337,W2023,37,2,1,83.0,0,1
337,W2023,38,2,2,61.0,1,1
337,W2023,39,1,1,71.0,1,1
337,W2023,40,1,1,40.0,1,1
337,W2023,41,2,2,61.0,1,1
337,W2023,42,2,2,71.0,1,1
337,W2023,43,2,2,40.0,1,1
337,W2023,44,1,1,82.0,1,1
337,W2023,45,2,2,51.0,1,1
337,W2023,46,2,2,82.0,1,1
337,W2023,47,2,1,81.0,0,1
337,W2023,48,1,2,72.0,0,1
337,W2023,49,2,1,51.0,0,1
337,W2023,50,1,1,81.0,1,1
408,W2023,1,2,1,86.0,0,1
408,W2023,2,2,1,96.0,0,1
408,W2023,3,1,1,100.0,1,1
408,W2023,4,1,1,64.0,1,1
408,W2023,5,2,2,100.0,1,1
408,W2023,6,1,1,100.0,1,1
408,W2023,7,2,2,30.0,1,1
408,W2023,8,2,1,92.0,0,1
408,W2023,9,2,1,85.0,0,1
408,W2023,10,1,1,94.0,1,1
408,W2023,11,1,2,73.0,0,1
408,W2023,12,1,1,72.0,1,1
408,W2023,13,2,1,83.0,0,1
408,W2023,14,1,1,100.0,1,1
408,W2023,15,1,1,87.0,1,1
408,W2023,16,2,2,63.0,1,1
408,W2023,17,2,1,67.0,0,1
408,W2023,18,2,2,71.0,1,1
408,W2023,19,2,1,100.0,0,1
408,W2023,20,2,1,59.0,0,1
408,W2023,21,1,1,100.0,1,1
408,W2023,22,2,1,68.0,0,1
408,W2023,23,2,1,100.0,0,1
408,W2023,24,1,1,84.0,1,1
408,W2023,25,2,2,95.0,1,1
408,W2023,26,2,1,58.0,0,1
408,W2023,27,2,2,54.0,1,1
408,W2023,28,2,2,54.0,1,1
408,W2023,29,2,1,65.0,0,1
408,W2023,30,2,1,100.0,0,1
408,W2023,31,2,1,36.0,0,1
408,W2023,32,2,2,100.0,1,1
408,W2023,33,2,1,78.0,0,1
408,W2023,34,2,1,54.0,0,1
408,W2023,35,1,1,90.0,1,1
408,W2023,36,1,2,56.0,0,1
408,W2023,37,2,1,100.0,0,1
408,W2023,38,2,1,100.0,0,1
408,W2023,39,1,1,84.0,1,1
408,W2023,40,1,2,31.0,0,1
408,W2023,41,2,1,27.0,0,1
408,W2023,42,2,1,61.0,0,1
408,W2023,43,2,1,100.0,0,1
408,W2023,44,1,2,65.0,0,1
408,W2023,45,2,2,52.0,1,1
408,W2023,46,2,2,74.0,1,1
408,W2023,47,2,1,78.0,0,1
408,W2023,48,1,2,63.0,0,1
408,W2023,49,2,2,72.0,1,1
408,W2023,50,1,1,82.0,1,1
307,W2023,1,2,1,79.0,0,1
307,W2023,2,2,2,23.0,1,1
307,W2023,3,1,1,51.0,1,1
307,W2023,4,1,1,59.0,1,1
307,W2023,5,2,2,85.0,1,1
307,W2023,6,1,1,55.0,1,1
307,W2023,7,2,2,55.0,1,1
307,W2023,8,2,2,19.0,1,1
307,W2023,9,2,2,62.0,1,1
307,W2023,10,1,1,78.0,1,1
307,W2023,11,1,1,65.0,1,1
307,W2023,12,1,1,41.0,1,1
307,W2023,13,2,1,44.0,0,1
307,W2023,14,1,2,35.0,0,1
307,W2023,15,1,2,50.0,0,1
307,W2023,16,2,1,54.0,0,1
307,W2023,17,2,1,41.0,0,1
307,W2023,18,2,1,64.0,0,1
307,W2023,19,2,2,57.0,1,1
307,W2023,20,2,1,52.0,0,1
307,W2023,21,1,1,52.0,1,1
307,W2023,22,2,1,50.0,0,1
